"","region","supplysector","subsector","stub.technology","year","capacity.factor"
"75","MS","intermediate generation","solar","PV_int",1990,0.1956
"76","MT","intermediate generation","solar","PV_int",1990,0.2054
"77","NC","intermediate generation","solar","PV_int",1990,0.2054
"78","ND","intermediate generation","solar","PV_int",1990,0.1956
"79","NE","intermediate generation","solar","PV_int",1990,0.2151
"80","NH","intermediate generation","solar","PV_int",1990,0.176
"81","NJ","intermediate generation","solar","PV_int",1990,0.1956
"82","NM","intermediate generation","solar","PV_int",1990,0.2543
"83","NV","intermediate generation","solar","PV_int",1990,0.2543
"84","NY","intermediate generation","solar","PV_int",1990,0.176
"85","OH","intermediate generation","solar","PV_int",1990,0.1663
"86","OK","intermediate generation","solar","PV_int",1990,0.2151
"87","OR","intermediate generation","solar","PV_int",1990,0.2249
"88","PA","intermediate generation","solar","PV_int",1990,0.176
"89","RI","intermediate generation","solar","PV_int",1990,0.176
"90","SC","intermediate generation","solar","PV_int",1990,0.1956
"91","SD","intermediate generation","solar","PV_int",1990,0.2054
"92","TN","intermediate generation","solar","PV_int",1990,0.1956
"93","TX","intermediate generation","solar","PV_int",1990,0.2151
"94","UT","intermediate generation","solar","PV_int",1990,0.2445
"95","VA","intermediate generation","solar","PV_int",1990,0.1956
"96","VT","intermediate generation","solar","PV_int",1990,0.176
"97","WA","intermediate generation","solar","PV_int",1990,0.1956
"98","WI","intermediate generation","solar","PV_int",1990,0.176
"99","WV","intermediate generation","solar","PV_int",1990,0.1663
"100","WY","intermediate generation","solar","PV_int",1990,0.2249
"101","AK","intermediate generation","solar","PV_int",2005,0.1663
"102","AL","intermediate generation","solar","PV_int",2005,0.1956
"103","AR","intermediate generation","solar","PV_int",2005,0.2054
"104","AZ","intermediate generation","solar","PV_int",2005,0.2543
"105","CA","intermediate generation","solar","PV_int",2005,0.2445
"106","CO","intermediate generation","solar","PV_int",2005,0.2543
"107","CT","intermediate generation","solar","PV_int",2005,0.176
"108","DE","intermediate generation","solar","PV_int",2005,0.1858
"109","FL","intermediate generation","solar","PV_int",2005,0.2054
"110","GA","intermediate generation","solar","PV_int",2005,0.1956
"111","HI","intermediate generation","solar","PV_int",2005,0.2543
"112","IA","intermediate generation","solar","PV_int",2005,0.1956
"113","ID","intermediate generation","solar","PV_int",2005,0.2151
"114","IL","intermediate generation","solar","PV_int",2005,0.1858
"115","IN","intermediate generation","solar","PV_int",2005,0.176
"116","KS","intermediate generation","solar","PV_int",2005,0.2347
"117","KY","intermediate generation","solar","PV_int",2005,0.1858
"118","LA","intermediate generation","solar","PV_int",2005,0.1956
"119","MA","intermediate generation","solar","PV_int",2005,0.176
"120","MD","intermediate generation","solar","PV_int",2005,0.176
"121","ME","intermediate generation","solar","PV_int",2005,0.1858
"122","MI","intermediate generation","solar","PV_int",2005,0.1663
"123","MN","intermediate generation","solar","PV_int",2005,0.1858
"124","MO","intermediate generation","solar","PV_int",2005,0.1858
"125","MS","intermediate generation","solar","PV_int",2005,0.1956
"126","MT","intermediate generation","solar","PV_int",2005,0.2054
"127","NC","intermediate generation","solar","PV_int",2005,0.2054
"128","ND","intermediate generation","solar","PV_int",2005,0.1956
"129","NE","intermediate generation","solar","PV_int",2005,0.2151
"130","NH","intermediate generation","solar","PV_int",2005,0.176
"131","NJ","intermediate generation","solar","PV_int",2005,0.1956
"132","NM","intermediate generation","solar","PV_int",2005,0.2543
"133","NV","intermediate generation","solar","PV_int",2005,0.2543
"134","NY","intermediate generation","solar","PV_int",2005,0.176
"135","OH","intermediate generation","solar","PV_int",2005,0.1663
"136","OK","intermediate generation","solar","PV_int",2005,0.2151
"137","OR","intermediate generation","solar","PV_int",2005,0.2249
"138","PA","intermediate generation","solar","PV_int",2005,0.176
"139","RI","intermediate generation","solar","PV_int",2005,0.176
"140","SC","intermediate generation","solar","PV_int",2005,0.1956
"141","SD","intermediate generation","solar","PV_int",2005,0.2054
"142","TN","intermediate generation","solar","PV_int",2005,0.1956
"143","TX","intermediate generation","solar","PV_int",2005,0.2151
"144","UT","intermediate generation","solar","PV_int",2005,0.2445
"145","VA","intermediate generation","solar","PV_int",2005,0.1956
"146","VT","intermediate generation","solar","PV_int",2005,0.176
"147","WA","intermediate generation","solar","PV_int",2005,0.1956
"148","WI","intermediate generation","solar","PV_int",2005,0.176
"149","WV","intermediate generation","solar","PV_int",2005,0.1663
"150","WY","intermediate generation","solar","PV_int",2005,0.2249
"151","AK","intermediate generation","solar","PV_int",2010,0.1663
"152","AL","intermediate generation","solar","PV_int",2010,0.1956
"153","AR","intermediate generation","solar","PV_int",2010,0.2054
"154","AZ","intermediate generation","solar","PV_int",2010,0.2543
"155","CA","intermediate generation","solar","PV_int",2010,0.2445
"156","CO","intermediate generation","solar","PV_int",2010,0.2543
"157","CT","intermediate generation","solar","PV_int",2010,0.176
"158","DE","intermediate generation","solar","PV_int",2010,0.1858
"159","FL","intermediate generation","solar","PV_int",2010,0.2054
"160","GA","intermediate generation","solar","PV_int",2010,0.1956
"161","HI","intermediate generation","solar","PV_int",2010,0.2543
"162","IA","intermediate generation","solar","PV_int",2010,0.1956
"163","ID","intermediate generation","solar","PV_int",2010,0.2151
"164","IL","intermediate generation","solar","PV_int",2010,0.1858
"165","IN","intermediate generation","solar","PV_int",2010,0.176
"166","KS","intermediate generation","solar","PV_int",2010,0.2347
"167","KY","intermediate generation","solar","PV_int",2010,0.1858
"168","LA","intermediate generation","solar","PV_int",2010,0.1956
"169","MA","intermediate generation","solar","PV_int",2010,0.176
"170","MD","intermediate generation","solar","PV_int",2010,0.176
"171","ME","intermediate generation","solar","PV_int",2010,0.1858
"172","MI","intermediate generation","solar","PV_int",2010,0.1663
"173","MN","intermediate generation","solar","PV_int",2010,0.1858
"174","MO","intermediate generation","solar","PV_int",2010,0.1858
"175","MS","intermediate generation","solar","PV_int",2010,0.1956
"176","MT","intermediate generation","solar","PV_int",2010,0.2054
"177","NC","intermediate generation","solar","PV_int",2010,0.2054
"178","ND","intermediate generation","solar","PV_int",2010,0.1956
"179","NE","intermediate generation","solar","PV_int",2010,0.2151
"180","NH","intermediate generation","solar","PV_int",2010,0.176
"181","NJ","intermediate generation","solar","PV_int",2010,0.1956
"182","NM","intermediate generation","solar","PV_int",2010,0.2543
"183","NV","intermediate generation","solar","PV_int",2010,0.2543
"184","NY","intermediate generation","solar","PV_int",2010,0.176
"185","OH","intermediate generation","solar","PV_int",2010,0.1663
"186","OK","intermediate generation","solar","PV_int",2010,0.2151
"187","OR","intermediate generation","solar","PV_int",2010,0.2249
"188","PA","intermediate generation","solar","PV_int",2010,0.176
"189","RI","intermediate generation","solar","PV_int",2010,0.176
"190","SC","intermediate generation","solar","PV_int",2010,0.1956
"191","SD","intermediate generation","solar","PV_int",2010,0.2054
"192","TN","intermediate generation","solar","PV_int",2010,0.1956
"193","TX","intermediate generation","solar","PV_int",2010,0.2151
"194","UT","intermediate generation","solar","PV_int",2010,0.2445
"195","VA","intermediate generation","solar","PV_int",2010,0.1956
"196","VT","intermediate generation","solar","PV_int",2010,0.176
"197","WA","intermediate generation","solar","PV_int",2010,0.1956
"198","WI","intermediate generation","solar","PV_int",2010,0.176
"199","WV","intermediate generation","solar","PV_int",2010,0.1663
"200","WY","intermediate generation","solar","PV_int",2010,0.2249
"201","AK","intermediate generation","solar","PV_int",2015,0.1663
"202","AL","intermediate generation","solar","PV_int",2015,0.1956
"203","AR","intermediate generation","solar","PV_int",2015,0.2054
"204","AZ","intermediate generation","solar","PV_int",2015,0.2543
"205","CA","intermediate generation","solar","PV_int",2015,0.2445
"206","CO","intermediate generation","solar","PV_int",2015,0.2543
"207","CT","intermediate generation","solar","PV_int",2015,0.176
"208","DE","intermediate generation","solar","PV_int",2015,0.1858
"209","FL","intermediate generation","solar","PV_int",2015,0.2054
"210","GA","intermediate generation","solar","PV_int",2015,0.1956
"211","HI","intermediate generation","solar","PV_int",2015,0.2543
"212","IA","intermediate generation","solar","PV_int",2015,0.1956
"213","ID","intermediate generation","solar","PV_int",2015,0.2151
"214","IL","intermediate generation","solar","PV_int",2015,0.1858
"215","IN","intermediate generation","solar","PV_int",2015,0.176
"216","KS","intermediate generation","solar","PV_int",2015,0.2347
"217","KY","intermediate generation","solar","PV_int",2015,0.1858
"218","LA","intermediate generation","solar","PV_int",2015,0.1956
"219","MA","intermediate generation","solar","PV_int",2015,0.176
"220","MD","intermediate generation","solar","PV_int",2015,0.176
"221","ME","intermediate generation","solar","PV_int",2015,0.1858
"222","MI","intermediate generation","solar","PV_int",2015,0.1663
"223","MN","intermediate generation","solar","PV_int",2015,0.1858
"224","MO","intermediate generation","solar","PV_int",2015,0.1858
"225","MS","intermediate generation","solar","PV_int",2015,0.1956
"226","MT","intermediate generation","solar","PV_int",2015,0.2054
"227","NC","intermediate generation","solar","PV_int",2015,0.2054
"228","ND","intermediate generation","solar","PV_int",2015,0.1956
"229","NE","intermediate generation","solar","PV_int",2015,0.2151
"230","NH","intermediate generation","solar","PV_int",2015,0.176
"231","NJ","intermediate generation","solar","PV_int",2015,0.1956
"232","NM","intermediate generation","solar","PV_int",2015,0.2543
"233","NV","intermediate generation","solar","PV_int",2015,0.2543
"234","NY","intermediate generation","solar","PV_int",2015,0.176
"235","OH","intermediate generation","solar","PV_int",2015,0.1663
"236","OK","intermediate generation","solar","PV_int",2015,0.2151
"237","OR","intermediate generation","solar","PV_int",2015,0.2249
"238","PA","intermediate generation","solar","PV_int",2015,0.176
"239","RI","intermediate generation","solar","PV_int",2015,0.176
"240","SC","intermediate generation","solar","PV_int",2015,0.1956
"241","SD","intermediate generation","solar","PV_int",2015,0.2054
"242","TN","intermediate generation","solar","PV_int",2015,0.1956
"243","TX","intermediate generation","solar","PV_int",2015,0.2151
"244","UT","intermediate generation","solar","PV_int",2015,0.2445
"245","VA","intermediate generation","solar","PV_int",2015,0.1956
"246","VT","intermediate generation","solar","PV_int",2015,0.176
"247","WA","intermediate generation","solar","PV_int",2015,0.1956
"248","WI","intermediate generation","solar","PV_int",2015,0.176
"249","WV","intermediate generation","solar","PV_int",2015,0.1663
"250","WY","intermediate generation","solar","PV_int",2015,0.2249
"251","AK","intermediate generation","solar","PV_int",2020,0.1663
"252","AL","intermediate generation","solar","PV_int",2020,0.1956
"253","AR","intermediate generation","solar","PV_int",2020,0.2054
"254","AZ","intermediate generation","solar","PV_int",2020,0.2543
"255","CA","intermediate generation","solar","PV_int",2020,0.2445
"256","CO","intermediate generation","solar","PV_int",2020,0.2543
"257","CT","intermediate generation","solar","PV_int",2020,0.176
"258","DE","intermediate generation","solar","PV_int",2020,0.1858
"259","FL","intermediate generation","solar","PV_int",2020,0.2054
"260","GA","intermediate generation","solar","PV_int",2020,0.1956
"261","HI","intermediate generation","solar","PV_int",2020,0.2543
"262","IA","intermediate generation","solar","PV_int",2020,0.1956
"263","ID","intermediate generation","solar","PV_int",2020,0.2151
"264","IL","intermediate generation","solar","PV_int",2020,0.1858
"265","IN","intermediate generation","solar","PV_int",2020,0.176
"266","KS","intermediate generation","solar","PV_int",2020,0.2347
"267","KY","intermediate generation","solar","PV_int",2020,0.1858
"268","LA","intermediate generation","solar","PV_int",2020,0.1956
"269","MA","intermediate generation","solar","PV_int",2020,0.176
"270","MD","intermediate generation","solar","PV_int",2020,0.176
"271","ME","intermediate generation","solar","PV_int",2020,0.1858
"272","MI","intermediate generation","solar","PV_int",2020,0.1663
"273","MN","intermediate generation","solar","PV_int",2020,0.1858
"274","MO","intermediate generation","solar","PV_int",2020,0.1858
"275","MS","intermediate generation","solar","PV_int",2020,0.1956
"276","MT","intermediate generation","solar","PV_int",2020,0.2054
"277","NC","intermediate generation","solar","PV_int",2020,0.2054
"278","ND","intermediate generation","solar","PV_int",2020,0.1956
"279","NE","intermediate generation","solar","PV_int",2020,0.2151
"280","NH","intermediate generation","solar","PV_int",2020,0.176
"281","NJ","intermediate generation","solar","PV_int",2020,0.1956
"282","NM","intermediate generation","solar","PV_int",2020,0.2543
"283","NV","intermediate generation","solar","PV_int",2020,0.2543
"284","NY","intermediate generation","solar","PV_int",2020,0.176
"285","OH","intermediate generation","solar","PV_int",2020,0.1663
"286","OK","intermediate generation","solar","PV_int",2020,0.2151
"287","OR","intermediate generation","solar","PV_int",2020,0.2249
"288","PA","intermediate generation","solar","PV_int",2020,0.176
"289","RI","intermediate generation","solar","PV_int",2020,0.176
"290","SC","intermediate generation","solar","PV_int",2020,0.1956
"291","SD","intermediate generation","solar","PV_int",2020,0.2054
"292","TN","intermediate generation","solar","PV_int",2020,0.1956
"293","TX","intermediate generation","solar","PV_int",2020,0.2151
"294","UT","intermediate generation","solar","PV_int",2020,0.2445
"295","VA","intermediate generation","solar","PV_int",2020,0.1956
"296","VT","intermediate generation","solar","PV_int",2020,0.176
"297","WA","intermediate generation","solar","PV_int",2020,0.1956
"298","WI","intermediate generation","solar","PV_int",2020,0.176
"299","WV","intermediate generation","solar","PV_int",2020,0.1663
"300","WY","intermediate generation","solar","PV_int",2020,0.2249
"301","AK","intermediate generation","solar","PV_int",2025,0.1663
"302","AL","intermediate generation","solar","PV_int",2025,0.1956
"303","AR","intermediate generation","solar","PV_int",2025,0.2054
"304","AZ","intermediate generation","solar","PV_int",2025,0.2543
"305","CA","intermediate generation","solar","PV_int",2025,0.2445
"306","CO","intermediate generation","solar","PV_int",2025,0.2543
"307","CT","intermediate generation","solar","PV_int",2025,0.176
"308","DE","intermediate generation","solar","PV_int",2025,0.1858
"309","FL","intermediate generation","solar","PV_int",2025,0.2054
"310","GA","intermediate generation","solar","PV_int",2025,0.1956
"311","HI","intermediate generation","solar","PV_int",2025,0.2543
"312","IA","intermediate generation","solar","PV_int",2025,0.1956
"313","ID","intermediate generation","solar","PV_int",2025,0.2151
"314","IL","intermediate generation","solar","PV_int",2025,0.1858
"315","IN","intermediate generation","solar","PV_int",2025,0.176
"316","KS","intermediate generation","solar","PV_int",2025,0.2347
"317","KY","intermediate generation","solar","PV_int",2025,0.1858
"318","LA","intermediate generation","solar","PV_int",2025,0.1956
"319","MA","intermediate generation","solar","PV_int",2025,0.176
"320","MD","intermediate generation","solar","PV_int",2025,0.176
"321","ME","intermediate generation","solar","PV_int",2025,0.1858
"322","MI","intermediate generation","solar","PV_int",2025,0.1663
"323","MN","intermediate generation","solar","PV_int",2025,0.1858
"324","MO","intermediate generation","solar","PV_int",2025,0.1858
"325","MS","intermediate generation","solar","PV_int",2025,0.1956
"326","MT","intermediate generation","solar","PV_int",2025,0.2054
"327","NC","intermediate generation","solar","PV_int",2025,0.2054
"328","ND","intermediate generation","solar","PV_int",2025,0.1956
"329","NE","intermediate generation","solar","PV_int",2025,0.2151
"330","NH","intermediate generation","solar","PV_int",2025,0.176
"331","NJ","intermediate generation","solar","PV_int",2025,0.1956
"332","NM","intermediate generation","solar","PV_int",2025,0.2543
"333","NV","intermediate generation","solar","PV_int",2025,0.2543
"334","NY","intermediate generation","solar","PV_int",2025,0.176
"335","OH","intermediate generation","solar","PV_int",2025,0.1663
"336","OK","intermediate generation","solar","PV_int",2025,0.2151
"337","OR","intermediate generation","solar","PV_int",2025,0.2249
"338","PA","intermediate generation","solar","PV_int",2025,0.176
"339","RI","intermediate generation","solar","PV_int",2025,0.176
"340","SC","intermediate generation","solar","PV_int",2025,0.1956
"341","SD","intermediate generation","solar","PV_int",2025,0.2054
"342","TN","intermediate generation","solar","PV_int",2025,0.1956
"343","TX","intermediate generation","solar","PV_int",2025,0.2151
"344","UT","intermediate generation","solar","PV_int",2025,0.2445
"345","VA","intermediate generation","solar","PV_int",2025,0.1956
"346","VT","intermediate generation","solar","PV_int",2025,0.176
"347","WA","intermediate generation","solar","PV_int",2025,0.1956
"348","WI","intermediate generation","solar","PV_int",2025,0.176
"349","WV","intermediate generation","solar","PV_int",2025,0.1663
"350","WY","intermediate generation","solar","PV_int",2025,0.2249
"351","AK","intermediate generation","solar","PV_int",2030,0.1663
"352","AL","intermediate generation","solar","PV_int",2030,0.1956
"353","AR","intermediate generation","solar","PV_int",2030,0.2054
"354","AZ","intermediate generation","solar","PV_int",2030,0.2543
"355","CA","intermediate generation","solar","PV_int",2030,0.2445
"356","CO","intermediate generation","solar","PV_int",2030,0.2543
"357","CT","intermediate generation","solar","PV_int",2030,0.176
"358","DE","intermediate generation","solar","PV_int",2030,0.1858
"359","FL","intermediate generation","solar","PV_int",2030,0.2054
"360","GA","intermediate generation","solar","PV_int",2030,0.1956
"361","HI","intermediate generation","solar","PV_int",2030,0.2543
"362","IA","intermediate generation","solar","PV_int",2030,0.1956
"363","ID","intermediate generation","solar","PV_int",2030,0.2151
"364","IL","intermediate generation","solar","PV_int",2030,0.1858
"365","IN","intermediate generation","solar","PV_int",2030,0.176
"366","KS","intermediate generation","solar","PV_int",2030,0.2347
"367","KY","intermediate generation","solar","PV_int",2030,0.1858
"368","LA","intermediate generation","solar","PV_int",2030,0.1956
"369","MA","intermediate generation","solar","PV_int",2030,0.176
"370","MD","intermediate generation","solar","PV_int",2030,0.176
"371","ME","intermediate generation","solar","PV_int",2030,0.1858
"372","MI","intermediate generation","solar","PV_int",2030,0.1663
"373","MN","intermediate generation","solar","PV_int",2030,0.1858
"374","MO","intermediate generation","solar","PV_int",2030,0.1858
"375","MS","intermediate generation","solar","PV_int",2030,0.1956
"376","MT","intermediate generation","solar","PV_int",2030,0.2054
"377","NC","intermediate generation","solar","PV_int",2030,0.2054
"378","ND","intermediate generation","solar","PV_int",2030,0.1956
"379","NE","intermediate generation","solar","PV_int",2030,0.2151
"380","NH","intermediate generation","solar","PV_int",2030,0.176
"381","NJ","intermediate generation","solar","PV_int",2030,0.1956
"382","NM","intermediate generation","solar","PV_int",2030,0.2543
"383","NV","intermediate generation","solar","PV_int",2030,0.2543
"384","NY","intermediate generation","solar","PV_int",2030,0.176
"385","OH","intermediate generation","solar","PV_int",2030,0.1663
"386","OK","intermediate generation","solar","PV_int",2030,0.2151
"387","OR","intermediate generation","solar","PV_int",2030,0.2249
"388","PA","intermediate generation","solar","PV_int",2030,0.176
"389","RI","intermediate generation","solar","PV_int",2030,0.176
"390","SC","intermediate generation","solar","PV_int",2030,0.1956
"391","SD","intermediate generation","solar","PV_int",2030,0.2054
"392","TN","intermediate generation","solar","PV_int",2030,0.1956
"393","TX","intermediate generation","solar","PV_int",2030,0.2151
"394","UT","intermediate generation","solar","PV_int",2030,0.2445
"395","VA","intermediate generation","solar","PV_int",2030,0.1956
"396","VT","intermediate generation","solar","PV_int",2030,0.176
"397","WA","intermediate generation","solar","PV_int",2030,0.1956
"398","WI","intermediate generation","solar","PV_int",2030,0.176
"399","WV","intermediate generation","solar","PV_int",2030,0.1663
"400","WY","intermediate generation","solar","PV_int",2030,0.2249
"401","AK","intermediate generation","solar","PV_int",2035,0.1663
"402","AL","intermediate generation","solar","PV_int",2035,0.1956
"403","AR","intermediate generation","solar","PV_int",2035,0.2054
"404","AZ","intermediate generation","solar","PV_int",2035,0.2543
"405","CA","intermediate generation","solar","PV_int",2035,0.2445
"406","CO","intermediate generation","solar","PV_int",2035,0.2543
"407","CT","intermediate generation","solar","PV_int",2035,0.176
"408","DE","intermediate generation","solar","PV_int",2035,0.1858
"409","FL","intermediate generation","solar","PV_int",2035,0.2054
"410","GA","intermediate generation","solar","PV_int",2035,0.1956
"411","HI","intermediate generation","solar","PV_int",2035,0.2543
"412","IA","intermediate generation","solar","PV_int",2035,0.1956
"413","ID","intermediate generation","solar","PV_int",2035,0.2151
"414","IL","intermediate generation","solar","PV_int",2035,0.1858
"415","IN","intermediate generation","solar","PV_int",2035,0.176
"416","KS","intermediate generation","solar","PV_int",2035,0.2347
"417","KY","intermediate generation","solar","PV_int",2035,0.1858
"418","LA","intermediate generation","solar","PV_int",2035,0.1956
"419","MA","intermediate generation","solar","PV_int",2035,0.176
"420","MD","intermediate generation","solar","PV_int",2035,0.176
"421","ME","intermediate generation","solar","PV_int",2035,0.1858
"422","MI","intermediate generation","solar","PV_int",2035,0.1663
"423","MN","intermediate generation","solar","PV_int",2035,0.1858
"424","MO","intermediate generation","solar","PV_int",2035,0.1858
"425","MS","intermediate generation","solar","PV_int",2035,0.1956
"426","MT","intermediate generation","solar","PV_int",2035,0.2054
"427","NC","intermediate generation","solar","PV_int",2035,0.2054
"428","ND","intermediate generation","solar","PV_int",2035,0.1956
"429","NE","intermediate generation","solar","PV_int",2035,0.2151
"430","NH","intermediate generation","solar","PV_int",2035,0.176
"431","NJ","intermediate generation","solar","PV_int",2035,0.1956
"432","NM","intermediate generation","solar","PV_int",2035,0.2543
"433","NV","intermediate generation","solar","PV_int",2035,0.2543
"434","NY","intermediate generation","solar","PV_int",2035,0.176
"435","OH","intermediate generation","solar","PV_int",2035,0.1663
"436","OK","intermediate generation","solar","PV_int",2035,0.2151
"437","OR","intermediate generation","solar","PV_int",2035,0.2249
"438","PA","intermediate generation","solar","PV_int",2035,0.176
"439","RI","intermediate generation","solar","PV_int",2035,0.176
"440","SC","intermediate generation","solar","PV_int",2035,0.1956
"441","SD","intermediate generation","solar","PV_int",2035,0.2054
"442","TN","intermediate generation","solar","PV_int",2035,0.1956
"443","TX","intermediate generation","solar","PV_int",2035,0.2151
"444","UT","intermediate generation","solar","PV_int",2035,0.2445
"445","VA","intermediate generation","solar","PV_int",2035,0.1956
"446","VT","intermediate generation","solar","PV_int",2035,0.176
"447","WA","intermediate generation","solar","PV_int",2035,0.1956
"448","WI","intermediate generation","solar","PV_int",2035,0.176
"449","WV","intermediate generation","solar","PV_int",2035,0.1663
"450","WY","intermediate generation","solar","PV_int",2035,0.2249
"451","AK","intermediate generation","solar","PV_int",2040,0.1663
"452","AL","intermediate generation","solar","PV_int",2040,0.1956
"453","AR","intermediate generation","solar","PV_int",2040,0.2054
"454","AZ","intermediate generation","solar","PV_int",2040,0.2543
"455","CA","intermediate generation","solar","PV_int",2040,0.2445
"456","CO","intermediate generation","solar","PV_int",2040,0.2543
"457","CT","intermediate generation","solar","PV_int",2040,0.176
"458","DE","intermediate generation","solar","PV_int",2040,0.1858
"459","FL","intermediate generation","solar","PV_int",2040,0.2054
"460","GA","intermediate generation","solar","PV_int",2040,0.1956
"461","HI","intermediate generation","solar","PV_int",2040,0.2543
"462","IA","intermediate generation","solar","PV_int",2040,0.1956
"463","ID","intermediate generation","solar","PV_int",2040,0.2151
"464","IL","intermediate generation","solar","PV_int",2040,0.1858
"465","IN","intermediate generation","solar","PV_int",2040,0.176
"466","KS","intermediate generation","solar","PV_int",2040,0.2347
"467","KY","intermediate generation","solar","PV_int",2040,0.1858
"468","LA","intermediate generation","solar","PV_int",2040,0.1956
"469","MA","intermediate generation","solar","PV_int",2040,0.176
"470","MD","intermediate generation","solar","PV_int",2040,0.176
"471","ME","intermediate generation","solar","PV_int",2040,0.1858
"472","MI","intermediate generation","solar","PV_int",2040,0.1663
"473","MN","intermediate generation","solar","PV_int",2040,0.1858
"474","MO","intermediate generation","solar","PV_int",2040,0.1858
"475","MS","intermediate generation","solar","PV_int",2040,0.1956
"476","MT","intermediate generation","solar","PV_int",2040,0.2054
"477","NC","intermediate generation","solar","PV_int",2040,0.2054
"478","ND","intermediate generation","solar","PV_int",2040,0.1956
"479","NE","intermediate generation","solar","PV_int",2040,0.2151
"480","NH","intermediate generation","solar","PV_int",2040,0.176
"481","NJ","intermediate generation","solar","PV_int",2040,0.1956
"482","NM","intermediate generation","solar","PV_int",2040,0.2543
"483","NV","intermediate generation","solar","PV_int",2040,0.2543
