"","region","supplysector","subsector","stub.technology","year","capacity.factor"
"1270","WA","intermediate generation","solar","CSP_int",2035,0.2375
"1271","WY","intermediate generation","solar","CSP_int",2035,0.2375
"1272","AZ","intermediate generation","solar","CSP_int",2040,0.3043
"1273","CA","intermediate generation","solar","CSP_int",2040,0.2672
"1274","CO","intermediate generation","solar","CSP_int",2040,0.2523
"1275","FL","intermediate generation","solar","CSP_int",2040,0.2375
"1276","HI","intermediate generation","solar","CSP_int",2040,0.2375
"1277","ID","intermediate generation","solar","CSP_int",2040,0.2375
"1278","KS","intermediate generation","solar","CSP_int",2040,0.2375
"1279","MT","intermediate generation","solar","CSP_int",2040,0.2375
"1280","ND","intermediate generation","solar","CSP_int",2040,0.2375
"1281","NE","intermediate generation","solar","CSP_int",2040,0.2375
"1282","NM","intermediate generation","solar","CSP_int",2040,0.2895
"1283","NV","intermediate generation","solar","CSP_int",2040,0.2746
"1284","OK","intermediate generation","solar","CSP_int",2040,0.2375
"1285","OR","intermediate generation","solar","CSP_int",2040,0.2375
"1286","SD","intermediate generation","solar","CSP_int",2040,0.2375
"1287","TX","intermediate generation","solar","CSP_int",2040,0.2523
"1288","UT","intermediate generation","solar","CSP_int",2040,0.2598
"1289","WA","intermediate generation","solar","CSP_int",2040,0.2375
"1290","WY","intermediate generation","solar","CSP_int",2040,0.2375
"1291","AZ","intermediate generation","solar","CSP_int",2045,0.3043
"1292","CA","intermediate generation","solar","CSP_int",2045,0.2672
"1293","CO","intermediate generation","solar","CSP_int",2045,0.2523
"1294","FL","intermediate generation","solar","CSP_int",2045,0.2375
"1295","HI","intermediate generation","solar","CSP_int",2045,0.2375
"1296","ID","intermediate generation","solar","CSP_int",2045,0.2375
"1297","KS","intermediate generation","solar","CSP_int",2045,0.2375
"1298","MT","intermediate generation","solar","CSP_int",2045,0.2375
"1299","ND","intermediate generation","solar","CSP_int",2045,0.2375
"1300","NE","intermediate generation","solar","CSP_int",2045,0.2375
"1301","NM","intermediate generation","solar","CSP_int",2045,0.2895
"1302","NV","intermediate generation","solar","CSP_int",2045,0.2746
"1303","OK","intermediate generation","solar","CSP_int",2045,0.2375
"1304","OR","intermediate generation","solar","CSP_int",2045,0.2375
"1305","SD","intermediate generation","solar","CSP_int",2045,0.2375
"1306","TX","intermediate generation","solar","CSP_int",2045,0.2523
"1307","UT","intermediate generation","solar","CSP_int",2045,0.2598
"1308","WA","intermediate generation","solar","CSP_int",2045,0.2375
"1309","WY","intermediate generation","solar","CSP_int",2045,0.2375
"1310","AZ","intermediate generation","solar","CSP_int",2050,0.3043
"1311","CA","intermediate generation","solar","CSP_int",2050,0.2672
"1312","CO","intermediate generation","solar","CSP_int",2050,0.2523
"1313","FL","intermediate generation","solar","CSP_int",2050,0.2375
"1314","HI","intermediate generation","solar","CSP_int",2050,0.2375
"1315","ID","intermediate generation","solar","CSP_int",2050,0.2375
"1316","KS","intermediate generation","solar","CSP_int",2050,0.2375
"1317","MT","intermediate generation","solar","CSP_int",2050,0.2375
"1318","ND","intermediate generation","solar","CSP_int",2050,0.2375
"1319","NE","intermediate generation","solar","CSP_int",2050,0.2375
"1320","NM","intermediate generation","solar","CSP_int",2050,0.2895
"1321","NV","intermediate generation","solar","CSP_int",2050,0.2746
"1322","OK","intermediate generation","solar","CSP_int",2050,0.2375
"1323","OR","intermediate generation","solar","CSP_int",2050,0.2375
"1324","SD","intermediate generation","solar","CSP_int",2050,0.2375
"1325","TX","intermediate generation","solar","CSP_int",2050,0.2523
"1326","UT","intermediate generation","solar","CSP_int",2050,0.2598
"1327","WA","intermediate generation","solar","CSP_int",2050,0.2375
"1328","WY","intermediate generation","solar","CSP_int",2050,0.2375
"1329","AZ","intermediate generation","solar","CSP_int",2055,0.3043
"1330","CA","intermediate generation","solar","CSP_int",2055,0.2672
"1331","CO","intermediate generation","solar","CSP_int",2055,0.2523
"1332","FL","intermediate generation","solar","CSP_int",2055,0.2375
"1333","HI","intermediate generation","solar","CSP_int",2055,0.2375
"1334","ID","intermediate generation","solar","CSP_int",2055,0.2375
"1335","KS","intermediate generation","solar","CSP_int",2055,0.2375
"1336","MT","intermediate generation","solar","CSP_int",2055,0.2375
"1337","ND","intermediate generation","solar","CSP_int",2055,0.2375
"1338","NE","intermediate generation","solar","CSP_int",2055,0.2375
"1339","NM","intermediate generation","solar","CSP_int",2055,0.2895
"1340","NV","intermediate generation","solar","CSP_int",2055,0.2746
"1341","OK","intermediate generation","solar","CSP_int",2055,0.2375
"1342","OR","intermediate generation","solar","CSP_int",2055,0.2375
"1343","SD","intermediate generation","solar","CSP_int",2055,0.2375
"1344","TX","intermediate generation","solar","CSP_int",2055,0.2523
"1345","UT","intermediate generation","solar","CSP_int",2055,0.2598
"1346","WA","intermediate generation","solar","CSP_int",2055,0.2375
"1347","WY","intermediate generation","solar","CSP_int",2055,0.2375
"1348","AZ","intermediate generation","solar","CSP_int",2060,0.3043
"1349","CA","intermediate generation","solar","CSP_int",2060,0.2672
"1350","CO","intermediate generation","solar","CSP_int",2060,0.2523
"1351","FL","intermediate generation","solar","CSP_int",2060,0.2375
"1352","HI","intermediate generation","solar","CSP_int",2060,0.2375
"1353","ID","intermediate generation","solar","CSP_int",2060,0.2375
"1354","KS","intermediate generation","solar","CSP_int",2060,0.2375
"1355","MT","intermediate generation","solar","CSP_int",2060,0.2375
"1356","ND","intermediate generation","solar","CSP_int",2060,0.2375
"1357","NE","intermediate generation","solar","CSP_int",2060,0.2375
"1358","NM","intermediate generation","solar","CSP_int",2060,0.2895
"1359","NV","intermediate generation","solar","CSP_int",2060,0.2746
"1360","OK","intermediate generation","solar","CSP_int",2060,0.2375
"1361","OR","intermediate generation","solar","CSP_int",2060,0.2375
"1362","SD","intermediate generation","solar","CSP_int",2060,0.2375
"1363","TX","intermediate generation","solar","CSP_int",2060,0.2523
"1364","UT","intermediate generation","solar","CSP_int",2060,0.2598
"1365","WA","intermediate generation","solar","CSP_int",2060,0.2375
"1366","WY","intermediate generation","solar","CSP_int",2060,0.2375
"1367","AZ","intermediate generation","solar","CSP_int",2065,0.3043
"1368","CA","intermediate generation","solar","CSP_int",2065,0.2672
"1369","CO","intermediate generation","solar","CSP_int",2065,0.2523
"1370","FL","intermediate generation","solar","CSP_int",2065,0.2375
"1371","HI","intermediate generation","solar","CSP_int",2065,0.2375
"1372","ID","intermediate generation","solar","CSP_int",2065,0.2375
"1373","KS","intermediate generation","solar","CSP_int",2065,0.2375
"1374","MT","intermediate generation","solar","CSP_int",2065,0.2375
"1375","ND","intermediate generation","solar","CSP_int",2065,0.2375
"1376","NE","intermediate generation","solar","CSP_int",2065,0.2375
"1377","NM","intermediate generation","solar","CSP_int",2065,0.2895
"1378","NV","intermediate generation","solar","CSP_int",2065,0.2746
"1379","OK","intermediate generation","solar","CSP_int",2065,0.2375
"1380","OR","intermediate generation","solar","CSP_int",2065,0.2375
"1381","SD","intermediate generation","solar","CSP_int",2065,0.2375
"1382","TX","intermediate generation","solar","CSP_int",2065,0.2523
"1383","UT","intermediate generation","solar","CSP_int",2065,0.2598
"1384","WA","intermediate generation","solar","CSP_int",2065,0.2375
"1385","WY","intermediate generation","solar","CSP_int",2065,0.2375
"1386","AZ","intermediate generation","solar","CSP_int",2070,0.3043
"1387","CA","intermediate generation","solar","CSP_int",2070,0.2672
"1388","CO","intermediate generation","solar","CSP_int",2070,0.2523
"1389","FL","intermediate generation","solar","CSP_int",2070,0.2375
"1390","HI","intermediate generation","solar","CSP_int",2070,0.2375
"1391","ID","intermediate generation","solar","CSP_int",2070,0.2375
"1392","KS","intermediate generation","solar","CSP_int",2070,0.2375
"1393","MT","intermediate generation","solar","CSP_int",2070,0.2375
"1394","ND","intermediate generation","solar","CSP_int",2070,0.2375
"1395","NE","intermediate generation","solar","CSP_int",2070,0.2375
"1396","NM","intermediate generation","solar","CSP_int",2070,0.2895
"1397","NV","intermediate generation","solar","CSP_int",2070,0.2746
"1398","OK","intermediate generation","solar","CSP_int",2070,0.2375
"1399","OR","intermediate generation","solar","CSP_int",2070,0.2375
"1400","SD","intermediate generation","solar","CSP_int",2070,0.2375
"1401","TX","intermediate generation","solar","CSP_int",2070,0.2523
"1402","UT","intermediate generation","solar","CSP_int",2070,0.2598
"1403","WA","intermediate generation","solar","CSP_int",2070,0.2375
"1404","WY","intermediate generation","solar","CSP_int",2070,0.2375
"1405","AZ","intermediate generation","solar","CSP_int",2075,0.3043
"1406","CA","intermediate generation","solar","CSP_int",2075,0.2672
"1407","CO","intermediate generation","solar","CSP_int",2075,0.2523
"1408","FL","intermediate generation","solar","CSP_int",2075,0.2375
"1409","HI","intermediate generation","solar","CSP_int",2075,0.2375
"1410","ID","intermediate generation","solar","CSP_int",2075,0.2375
"1411","KS","intermediate generation","solar","CSP_int",2075,0.2375
"1412","MT","intermediate generation","solar","CSP_int",2075,0.2375
"1413","ND","intermediate generation","solar","CSP_int",2075,0.2375
"1414","NE","intermediate generation","solar","CSP_int",2075,0.2375
"1415","NM","intermediate generation","solar","CSP_int",2075,0.2895
"1416","NV","intermediate generation","solar","CSP_int",2075,0.2746
"1417","OK","intermediate generation","solar","CSP_int",2075,0.2375
"1418","OR","intermediate generation","solar","CSP_int",2075,0.2375
"1419","SD","intermediate generation","solar","CSP_int",2075,0.2375
"1420","TX","intermediate generation","solar","CSP_int",2075,0.2523
"1421","UT","intermediate generation","solar","CSP_int",2075,0.2598
"1422","WA","intermediate generation","solar","CSP_int",2075,0.2375
"1423","WY","intermediate generation","solar","CSP_int",2075,0.2375
"1424","AZ","intermediate generation","solar","CSP_int",2080,0.3043
"1425","CA","intermediate generation","solar","CSP_int",2080,0.2672
"1426","CO","intermediate generation","solar","CSP_int",2080,0.2523
"1427","FL","intermediate generation","solar","CSP_int",2080,0.2375
"1428","HI","intermediate generation","solar","CSP_int",2080,0.2375
"1429","ID","intermediate generation","solar","CSP_int",2080,0.2375
"1430","KS","intermediate generation","solar","CSP_int",2080,0.2375
"1431","MT","intermediate generation","solar","CSP_int",2080,0.2375
"1432","ND","intermediate generation","solar","CSP_int",2080,0.2375
"1433","NE","intermediate generation","solar","CSP_int",2080,0.2375
"1434","NM","intermediate generation","solar","CSP_int",2080,0.2895
"1435","NV","intermediate generation","solar","CSP_int",2080,0.2746
"1436","OK","intermediate generation","solar","CSP_int",2080,0.2375
"1437","OR","intermediate generation","solar","CSP_int",2080,0.2375
"1438","SD","intermediate generation","solar","CSP_int",2080,0.2375
"1439","TX","intermediate generation","solar","CSP_int",2080,0.2523
"1440","UT","intermediate generation","solar","CSP_int",2080,0.2598
"1441","WA","intermediate generation","solar","CSP_int",2080,0.2375
"1442","WY","intermediate generation","solar","CSP_int",2080,0.2375
"1443","AZ","intermediate generation","solar","CSP_int",2085,0.3043
"1444","CA","intermediate generation","solar","CSP_int",2085,0.2672
"1445","CO","intermediate generation","solar","CSP_int",2085,0.2523
"1446","FL","intermediate generation","solar","CSP_int",2085,0.2375
"1447","HI","intermediate generation","solar","CSP_int",2085,0.2375
"1448","ID","intermediate generation","solar","CSP_int",2085,0.2375
"1449","KS","intermediate generation","solar","CSP_int",2085,0.2375
"1450","MT","intermediate generation","solar","CSP_int",2085,0.2375
"1451","ND","intermediate generation","solar","CSP_int",2085,0.2375
"1452","NE","intermediate generation","solar","CSP_int",2085,0.2375
"1453","NM","intermediate generation","solar","CSP_int",2085,0.2895
"1454","NV","intermediate generation","solar","CSP_int",2085,0.2746
"1455","OK","intermediate generation","solar","CSP_int",2085,0.2375
"1456","OR","intermediate generation","solar","CSP_int",2085,0.2375
"1457","SD","intermediate generation","solar","CSP_int",2085,0.2375
"1458","TX","intermediate generation","solar","CSP_int",2085,0.2523
"1459","UT","intermediate generation","solar","CSP_int",2085,0.2598
"1460","WA","intermediate generation","solar","CSP_int",2085,0.2375
"1461","WY","intermediate generation","solar","CSP_int",2085,0.2375
"1462","AZ","intermediate generation","solar","CSP_int",2090,0.3043
"1463","CA","intermediate generation","solar","CSP_int",2090,0.2672
"1464","CO","intermediate generation","solar","CSP_int",2090,0.2523
"1465","FL","intermediate generation","solar","CSP_int",2090,0.2375
"1466","HI","intermediate generation","solar","CSP_int",2090,0.2375
"1467","ID","intermediate generation","solar","CSP_int",2090,0.2375
"1468","KS","intermediate generation","solar","CSP_int",2090,0.2375
"1469","MT","intermediate generation","solar","CSP_int",2090,0.2375
"1470","ND","intermediate generation","solar","CSP_int",2090,0.2375
"1471","NE","intermediate generation","solar","CSP_int",2090,0.2375
"1472","NM","intermediate generation","solar","CSP_int",2090,0.2895
"1473","NV","intermediate generation","solar","CSP_int",2090,0.2746
"1474","OK","intermediate generation","solar","CSP_int",2090,0.2375
"1475","OR","intermediate generation","solar","CSP_int",2090,0.2375
"1476","SD","intermediate generation","solar","CSP_int",2090,0.2375
"1477","TX","intermediate generation","solar","CSP_int",2090,0.2523
"1478","UT","intermediate generation","solar","CSP_int",2090,0.2598
"1479","WA","intermediate generation","solar","CSP_int",2090,0.2375
"1480","WY","intermediate generation","solar","CSP_int",2090,0.2375
"1481","AZ","intermediate generation","solar","CSP_int",2095,0.3043
"1482","CA","intermediate generation","solar","CSP_int",2095,0.2672
"1483","CO","intermediate generation","solar","CSP_int",2095,0.2523
"1484","FL","intermediate generation","solar","CSP_int",2095,0.2375
"1485","HI","intermediate generation","solar","CSP_int",2095,0.2375
"1486","ID","intermediate generation","solar","CSP_int",2095,0.2375
"1487","KS","intermediate generation","solar","CSP_int",2095,0.2375
"1488","MT","intermediate generation","solar","CSP_int",2095,0.2375
"1489","ND","intermediate generation","solar","CSP_int",2095,0.2375
"1490","NE","intermediate generation","solar","CSP_int",2095,0.2375
"1491","NM","intermediate generation","solar","CSP_int",2095,0.2895
"1492","NV","intermediate generation","solar","CSP_int",2095,0.2746
"1493","OK","intermediate generation","solar","CSP_int",2095,0.2375
"1494","OR","intermediate generation","solar","CSP_int",2095,0.2375
"1495","SD","intermediate generation","solar","CSP_int",2095,0.2375
"1496","TX","intermediate generation","solar","CSP_int",2095,0.2523
"1497","UT","intermediate generation","solar","CSP_int",2095,0.2598
"1498","WA","intermediate generation","solar","CSP_int",2095,0.2375
"1499","WY","intermediate generation","solar","CSP_int",2095,0.2375
"1500","AZ","intermediate generation","solar","CSP_int",2100,0.3043
"1501","CA","intermediate generation","solar","CSP_int",2100,0.2672
"1502","CO","intermediate generation","solar","CSP_int",2100,0.2523
"1503","FL","intermediate generation","solar","CSP_int",2100,0.2375
"1504","HI","intermediate generation","solar","CSP_int",2100,0.2375
"1505","ID","intermediate generation","solar","CSP_int",2100,0.2375
"1506","KS","intermediate generation","solar","CSP_int",2100,0.2375
"1507","MT","intermediate generation","solar","CSP_int",2100,0.2375
"1508","ND","intermediate generation","solar","CSP_int",2100,0.2375
"1509","NE","intermediate generation","solar","CSP_int",2100,0.2375
"1510","NM","intermediate generation","solar","CSP_int",2100,0.2895
"1511","NV","intermediate generation","solar","CSP_int",2100,0.2746
"1512","OK","intermediate generation","solar","CSP_int",2100,0.2375
"1513","OR","intermediate generation","solar","CSP_int",2100,0.2375
"1514","SD","intermediate generation","solar","CSP_int",2100,0.2375
"1515","TX","intermediate generation","solar","CSP_int",2100,0.2523
"1516","UT","intermediate generation","solar","CSP_int",2100,0.2598
"1517","WA","intermediate generation","solar","CSP_int",2100,0.2375
"1518","WY","intermediate generation","solar","CSP_int",2100,0.2375
"1519","AK","subpeak generation","solar","PV_subpeak",1975,0.1663
"1520","AL","subpeak generation","solar","PV_subpeak",1975,0.1956
"1521","AR","subpeak generation","solar","PV_subpeak",1975,0.2054
"1522","AZ","subpeak generation","solar","PV_subpeak",1975,0.2543
"1523","CA","subpeak generation","solar","PV_subpeak",1975,0.2445
"1524","CO","subpeak generation","solar","PV_subpeak",1975,0.2543
"1525","CT","subpeak generation","solar","PV_subpeak",1975,0.176
"1526","DE","subpeak generation","solar","PV_subpeak",1975,0.1858
"1527","FL","subpeak generation","solar","PV_subpeak",1975,0.2054
"1528","GA","subpeak generation","solar","PV_subpeak",1975,0.1956
"1529","HI","subpeak generation","solar","PV_subpeak",1975,0.2543
"1530","IA","subpeak generation","solar","PV_subpeak",1975,0.1956
"1531","ID","subpeak generation","solar","PV_subpeak",1975,0.2151
"1532","IL","subpeak generation","solar","PV_subpeak",1975,0.1858
"1533","IN","subpeak generation","solar","PV_subpeak",1975,0.176
"1534","KS","subpeak generation","solar","PV_subpeak",1975,0.2347
"1535","KY","subpeak generation","solar","PV_subpeak",1975,0.1858
"1536","LA","subpeak generation","solar","PV_subpeak",1975,0.1956
"1537","MA","subpeak generation","solar","PV_subpeak",1975,0.176
"1538","MD","subpeak generation","solar","PV_subpeak",1975,0.176
"1539","ME","subpeak generation","solar","PV_subpeak",1975,0.1858
"1540","MI","subpeak generation","solar","PV_subpeak",1975,0.1663
"1541","MN","subpeak generation","solar","PV_subpeak",1975,0.1858
"1542","MO","subpeak generation","solar","PV_subpeak",1975,0.1858
"1543","MS","subpeak generation","solar","PV_subpeak",1975,0.1956
"1544","MT","subpeak generation","solar","PV_subpeak",1975,0.2054
"1545","NC","subpeak generation","solar","PV_subpeak",1975,0.2054
"1546","ND","subpeak generation","solar","PV_subpeak",1975,0.1956
"1547","NE","subpeak generation","solar","PV_subpeak",1975,0.2151
"1548","NH","subpeak generation","solar","PV_subpeak",1975,0.176
"1549","NJ","subpeak generation","solar","PV_subpeak",1975,0.1956
"1550","NM","subpeak generation","solar","PV_subpeak",1975,0.2543
"1551","NV","subpeak generation","solar","PV_subpeak",1975,0.2543
"1552","NY","subpeak generation","solar","PV_subpeak",1975,0.176
"1553","OH","subpeak generation","solar","PV_subpeak",1975,0.1663
"1554","OK","subpeak generation","solar","PV_subpeak",1975,0.2151
"1555","OR","subpeak generation","solar","PV_subpeak",1975,0.2249
"1556","PA","subpeak generation","solar","PV_subpeak",1975,0.176
"1557","RI","subpeak generation","solar","PV_subpeak",1975,0.176
"1558","SC","subpeak generation","solar","PV_subpeak",1975,0.1956
"1559","SD","subpeak generation","solar","PV_subpeak",1975,0.2054
"1560","TN","subpeak generation","solar","PV_subpeak",1975,0.1956
"1561","TX","subpeak generation","solar","PV_subpeak",1975,0.2151
"1562","UT","subpeak generation","solar","PV_subpeak",1975,0.2445
"1563","VA","subpeak generation","solar","PV_subpeak",1975,0.1956
"1564","VT","subpeak generation","solar","PV_subpeak",1975,0.176
"1565","WA","subpeak generation","solar","PV_subpeak",1975,0.1956
"1566","WI","subpeak generation","solar","PV_subpeak",1975,0.176
"1567","WV","subpeak generation","solar","PV_subpeak",1975,0.1663
"1568","WY","subpeak generation","solar","PV_subpeak",1975,0.2249
"1569","AK","subpeak generation","solar","PV_subpeak",1990,0.1663
"1570","AL","subpeak generation","solar","PV_subpeak",1990,0.1956
"1571","AR","subpeak generation","solar","PV_subpeak",1990,0.2054
"1572","AZ","subpeak generation","solar","PV_subpeak",1990,0.2543
"1573","CA","subpeak generation","solar","PV_subpeak",1990,0.2445
"1574","CO","subpeak generation","solar","PV_subpeak",1990,0.2543
"1575","CT","subpeak generation","solar","PV_subpeak",1990,0.176
"1576","DE","subpeak generation","solar","PV_subpeak",1990,0.1858
"1577","FL","subpeak generation","solar","PV_subpeak",1990,0.2054
"1578","GA","subpeak generation","solar","PV_subpeak",1990,0.1956
"1579","HI","subpeak generation","solar","PV_subpeak",1990,0.2543
"1580","IA","subpeak generation","solar","PV_subpeak",1990,0.1956
"1581","ID","subpeak generation","solar","PV_subpeak",1990,0.2151
"1582","IL","subpeak generation","solar","PV_subpeak",1990,0.1858
"1583","IN","subpeak generation","solar","PV_subpeak",1990,0.176
"1584","KS","subpeak generation","solar","PV_subpeak",1990,0.2347
"1585","KY","subpeak generation","solar","PV_subpeak",1990,0.1858
"1586","LA","subpeak generation","solar","PV_subpeak",1990,0.1956
"1587","MA","subpeak generation","solar","PV_subpeak",1990,0.176
"1588","MD","subpeak generation","solar","PV_subpeak",1990,0.176
"1589","ME","subpeak generation","solar","PV_subpeak",1990,0.1858
"1590","MI","subpeak generation","solar","PV_subpeak",1990,0.1663
"1591","MN","subpeak generation","solar","PV_subpeak",1990,0.1858
"1592","MO","subpeak generation","solar","PV_subpeak",1990,0.1858
"1593","MS","subpeak generation","solar","PV_subpeak",1990,0.1956
"1594","MT","subpeak generation","solar","PV_subpeak",1990,0.2054
"1595","NC","subpeak generation","solar","PV_subpeak",1990,0.2054
"1596","ND","subpeak generation","solar","PV_subpeak",1990,0.1956
"1597","NE","subpeak generation","solar","PV_subpeak",1990,0.2151
"1598","NH","subpeak generation","solar","PV_subpeak",1990,0.176
"1599","NJ","subpeak generation","solar","PV_subpeak",1990,0.1956
"1600","NM","subpeak generation","solar","PV_subpeak",1990,0.2543
"1601","NV","subpeak generation","solar","PV_subpeak",1990,0.2543
"1602","NY","subpeak generation","solar","PV_subpeak",1990,0.176
"1603","OH","subpeak generation","solar","PV_subpeak",1990,0.1663
"1604","OK","subpeak generation","solar","PV_subpeak",1990,0.2151
"1605","OR","subpeak generation","solar","PV_subpeak",1990,0.2249
"1606","PA","subpeak generation","solar","PV_subpeak",1990,0.176
"1607","RI","subpeak generation","solar","PV_subpeak",1990,0.176
"1608","SC","subpeak generation","solar","PV_subpeak",1990,0.1956
"1609","SD","subpeak generation","solar","PV_subpeak",1990,0.2054
"1610","TN","subpeak generation","solar","PV_subpeak",1990,0.1956
"1611","TX","subpeak generation","solar","PV_subpeak",1990,0.2151
"1612","UT","subpeak generation","solar","PV_subpeak",1990,0.2445
"1613","VA","subpeak generation","solar","PV_subpeak",1990,0.1956
"1614","VT","subpeak generation","solar","PV_subpeak",1990,0.176
"1615","WA","subpeak generation","solar","PV_subpeak",1990,0.1956
"1616","WI","subpeak generation","solar","PV_subpeak",1990,0.176
"1617","WV","subpeak generation","solar","PV_subpeak",1990,0.1663
"1618","WY","subpeak generation","solar","PV_subpeak",1990,0.2249
"1619","AK","subpeak generation","solar","PV_subpeak",2005,0.1663
"1620","AL","subpeak generation","solar","PV_subpeak",2005,0.1956
"1621","AR","subpeak generation","solar","PV_subpeak",2005,0.2054
"1622","AZ","subpeak generation","solar","PV_subpeak",2005,0.2543
"1623","CA","subpeak generation","solar","PV_subpeak",2005,0.2445
"1624","CO","subpeak generation","solar","PV_subpeak",2005,0.2543
"1625","CT","subpeak generation","solar","PV_subpeak",2005,0.176
"1626","DE","subpeak generation","solar","PV_subpeak",2005,0.1858
"1627","FL","subpeak generation","solar","PV_subpeak",2005,0.2054
"1628","GA","subpeak generation","solar","PV_subpeak",2005,0.1956
"1629","HI","subpeak generation","solar","PV_subpeak",2005,0.2543
"1630","IA","subpeak generation","solar","PV_subpeak",2005,0.1956
"1631","ID","subpeak generation","solar","PV_subpeak",2005,0.2151
"1632","IL","subpeak generation","solar","PV_subpeak",2005,0.1858
"1633","IN","subpeak generation","solar","PV_subpeak",2005,0.176
"1634","KS","subpeak generation","solar","PV_subpeak",2005,0.2347
"1635","KY","subpeak generation","solar","PV_subpeak",2005,0.1858
"1636","LA","subpeak generation","solar","PV_subpeak",2005,0.1956
"1637","MA","subpeak generation","solar","PV_subpeak",2005,0.176
"1638","MD","subpeak generation","solar","PV_subpeak",2005,0.176
"1639","ME","subpeak generation","solar","PV_subpeak",2005,0.1858
"1640","MI","subpeak generation","solar","PV_subpeak",2005,0.1663
"1641","MN","subpeak generation","solar","PV_subpeak",2005,0.1858
"1642","MO","subpeak generation","solar","PV_subpeak",2005,0.1858
"1643","MS","subpeak generation","solar","PV_subpeak",2005,0.1956
"1644","MT","subpeak generation","solar","PV_subpeak",2005,0.2054
"1645","NC","subpeak generation","solar","PV_subpeak",2005,0.2054
"1646","ND","subpeak generation","solar","PV_subpeak",2005,0.1956
"1647","NE","subpeak generation","solar","PV_subpeak",2005,0.2151
"1648","NH","subpeak generation","solar","PV_subpeak",2005,0.176
"1649","NJ","subpeak generation","solar","PV_subpeak",2005,0.1956
"1650","NM","subpeak generation","solar","PV_subpeak",2005,0.2543
"1651","NV","subpeak generation","solar","PV_subpeak",2005,0.2543
"1652","NY","subpeak generation","solar","PV_subpeak",2005,0.176
"1653","OH","subpeak generation","solar","PV_subpeak",2005,0.1663
"1654","OK","subpeak generation","solar","PV_subpeak",2005,0.2151
"1655","OR","subpeak generation","solar","PV_subpeak",2005,0.2249
"1656","PA","subpeak generation","solar","PV_subpeak",2005,0.176
"1657","RI","subpeak generation","solar","PV_subpeak",2005,0.176
"1658","SC","subpeak generation","solar","PV_subpeak",2005,0.1956
"1659","SD","subpeak generation","solar","PV_subpeak",2005,0.2054
"1660","TN","subpeak generation","solar","PV_subpeak",2005,0.1956
"1661","TX","subpeak generation","solar","PV_subpeak",2005,0.2151
"1662","UT","subpeak generation","solar","PV_subpeak",2005,0.2445
"1663","VA","subpeak generation","solar","PV_subpeak",2005,0.1956
"1664","VT","subpeak generation","solar","PV_subpeak",2005,0.176
"1665","WA","subpeak generation","solar","PV_subpeak",2005,0.1956
"1666","WI","subpeak generation","solar","PV_subpeak",2005,0.176
"1667","WV","subpeak generation","solar","PV_subpeak",2005,0.1663
"1668","WY","subpeak generation","solar","PV_subpeak",2005,0.2249
"1669","AK","subpeak generation","solar","PV_subpeak",2010,0.1663
"1670","AL","subpeak generation","solar","PV_subpeak",2010,0.1956
"1671","AR","subpeak generation","solar","PV_subpeak",2010,0.2054
"1672","AZ","subpeak generation","solar","PV_subpeak",2010,0.2543
"1673","CA","subpeak generation","solar","PV_subpeak",2010,0.2445
"1674","CO","subpeak generation","solar","PV_subpeak",2010,0.2543
"1675","CT","subpeak generation","solar","PV_subpeak",2010,0.176
"1676","DE","subpeak generation","solar","PV_subpeak",2010,0.1858
"1677","FL","subpeak generation","solar","PV_subpeak",2010,0.2054
"1678","GA","subpeak generation","solar","PV_subpeak",2010,0.1956
"1679","HI","subpeak generation","solar","PV_subpeak",2010,0.2543
"1680","IA","subpeak generation","solar","PV_subpeak",2010,0.1956
"1681","ID","subpeak generation","solar","PV_subpeak",2010,0.2151
"1682","IL","subpeak generation","solar","PV_subpeak",2010,0.1858
"1683","IN","subpeak generation","solar","PV_subpeak",2010,0.176
"1684","KS","subpeak generation","solar","PV_subpeak",2010,0.2347
"1685","KY","subpeak generation","solar","PV_subpeak",2010,0.1858
"1686","LA","subpeak generation","solar","PV_subpeak",2010,0.1956
"1687","MA","subpeak generation","solar","PV_subpeak",2010,0.176
"1688","MD","subpeak generation","solar","PV_subpeak",2010,0.176
"1689","ME","subpeak generation","solar","PV_subpeak",2010,0.1858
"1690","MI","subpeak generation","solar","PV_subpeak",2010,0.1663
"1691","MN","subpeak generation","solar","PV_subpeak",2010,0.1858
"1692","MO","subpeak generation","solar","PV_subpeak",2010,0.1858
"1693","MS","subpeak generation","solar","PV_subpeak",2010,0.1956
"1694","MT","subpeak generation","solar","PV_subpeak",2010,0.2054
"1695","NC","subpeak generation","solar","PV_subpeak",2010,0.2054
"1696","ND","subpeak generation","solar","PV_subpeak",2010,0.1956
"1697","NE","subpeak generation","solar","PV_subpeak",2010,0.2151
"1698","NH","subpeak generation","solar","PV_subpeak",2010,0.176
"1699","NJ","subpeak generation","solar","PV_subpeak",2010,0.1956
"1700","NM","subpeak generation","solar","PV_subpeak",2010,0.2543
"1701","NV","subpeak generation","solar","PV_subpeak",2010,0.2543
"1702","NY","subpeak generation","solar","PV_subpeak",2010,0.176
"1703","OH","subpeak generation","solar","PV_subpeak",2010,0.1663
"1704","OK","subpeak generation","solar","PV_subpeak",2010,0.2151
"1705","OR","subpeak generation","solar","PV_subpeak",2010,0.2249
"1706","PA","subpeak generation","solar","PV_subpeak",2010,0.176
"1707","RI","subpeak generation","solar","PV_subpeak",2010,0.176
