"","region","supplysector","subsector0","subsector","year","lifetime","steepness","half.life","stub.technology"
"897","HI","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (once through)"
"898","HI","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (recirculating)"
"899","HI","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (cooling pond)"
"900","HI","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (dry cooling)"
"901","HI","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (once through)"
"902","HI","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (recirculating)"
"903","HI","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (cooling pond)"
"904","HI","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (dry cooling)"
"905","HI","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (once through)"
"906","HI","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (recirculating)"
"907","HI","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (cooling pond)"
"908","HI","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (dry cooling)"
"909","HI","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (once through)"
"910","HI","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (recirculating)"
"911","HI","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (cooling pond)"
"912","HI","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (dry cooling)"
"913","HI","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (once through)"
"914","HI","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (recirculating)"
"915","HI","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (cooling pond)"
"916","HI","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (dry cooling)"
"917","HI","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (once through)"
"918","HI","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (recirculating)"
"919","HI","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (cooling pond)"
"920","HI","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (dry cooling)"
"921","IA","base load generation","coal","coal_base_conv pul before 1950",2015,12,0.3,10,"coal (conv pul) (once through)"
"922","IA","base load generation","coal","coal_base_conv pul before 1950",2015,12,0.3,10,"coal (conv pul) (recirculating)"
"923","IA","base load generation","coal","coal_base_conv pul before 1950",2015,12,0.3,10,"coal (conv pul) (cooling pond)"
"924","IA","base load generation","coal","coal_base_conv pul before 1950",2015,12,0.3,10,"coal (conv pul) (dry cooling)"
"925","IA","intermediate generation","coal","coal_int_conv pul before 1950",2015,12,0.3,10,"coal (conv pul) (once through)"
"926","IA","intermediate generation","coal","coal_int_conv pul before 1950",2015,12,0.3,10,"coal (conv pul) (recirculating)"
"927","IA","intermediate generation","coal","coal_int_conv pul before 1950",2015,12,0.3,10,"coal (conv pul) (cooling pond)"
"928","IA","intermediate generation","coal","coal_int_conv pul before 1950",2015,12,0.3,10,"coal (conv pul) (dry cooling)"
"929","IA","base load generation","coal","coal_base_conv pul 1956-1960",2015,15,0.3,13,"coal (conv pul) (once through)"
"930","IA","base load generation","coal","coal_base_conv pul 1956-1960",2015,15,0.3,13,"coal (conv pul) (recirculating)"
"931","IA","base load generation","coal","coal_base_conv pul 1956-1960",2015,15,0.3,13,"coal (conv pul) (cooling pond)"
"932","IA","base load generation","coal","coal_base_conv pul 1956-1960",2015,15,0.3,13,"coal (conv pul) (dry cooling)"
"933","IA","intermediate generation","coal","coal_int_conv pul 1956-1960",2015,15,0.3,13,"coal (conv pul) (once through)"
"934","IA","intermediate generation","coal","coal_int_conv pul 1956-1960",2015,15,0.3,13,"coal (conv pul) (recirculating)"
"935","IA","intermediate generation","coal","coal_int_conv pul 1956-1960",2015,15,0.3,13,"coal (conv pul) (cooling pond)"
"936","IA","intermediate generation","coal","coal_int_conv pul 1956-1960",2015,15,0.3,13,"coal (conv pul) (dry cooling)"
"937","IA","base load generation","coal","coal_base_conv pul 1966-1970",2015,14,0.3,12,"coal (conv pul) (once through)"
"938","IA","base load generation","coal","coal_base_conv pul 1966-1970",2015,14,0.3,12,"coal (conv pul) (recirculating)"
"939","IA","base load generation","coal","coal_base_conv pul 1966-1970",2015,14,0.3,12,"coal (conv pul) (cooling pond)"
"940","IA","base load generation","coal","coal_base_conv pul 1966-1970",2015,14,0.3,12,"coal (conv pul) (dry cooling)"
"941","IA","intermediate generation","coal","coal_int_conv pul 1966-1970",2015,14,0.3,12,"coal (conv pul) (once through)"
"942","IA","intermediate generation","coal","coal_int_conv pul 1966-1970",2015,14,0.3,12,"coal (conv pul) (recirculating)"
"943","IA","intermediate generation","coal","coal_int_conv pul 1966-1970",2015,14,0.3,12,"coal (conv pul) (cooling pond)"
"944","IA","intermediate generation","coal","coal_int_conv pul 1966-1970",2015,14,0.3,12,"coal (conv pul) (dry cooling)"
"945","IA","base load generation","coal","coal_base_conv pul 1971-1975",2015,40,0.3,35,"coal (conv pul) (once through)"
"946","IA","base load generation","coal","coal_base_conv pul 1971-1975",2015,40,0.3,35,"coal (conv pul) (recirculating)"
"947","IA","base load generation","coal","coal_base_conv pul 1971-1975",2015,40,0.3,35,"coal (conv pul) (cooling pond)"
"948","IA","base load generation","coal","coal_base_conv pul 1971-1975",2015,40,0.3,35,"coal (conv pul) (dry cooling)"
"949","IA","intermediate generation","coal","coal_int_conv pul 1971-1975",2015,40,0.3,35,"coal (conv pul) (once through)"
"950","IA","intermediate generation","coal","coal_int_conv pul 1971-1975",2015,40,0.3,35,"coal (conv pul) (recirculating)"
"951","IA","intermediate generation","coal","coal_int_conv pul 1971-1975",2015,40,0.3,35,"coal (conv pul) (cooling pond)"
"952","IA","intermediate generation","coal","coal_int_conv pul 1971-1975",2015,40,0.3,35,"coal (conv pul) (dry cooling)"
"953","IA","base load generation","coal","coal_base_conv pul 1976-1980",2015,43,0.3,38,"coal (conv pul) (once through)"
"954","IA","base load generation","coal","coal_base_conv pul 1976-1980",2015,43,0.3,38,"coal (conv pul) (recirculating)"
"955","IA","base load generation","coal","coal_base_conv pul 1976-1980",2015,43,0.3,38,"coal (conv pul) (cooling pond)"
"956","IA","base load generation","coal","coal_base_conv pul 1976-1980",2015,43,0.3,38,"coal (conv pul) (dry cooling)"
"957","IA","intermediate generation","coal","coal_int_conv pul 1976-1980",2015,43,0.3,38,"coal (conv pul) (once through)"
"958","IA","intermediate generation","coal","coal_int_conv pul 1976-1980",2015,43,0.3,38,"coal (conv pul) (recirculating)"
"959","IA","intermediate generation","coal","coal_int_conv pul 1976-1980",2015,43,0.3,38,"coal (conv pul) (cooling pond)"
"960","IA","intermediate generation","coal","coal_int_conv pul 1976-1980",2015,43,0.3,38,"coal (conv pul) (dry cooling)"
"961","IA","base load generation","coal","coal_base_conv pul 1981-1985",2015,47,0.3,41,"coal (conv pul) (once through)"
"962","IA","base load generation","coal","coal_base_conv pul 1981-1985",2015,47,0.3,41,"coal (conv pul) (recirculating)"
"963","IA","base load generation","coal","coal_base_conv pul 1981-1985",2015,47,0.3,41,"coal (conv pul) (cooling pond)"
"964","IA","base load generation","coal","coal_base_conv pul 1981-1985",2015,47,0.3,41,"coal (conv pul) (dry cooling)"
"965","IA","intermediate generation","coal","coal_int_conv pul 1981-1985",2015,47,0.3,41,"coal (conv pul) (once through)"
"966","IA","intermediate generation","coal","coal_int_conv pul 1981-1985",2015,47,0.3,41,"coal (conv pul) (recirculating)"
"967","IA","intermediate generation","coal","coal_int_conv pul 1981-1985",2015,47,0.3,41,"coal (conv pul) (cooling pond)"
"968","IA","intermediate generation","coal","coal_int_conv pul 1981-1985",2015,47,0.3,41,"coal (conv pul) (dry cooling)"
"969","IA","base load generation","coal","coal_base_conv pul 1986-1990",2015,53,0.3,46,"coal (conv pul) (once through)"
"970","IA","base load generation","coal","coal_base_conv pul 1986-1990",2015,53,0.3,46,"coal (conv pul) (recirculating)"
"971","IA","base load generation","coal","coal_base_conv pul 1986-1990",2015,53,0.3,46,"coal (conv pul) (cooling pond)"
"972","IA","base load generation","coal","coal_base_conv pul 1986-1990",2015,53,0.3,46,"coal (conv pul) (dry cooling)"
"973","IA","intermediate generation","coal","coal_int_conv pul 1986-1990",2015,53,0.3,46,"coal (conv pul) (once through)"
"974","IA","intermediate generation","coal","coal_int_conv pul 1986-1990",2015,53,0.3,46,"coal (conv pul) (recirculating)"
"975","IA","intermediate generation","coal","coal_int_conv pul 1986-1990",2015,53,0.3,46,"coal (conv pul) (cooling pond)"
"976","IA","intermediate generation","coal","coal_int_conv pul 1986-1990",2015,53,0.3,46,"coal (conv pul) (dry cooling)"
"977","IA","base load generation","coal","coal_base_conv pul 1991-1995",2015,60,0.3,52,"coal (conv pul) (once through)"
"978","IA","base load generation","coal","coal_base_conv pul 1991-1995",2015,60,0.3,52,"coal (conv pul) (recirculating)"
"979","IA","base load generation","coal","coal_base_conv pul 1991-1995",2015,60,0.3,52,"coal (conv pul) (cooling pond)"
"980","IA","base load generation","coal","coal_base_conv pul 1991-1995",2015,60,0.3,52,"coal (conv pul) (dry cooling)"
"981","IA","intermediate generation","coal","coal_int_conv pul 1991-1995",2015,60,0.3,52,"coal (conv pul) (once through)"
"982","IA","intermediate generation","coal","coal_int_conv pul 1991-1995",2015,60,0.3,52,"coal (conv pul) (recirculating)"
"983","IA","intermediate generation","coal","coal_int_conv pul 1991-1995",2015,60,0.3,52,"coal (conv pul) (cooling pond)"
"984","IA","intermediate generation","coal","coal_int_conv pul 1991-1995",2015,60,0.3,52,"coal (conv pul) (dry cooling)"
"985","IA","base load generation","coal","coal_base_conv pul 1996-2000",2015,59,0.3,52,"coal (conv pul) (once through)"
"986","IA","base load generation","coal","coal_base_conv pul 1996-2000",2015,59,0.3,52,"coal (conv pul) (recirculating)"
"987","IA","base load generation","coal","coal_base_conv pul 1996-2000",2015,59,0.3,52,"coal (conv pul) (cooling pond)"
"988","IA","base load generation","coal","coal_base_conv pul 1996-2000",2015,59,0.3,52,"coal (conv pul) (dry cooling)"
"989","IA","intermediate generation","coal","coal_int_conv pul 1996-2000",2015,59,0.3,52,"coal (conv pul) (once through)"
"990","IA","intermediate generation","coal","coal_int_conv pul 1996-2000",2015,59,0.3,52,"coal (conv pul) (recirculating)"
"991","IA","intermediate generation","coal","coal_int_conv pul 1996-2000",2015,59,0.3,52,"coal (conv pul) (cooling pond)"
"992","IA","intermediate generation","coal","coal_int_conv pul 1996-2000",2015,59,0.3,52,"coal (conv pul) (dry cooling)"
"993","IA","base load generation","coal","coal_base_conv pul 2001-2005",2015,70,0.3,61,"coal (conv pul) (once through)"
"994","IA","base load generation","coal","coal_base_conv pul 2001-2005",2015,70,0.3,61,"coal (conv pul) (recirculating)"
"995","IA","base load generation","coal","coal_base_conv pul 2001-2005",2015,70,0.3,61,"coal (conv pul) (cooling pond)"
"996","IA","base load generation","coal","coal_base_conv pul 2001-2005",2015,70,0.3,61,"coal (conv pul) (dry cooling)"
"997","IA","intermediate generation","coal","coal_int_conv pul 2001-2005",2015,70,0.3,61,"coal (conv pul) (once through)"
"998","IA","intermediate generation","coal","coal_int_conv pul 2001-2005",2015,70,0.3,61,"coal (conv pul) (recirculating)"
"999","IA","intermediate generation","coal","coal_int_conv pul 2001-2005",2015,70,0.3,61,"coal (conv pul) (cooling pond)"
"1000","IA","intermediate generation","coal","coal_int_conv pul 2001-2005",2015,70,0.3,61,"coal (conv pul) (dry cooling)"
"1001","IA","base load generation","coal","coal_base_conv pul 2006-2010",2015,72,0.3,63,"coal (conv pul) (once through)"
"1002","IA","base load generation","coal","coal_base_conv pul 2006-2010",2015,72,0.3,63,"coal (conv pul) (recirculating)"
"1003","IA","base load generation","coal","coal_base_conv pul 2006-2010",2015,72,0.3,63,"coal (conv pul) (cooling pond)"
"1004","IA","base load generation","coal","coal_base_conv pul 2006-2010",2015,72,0.3,63,"coal (conv pul) (dry cooling)"
"1005","IA","intermediate generation","coal","coal_int_conv pul 2006-2010",2015,72,0.3,63,"coal (conv pul) (once through)"
"1006","IA","intermediate generation","coal","coal_int_conv pul 2006-2010",2015,72,0.3,63,"coal (conv pul) (recirculating)"
"1007","IA","intermediate generation","coal","coal_int_conv pul 2006-2010",2015,72,0.3,63,"coal (conv pul) (cooling pond)"
"1008","IA","intermediate generation","coal","coal_int_conv pul 2006-2010",2015,72,0.3,63,"coal (conv pul) (dry cooling)"
"1009","IA","base load generation","coal","coal_base_conv pul",2015,60,0.3,50,"coal (conv pul) (once through)"
"1010","IA","base load generation","coal","coal_base_conv pul",2015,60,0.3,50,"coal (conv pul) (recirculating)"
"1011","IA","base load generation","coal","coal_base_conv pul",2015,60,0.3,50,"coal (conv pul) (cooling pond)"
"1012","IA","base load generation","coal","coal_base_conv pul",2015,60,0.3,50,"coal (conv pul) (dry cooling)"
"1013","IA","base load generation","coal","coal_base_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (once through)"
"1014","IA","base load generation","coal","coal_base_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (recirculating)"
"1015","IA","base load generation","coal","coal_base_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (cooling pond)"
"1016","IA","base load generation","coal","coal_base_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (dry cooling)"
"1017","IA","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (once through)"
"1018","IA","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (recirculating)"
"1019","IA","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (cooling pond)"
"1020","IA","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (dry cooling)"
"1021","IA","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (once through)"
"1022","IA","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (recirculating)"
"1023","IA","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (cooling pond)"
"1024","IA","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (dry cooling)"
"1025","IA","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (once through)"
"1026","IA","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (recirculating)"
"1027","IA","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (cooling pond)"
"1028","IA","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (dry cooling)"
"1029","IA","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (once through)"
"1030","IA","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (recirculating)"
"1031","IA","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (cooling pond)"
"1032","IA","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (dry cooling)"
"1033","IA","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (once through)"
"1034","IA","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (recirculating)"
"1035","IA","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (cooling pond)"
"1036","IA","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (dry cooling)"
"1037","IA","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (once through)"
"1038","IA","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (recirculating)"
"1039","IA","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (cooling pond)"
"1040","IA","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (dry cooling)"
"1041","ID","base load generation","coal","coal_base_conv pul",2015,60,0.3,50,"coal (conv pul) (once through)"
"1042","ID","base load generation","coal","coal_base_conv pul",2015,60,0.3,50,"coal (conv pul) (recirculating)"
"1043","ID","base load generation","coal","coal_base_conv pul",2015,60,0.3,50,"coal (conv pul) (cooling pond)"
"1044","ID","base load generation","coal","coal_base_conv pul",2015,60,0.3,50,"coal (conv pul) (dry cooling)"
"1045","ID","base load generation","coal","coal_base_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (once through)"
"1046","ID","base load generation","coal","coal_base_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (recirculating)"
"1047","ID","base load generation","coal","coal_base_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (cooling pond)"
"1048","ID","base load generation","coal","coal_base_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (dry cooling)"
"1049","ID","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (once through)"
"1050","ID","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (recirculating)"
"1051","ID","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (cooling pond)"
"1052","ID","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (dry cooling)"
"1053","ID","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (once through)"
"1054","ID","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (recirculating)"
"1055","ID","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (cooling pond)"
"1056","ID","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (dry cooling)"
"1057","ID","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (once through)"
"1058","ID","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (recirculating)"
"1059","ID","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (cooling pond)"
"1060","ID","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (dry cooling)"
"1061","ID","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (once through)"
"1062","ID","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (recirculating)"
"1063","ID","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (cooling pond)"
"1064","ID","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (dry cooling)"
"1065","ID","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (once through)"
"1066","ID","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (recirculating)"
"1067","ID","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (cooling pond)"
"1068","ID","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (dry cooling)"
"1069","ID","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (once through)"
"1070","ID","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (recirculating)"
"1071","ID","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (cooling pond)"
"1072","ID","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (dry cooling)"
"1073","IL","base load generation","coal","coal_base_conv pul 1951-1955",2015,18,0.3,16,"coal (conv pul) (once through)"
"1074","IL","base load generation","coal","coal_base_conv pul 1951-1955",2015,18,0.3,16,"coal (conv pul) (recirculating)"
"1075","IL","base load generation","coal","coal_base_conv pul 1951-1955",2015,18,0.3,16,"coal (conv pul) (cooling pond)"
"1076","IL","base load generation","coal","coal_base_conv pul 1951-1955",2015,18,0.3,16,"coal (conv pul) (dry cooling)"
"1077","IL","intermediate generation","coal","coal_int_conv pul 1951-1955",2015,18,0.3,16,"coal (conv pul) (once through)"
"1078","IL","intermediate generation","coal","coal_int_conv pul 1951-1955",2015,18,0.3,16,"coal (conv pul) (recirculating)"
"1079","IL","intermediate generation","coal","coal_int_conv pul 1951-1955",2015,18,0.3,16,"coal (conv pul) (cooling pond)"
"1080","IL","intermediate generation","coal","coal_int_conv pul 1951-1955",2015,18,0.3,16,"coal (conv pul) (dry cooling)"
"1081","IL","base load generation","coal","coal_base_conv pul 1956-1960",2015,15,0.3,13,"coal (conv pul) (once through)"
"1082","IL","base load generation","coal","coal_base_conv pul 1956-1960",2015,15,0.3,13,"coal (conv pul) (recirculating)"
"1083","IL","base load generation","coal","coal_base_conv pul 1956-1960",2015,15,0.3,13,"coal (conv pul) (cooling pond)"
"1084","IL","base load generation","coal","coal_base_conv pul 1956-1960",2015,15,0.3,13,"coal (conv pul) (dry cooling)"
"1085","IL","intermediate generation","coal","coal_int_conv pul 1956-1960",2015,15,0.3,13,"coal (conv pul) (once through)"
"1086","IL","intermediate generation","coal","coal_int_conv pul 1956-1960",2015,15,0.3,13,"coal (conv pul) (recirculating)"
"1087","IL","intermediate generation","coal","coal_int_conv pul 1956-1960",2015,15,0.3,13,"coal (conv pul) (cooling pond)"
"1088","IL","intermediate generation","coal","coal_int_conv pul 1956-1960",2015,15,0.3,13,"coal (conv pul) (dry cooling)"
"1089","IL","base load generation","coal","coal_base_conv pul 1961-1965",2015,13,0.3,11,"coal (conv pul) (once through)"
"1090","IL","base load generation","coal","coal_base_conv pul 1961-1965",2015,13,0.3,11,"coal (conv pul) (recirculating)"
"1091","IL","base load generation","coal","coal_base_conv pul 1961-1965",2015,13,0.3,11,"coal (conv pul) (cooling pond)"
"1092","IL","base load generation","coal","coal_base_conv pul 1961-1965",2015,13,0.3,11,"coal (conv pul) (dry cooling)"
"1093","IL","intermediate generation","coal","coal_int_conv pul 1961-1965",2015,13,0.3,11,"coal (conv pul) (once through)"
"1094","IL","intermediate generation","coal","coal_int_conv pul 1961-1965",2015,13,0.3,11,"coal (conv pul) (recirculating)"
"1095","IL","intermediate generation","coal","coal_int_conv pul 1961-1965",2015,13,0.3,11,"coal (conv pul) (cooling pond)"
"1096","IL","intermediate generation","coal","coal_int_conv pul 1961-1965",2015,13,0.3,11,"coal (conv pul) (dry cooling)"
"1097","IL","base load generation","coal","coal_base_conv pul 1966-1970",2015,33,0.3,29,"coal (conv pul) (once through)"
"1098","IL","base load generation","coal","coal_base_conv pul 1966-1970",2015,33,0.3,29,"coal (conv pul) (recirculating)"
"1099","IL","base load generation","coal","coal_base_conv pul 1966-1970",2015,33,0.3,29,"coal (conv pul) (cooling pond)"
"1100","IL","base load generation","coal","coal_base_conv pul 1966-1970",2015,33,0.3,29,"coal (conv pul) (dry cooling)"
"1101","IL","intermediate generation","coal","coal_int_conv pul 1966-1970",2015,33,0.3,29,"coal (conv pul) (once through)"
"1102","IL","intermediate generation","coal","coal_int_conv pul 1966-1970",2015,33,0.3,29,"coal (conv pul) (recirculating)"
"1103","IL","intermediate generation","coal","coal_int_conv pul 1966-1970",2015,33,0.3,29,"coal (conv pul) (cooling pond)"
"1104","IL","intermediate generation","coal","coal_int_conv pul 1966-1970",2015,33,0.3,29,"coal (conv pul) (dry cooling)"
"1105","IL","base load generation","coal","coal_base_conv pul 1971-1975",2015,33,0.3,29,"coal (conv pul) (once through)"
"1106","IL","base load generation","coal","coal_base_conv pul 1971-1975",2015,33,0.3,29,"coal (conv pul) (recirculating)"
"1107","IL","base load generation","coal","coal_base_conv pul 1971-1975",2015,33,0.3,29,"coal (conv pul) (cooling pond)"
"1108","IL","base load generation","coal","coal_base_conv pul 1971-1975",2015,33,0.3,29,"coal (conv pul) (dry cooling)"
"1109","IL","intermediate generation","coal","coal_int_conv pul 1971-1975",2015,33,0.3,29,"coal (conv pul) (once through)"
"1110","IL","intermediate generation","coal","coal_int_conv pul 1971-1975",2015,33,0.3,29,"coal (conv pul) (recirculating)"
"1111","IL","intermediate generation","coal","coal_int_conv pul 1971-1975",2015,33,0.3,29,"coal (conv pul) (cooling pond)"
"1112","IL","intermediate generation","coal","coal_int_conv pul 1971-1975",2015,33,0.3,29,"coal (conv pul) (dry cooling)"
"1113","IL","base load generation","coal","coal_base_conv pul 1976-1980",2015,24,0.3,21,"coal (conv pul) (once through)"
"1114","IL","base load generation","coal","coal_base_conv pul 1976-1980",2015,24,0.3,21,"coal (conv pul) (recirculating)"
"1115","IL","base load generation","coal","coal_base_conv pul 1976-1980",2015,24,0.3,21,"coal (conv pul) (cooling pond)"
"1116","IL","base load generation","coal","coal_base_conv pul 1976-1980",2015,24,0.3,21,"coal (conv pul) (dry cooling)"
"1117","IL","intermediate generation","coal","coal_int_conv pul 1976-1980",2015,24,0.3,21,"coal (conv pul) (once through)"
"1118","IL","intermediate generation","coal","coal_int_conv pul 1976-1980",2015,24,0.3,21,"coal (conv pul) (recirculating)"
"1119","IL","intermediate generation","coal","coal_int_conv pul 1976-1980",2015,24,0.3,21,"coal (conv pul) (cooling pond)"
"1120","IL","intermediate generation","coal","coal_int_conv pul 1976-1980",2015,24,0.3,21,"coal (conv pul) (dry cooling)"
"1121","IL","base load generation","coal","coal_base_conv pul 1986-1990",2015,53,0.3,46,"coal (conv pul) (once through)"
"1122","IL","base load generation","coal","coal_base_conv pul 1986-1990",2015,53,0.3,46,"coal (conv pul) (recirculating)"
"1123","IL","base load generation","coal","coal_base_conv pul 1986-1990",2015,53,0.3,46,"coal (conv pul) (cooling pond)"
"1124","IL","base load generation","coal","coal_base_conv pul 1986-1990",2015,53,0.3,46,"coal (conv pul) (dry cooling)"
"1125","IL","intermediate generation","coal","coal_int_conv pul 1986-1990",2015,53,0.3,46,"coal (conv pul) (once through)"
"1126","IL","intermediate generation","coal","coal_int_conv pul 1986-1990",2015,53,0.3,46,"coal (conv pul) (recirculating)"
"1127","IL","intermediate generation","coal","coal_int_conv pul 1986-1990",2015,53,0.3,46,"coal (conv pul) (cooling pond)"
"1128","IL","intermediate generation","coal","coal_int_conv pul 1986-1990",2015,53,0.3,46,"coal (conv pul) (dry cooling)"
"1129","IL","base load generation","coal","coal_base_conv pul 1991-1995",2015,57,0.3,50,"coal (conv pul) (once through)"
"1130","IL","base load generation","coal","coal_base_conv pul 1991-1995",2015,57,0.3,50,"coal (conv pul) (recirculating)"
"1131","IL","base load generation","coal","coal_base_conv pul 1991-1995",2015,57,0.3,50,"coal (conv pul) (cooling pond)"
