"","region","supplysector","subsector0","subsector","year","lifetime","steepness","half.life","stub.technology"
"2425","ND","base load generation","coal","coal_base_conv pul 1986-1990",2015,51,0.3,45,"coal (conv pul) (once through)"
"2426","ND","base load generation","coal","coal_base_conv pul 1986-1990",2015,51,0.3,45,"coal (conv pul) (recirculating)"
"2427","ND","base load generation","coal","coal_base_conv pul 1986-1990",2015,51,0.3,45,"coal (conv pul) (cooling pond)"
"2428","ND","base load generation","coal","coal_base_conv pul 1986-1990",2015,51,0.3,45,"coal (conv pul) (dry cooling)"
"2429","ND","intermediate generation","coal","coal_int_conv pul 1986-1990",2015,51,0.3,45,"coal (conv pul) (once through)"
"2430","ND","intermediate generation","coal","coal_int_conv pul 1986-1990",2015,51,0.3,45,"coal (conv pul) (recirculating)"
"2431","ND","intermediate generation","coal","coal_int_conv pul 1986-1990",2015,51,0.3,45,"coal (conv pul) (cooling pond)"
"2432","ND","intermediate generation","coal","coal_int_conv pul 1986-1990",2015,51,0.3,45,"coal (conv pul) (dry cooling)"
"2433","ND","base load generation","coal","coal_base_conv pul 2011-2015",2015,79,0.3,69,"coal (conv pul) (once through)"
"2434","ND","base load generation","coal","coal_base_conv pul 2011-2015",2015,79,0.3,69,"coal (conv pul) (recirculating)"
"2435","ND","base load generation","coal","coal_base_conv pul 2011-2015",2015,79,0.3,69,"coal (conv pul) (cooling pond)"
"2436","ND","base load generation","coal","coal_base_conv pul 2011-2015",2015,79,0.3,69,"coal (conv pul) (dry cooling)"
"2437","ND","intermediate generation","coal","coal_int_conv pul 2011-2015",2015,79,0.3,69,"coal (conv pul) (once through)"
"2438","ND","intermediate generation","coal","coal_int_conv pul 2011-2015",2015,79,0.3,69,"coal (conv pul) (recirculating)"
"2439","ND","intermediate generation","coal","coal_int_conv pul 2011-2015",2015,79,0.3,69,"coal (conv pul) (cooling pond)"
"2440","ND","intermediate generation","coal","coal_int_conv pul 2011-2015",2015,79,0.3,69,"coal (conv pul) (dry cooling)"
"2441","ND","base load generation","coal","coal_base_conv pul",2015,60,0.3,50,"coal (conv pul) (once through)"
"2442","ND","base load generation","coal","coal_base_conv pul",2015,60,0.3,50,"coal (conv pul) (recirculating)"
"2443","ND","base load generation","coal","coal_base_conv pul",2015,60,0.3,50,"coal (conv pul) (cooling pond)"
"2444","ND","base load generation","coal","coal_base_conv pul",2015,60,0.3,50,"coal (conv pul) (dry cooling)"
"2445","ND","base load generation","coal","coal_base_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (once through)"
"2446","ND","base load generation","coal","coal_base_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (recirculating)"
"2447","ND","base load generation","coal","coal_base_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (cooling pond)"
"2448","ND","base load generation","coal","coal_base_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (dry cooling)"
"2449","ND","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (once through)"
"2450","ND","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (recirculating)"
"2451","ND","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (cooling pond)"
"2452","ND","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (dry cooling)"
"2453","ND","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (once through)"
"2454","ND","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (recirculating)"
"2455","ND","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (cooling pond)"
"2456","ND","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (dry cooling)"
"2457","ND","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (once through)"
"2458","ND","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (recirculating)"
"2459","ND","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (cooling pond)"
"2460","ND","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (dry cooling)"
"2461","ND","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (once through)"
"2462","ND","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (recirculating)"
"2463","ND","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (cooling pond)"
"2464","ND","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (dry cooling)"
"2465","ND","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (once through)"
"2466","ND","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (recirculating)"
"2467","ND","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (cooling pond)"
"2468","ND","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (dry cooling)"
"2469","ND","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (once through)"
"2470","ND","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (recirculating)"
"2471","ND","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (cooling pond)"
"2472","ND","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (dry cooling)"
"2473","NE","base load generation","coal","coal_base_conv pul 1956-1960",2015,22,0.3,19,"coal (conv pul) (once through)"
"2474","NE","base load generation","coal","coal_base_conv pul 1956-1960",2015,22,0.3,19,"coal (conv pul) (recirculating)"
"2475","NE","base load generation","coal","coal_base_conv pul 1956-1960",2015,22,0.3,19,"coal (conv pul) (cooling pond)"
"2476","NE","base load generation","coal","coal_base_conv pul 1956-1960",2015,22,0.3,19,"coal (conv pul) (dry cooling)"
"2477","NE","intermediate generation","coal","coal_int_conv pul 1956-1960",2015,22,0.3,19,"coal (conv pul) (once through)"
"2478","NE","intermediate generation","coal","coal_int_conv pul 1956-1960",2015,22,0.3,19,"coal (conv pul) (recirculating)"
"2479","NE","intermediate generation","coal","coal_int_conv pul 1956-1960",2015,22,0.3,19,"coal (conv pul) (cooling pond)"
"2480","NE","intermediate generation","coal","coal_int_conv pul 1956-1960",2015,22,0.3,19,"coal (conv pul) (dry cooling)"
"2481","NE","base load generation","coal","coal_base_conv pul 1961-1965",2015,28,0.3,24,"coal (conv pul) (once through)"
"2482","NE","base load generation","coal","coal_base_conv pul 1961-1965",2015,28,0.3,24,"coal (conv pul) (recirculating)"
"2483","NE","base load generation","coal","coal_base_conv pul 1961-1965",2015,28,0.3,24,"coal (conv pul) (cooling pond)"
"2484","NE","base load generation","coal","coal_base_conv pul 1961-1965",2015,28,0.3,24,"coal (conv pul) (dry cooling)"
"2485","NE","intermediate generation","coal","coal_int_conv pul 1961-1965",2015,28,0.3,24,"coal (conv pul) (once through)"
"2486","NE","intermediate generation","coal","coal_int_conv pul 1961-1965",2015,28,0.3,24,"coal (conv pul) (recirculating)"
"2487","NE","intermediate generation","coal","coal_int_conv pul 1961-1965",2015,28,0.3,24,"coal (conv pul) (cooling pond)"
"2488","NE","intermediate generation","coal","coal_int_conv pul 1961-1965",2015,28,0.3,24,"coal (conv pul) (dry cooling)"
"2489","NE","base load generation","coal","coal_base_conv pul 1966-1970",2015,33,0.3,29,"coal (conv pul) (once through)"
"2490","NE","base load generation","coal","coal_base_conv pul 1966-1970",2015,33,0.3,29,"coal (conv pul) (recirculating)"
"2491","NE","base load generation","coal","coal_base_conv pul 1966-1970",2015,33,0.3,29,"coal (conv pul) (cooling pond)"
"2492","NE","base load generation","coal","coal_base_conv pul 1966-1970",2015,33,0.3,29,"coal (conv pul) (dry cooling)"
"2493","NE","intermediate generation","coal","coal_int_conv pul 1966-1970",2015,33,0.3,29,"coal (conv pul) (once through)"
"2494","NE","intermediate generation","coal","coal_int_conv pul 1966-1970",2015,33,0.3,29,"coal (conv pul) (recirculating)"
"2495","NE","intermediate generation","coal","coal_int_conv pul 1966-1970",2015,33,0.3,29,"coal (conv pul) (cooling pond)"
"2496","NE","intermediate generation","coal","coal_int_conv pul 1966-1970",2015,33,0.3,29,"coal (conv pul) (dry cooling)"
"2497","NE","base load generation","coal","coal_base_conv pul 1976-1980",2015,44,0.3,38,"coal (conv pul) (once through)"
"2498","NE","base load generation","coal","coal_base_conv pul 1976-1980",2015,44,0.3,38,"coal (conv pul) (recirculating)"
"2499","NE","base load generation","coal","coal_base_conv pul 1976-1980",2015,44,0.3,38,"coal (conv pul) (cooling pond)"
"2500","NE","base load generation","coal","coal_base_conv pul 1976-1980",2015,44,0.3,38,"coal (conv pul) (dry cooling)"
"2501","NE","intermediate generation","coal","coal_int_conv pul 1976-1980",2015,44,0.3,38,"coal (conv pul) (once through)"
"2502","NE","intermediate generation","coal","coal_int_conv pul 1976-1980",2015,44,0.3,38,"coal (conv pul) (recirculating)"
"2503","NE","intermediate generation","coal","coal_int_conv pul 1976-1980",2015,44,0.3,38,"coal (conv pul) (cooling pond)"
"2504","NE","intermediate generation","coal","coal_int_conv pul 1976-1980",2015,44,0.3,38,"coal (conv pul) (dry cooling)"
"2505","NE","base load generation","coal","coal_base_conv pul 1981-1985",2015,47,0.3,41,"coal (conv pul) (once through)"
"2506","NE","base load generation","coal","coal_base_conv pul 1981-1985",2015,47,0.3,41,"coal (conv pul) (recirculating)"
"2507","NE","base load generation","coal","coal_base_conv pul 1981-1985",2015,47,0.3,41,"coal (conv pul) (cooling pond)"
"2508","NE","base load generation","coal","coal_base_conv pul 1981-1985",2015,47,0.3,41,"coal (conv pul) (dry cooling)"
"2509","NE","intermediate generation","coal","coal_int_conv pul 1981-1985",2015,47,0.3,41,"coal (conv pul) (once through)"
"2510","NE","intermediate generation","coal","coal_int_conv pul 1981-1985",2015,47,0.3,41,"coal (conv pul) (recirculating)"
"2511","NE","intermediate generation","coal","coal_int_conv pul 1981-1985",2015,47,0.3,41,"coal (conv pul) (cooling pond)"
"2512","NE","intermediate generation","coal","coal_int_conv pul 1981-1985",2015,47,0.3,41,"coal (conv pul) (dry cooling)"
"2513","NE","base load generation","coal","coal_base_conv pul 1986-1990",2015,53,0.3,46,"coal (conv pul) (once through)"
"2514","NE","base load generation","coal","coal_base_conv pul 1986-1990",2015,53,0.3,46,"coal (conv pul) (recirculating)"
"2515","NE","base load generation","coal","coal_base_conv pul 1986-1990",2015,53,0.3,46,"coal (conv pul) (cooling pond)"
"2516","NE","base load generation","coal","coal_base_conv pul 1986-1990",2015,53,0.3,46,"coal (conv pul) (dry cooling)"
"2517","NE","intermediate generation","coal","coal_int_conv pul 1986-1990",2015,53,0.3,46,"coal (conv pul) (once through)"
"2518","NE","intermediate generation","coal","coal_int_conv pul 1986-1990",2015,53,0.3,46,"coal (conv pul) (recirculating)"
"2519","NE","intermediate generation","coal","coal_int_conv pul 1986-1990",2015,53,0.3,46,"coal (conv pul) (cooling pond)"
"2520","NE","intermediate generation","coal","coal_int_conv pul 1986-1990",2015,53,0.3,46,"coal (conv pul) (dry cooling)"
"2521","NE","base load generation","coal","coal_base_conv pul 2006-2010",2015,74,0.3,65,"coal (conv pul) (once through)"
"2522","NE","base load generation","coal","coal_base_conv pul 2006-2010",2015,74,0.3,65,"coal (conv pul) (recirculating)"
"2523","NE","base load generation","coal","coal_base_conv pul 2006-2010",2015,74,0.3,65,"coal (conv pul) (cooling pond)"
"2524","NE","base load generation","coal","coal_base_conv pul 2006-2010",2015,74,0.3,65,"coal (conv pul) (dry cooling)"
"2525","NE","intermediate generation","coal","coal_int_conv pul 2006-2010",2015,74,0.3,65,"coal (conv pul) (once through)"
"2526","NE","intermediate generation","coal","coal_int_conv pul 2006-2010",2015,74,0.3,65,"coal (conv pul) (recirculating)"
"2527","NE","intermediate generation","coal","coal_int_conv pul 2006-2010",2015,74,0.3,65,"coal (conv pul) (cooling pond)"
"2528","NE","intermediate generation","coal","coal_int_conv pul 2006-2010",2015,74,0.3,65,"coal (conv pul) (dry cooling)"
"2529","NE","base load generation","coal","coal_base_conv pul 2011-2015",2015,76,0.3,66,"coal (conv pul) (once through)"
"2530","NE","base load generation","coal","coal_base_conv pul 2011-2015",2015,76,0.3,66,"coal (conv pul) (recirculating)"
"2531","NE","base load generation","coal","coal_base_conv pul 2011-2015",2015,76,0.3,66,"coal (conv pul) (cooling pond)"
"2532","NE","base load generation","coal","coal_base_conv pul 2011-2015",2015,76,0.3,66,"coal (conv pul) (dry cooling)"
"2533","NE","intermediate generation","coal","coal_int_conv pul 2011-2015",2015,76,0.3,66,"coal (conv pul) (once through)"
"2534","NE","intermediate generation","coal","coal_int_conv pul 2011-2015",2015,76,0.3,66,"coal (conv pul) (recirculating)"
"2535","NE","intermediate generation","coal","coal_int_conv pul 2011-2015",2015,76,0.3,66,"coal (conv pul) (cooling pond)"
"2536","NE","intermediate generation","coal","coal_int_conv pul 2011-2015",2015,76,0.3,66,"coal (conv pul) (dry cooling)"
"2537","NE","base load generation","coal","coal_base_conv pul",2015,60,0.3,50,"coal (conv pul) (once through)"
"2538","NE","base load generation","coal","coal_base_conv pul",2015,60,0.3,50,"coal (conv pul) (recirculating)"
"2539","NE","base load generation","coal","coal_base_conv pul",2015,60,0.3,50,"coal (conv pul) (cooling pond)"
"2540","NE","base load generation","coal","coal_base_conv pul",2015,60,0.3,50,"coal (conv pul) (dry cooling)"
"2541","NE","base load generation","coal","coal_base_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (once through)"
"2542","NE","base load generation","coal","coal_base_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (recirculating)"
"2543","NE","base load generation","coal","coal_base_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (cooling pond)"
"2544","NE","base load generation","coal","coal_base_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (dry cooling)"
"2545","NE","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (once through)"
"2546","NE","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (recirculating)"
"2547","NE","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (cooling pond)"
"2548","NE","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (dry cooling)"
"2549","NE","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (once through)"
"2550","NE","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (recirculating)"
"2551","NE","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (cooling pond)"
"2552","NE","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (dry cooling)"
"2553","NE","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (once through)"
"2554","NE","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (recirculating)"
"2555","NE","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (cooling pond)"
"2556","NE","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (dry cooling)"
"2557","NE","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (once through)"
"2558","NE","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (recirculating)"
"2559","NE","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (cooling pond)"
"2560","NE","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (dry cooling)"
"2561","NE","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (once through)"
"2562","NE","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (recirculating)"
"2563","NE","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (cooling pond)"
"2564","NE","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (dry cooling)"
"2565","NE","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (once through)"
"2566","NE","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (recirculating)"
"2567","NE","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (cooling pond)"
"2568","NE","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (dry cooling)"
"2569","NH","base load generation","coal","coal_base_conv pul 1951-1955",2015,17,0.3,15,"coal (conv pul) (seawater)"
"2570","NH","intermediate generation","coal","coal_int_conv pul 1951-1955",2015,17,0.3,15,"coal (conv pul) (seawater)"
"2571","NH","base load generation","coal","coal_base_conv pul 1956-1960",2015,24,0.3,21,"coal (conv pul) (seawater)"
"2572","NH","intermediate generation","coal","coal_int_conv pul 1956-1960",2015,24,0.3,21,"coal (conv pul) (seawater)"
"2573","NH","base load generation","coal","coal_base_conv pul 1966-1970",2015,33,0.3,29,"coal (conv pul) (seawater)"
"2574","NH","intermediate generation","coal","coal_int_conv pul 1966-1970",2015,33,0.3,29,"coal (conv pul) (seawater)"
"2575","NH","base load generation","coal","coal_base_conv pul",2015,60,0.3,50,"coal (conv pul) (seawater)"
"2576","NH","base load generation","coal","coal_base_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (seawater)"
"2577","NH","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (seawater)"
"2578","NH","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (seawater)"
"2579","NH","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (seawater)"
"2580","NH","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (seawater)"
"2581","NH","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (seawater)"
"2582","NH","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (seawater)"
"2583","NH","base load generation","coal","coal_base_conv pul 1951-1955",2015,17,0.3,15,"coal (conv pul) (once through)"
"2584","NH","base load generation","coal","coal_base_conv pul 1951-1955",2015,17,0.3,15,"coal (conv pul) (recirculating)"
"2585","NH","base load generation","coal","coal_base_conv pul 1951-1955",2015,17,0.3,15,"coal (conv pul) (cooling pond)"
"2586","NH","base load generation","coal","coal_base_conv pul 1951-1955",2015,17,0.3,15,"coal (conv pul) (dry cooling)"
"2587","NH","intermediate generation","coal","coal_int_conv pul 1951-1955",2015,17,0.3,15,"coal (conv pul) (once through)"
"2588","NH","intermediate generation","coal","coal_int_conv pul 1951-1955",2015,17,0.3,15,"coal (conv pul) (recirculating)"
"2589","NH","intermediate generation","coal","coal_int_conv pul 1951-1955",2015,17,0.3,15,"coal (conv pul) (cooling pond)"
"2590","NH","intermediate generation","coal","coal_int_conv pul 1951-1955",2015,17,0.3,15,"coal (conv pul) (dry cooling)"
"2591","NH","base load generation","coal","coal_base_conv pul 1956-1960",2015,24,0.3,21,"coal (conv pul) (once through)"
"2592","NH","base load generation","coal","coal_base_conv pul 1956-1960",2015,24,0.3,21,"coal (conv pul) (recirculating)"
"2593","NH","base load generation","coal","coal_base_conv pul 1956-1960",2015,24,0.3,21,"coal (conv pul) (cooling pond)"
"2594","NH","base load generation","coal","coal_base_conv pul 1956-1960",2015,24,0.3,21,"coal (conv pul) (dry cooling)"
"2595","NH","intermediate generation","coal","coal_int_conv pul 1956-1960",2015,24,0.3,21,"coal (conv pul) (once through)"
"2596","NH","intermediate generation","coal","coal_int_conv pul 1956-1960",2015,24,0.3,21,"coal (conv pul) (recirculating)"
"2597","NH","intermediate generation","coal","coal_int_conv pul 1956-1960",2015,24,0.3,21,"coal (conv pul) (cooling pond)"
"2598","NH","intermediate generation","coal","coal_int_conv pul 1956-1960",2015,24,0.3,21,"coal (conv pul) (dry cooling)"
"2599","NH","base load generation","coal","coal_base_conv pul 1966-1970",2015,33,0.3,29,"coal (conv pul) (once through)"
"2600","NH","base load generation","coal","coal_base_conv pul 1966-1970",2015,33,0.3,29,"coal (conv pul) (recirculating)"
"2601","NH","base load generation","coal","coal_base_conv pul 1966-1970",2015,33,0.3,29,"coal (conv pul) (cooling pond)"
"2602","NH","base load generation","coal","coal_base_conv pul 1966-1970",2015,33,0.3,29,"coal (conv pul) (dry cooling)"
"2603","NH","intermediate generation","coal","coal_int_conv pul 1966-1970",2015,33,0.3,29,"coal (conv pul) (once through)"
"2604","NH","intermediate generation","coal","coal_int_conv pul 1966-1970",2015,33,0.3,29,"coal (conv pul) (recirculating)"
"2605","NH","intermediate generation","coal","coal_int_conv pul 1966-1970",2015,33,0.3,29,"coal (conv pul) (cooling pond)"
"2606","NH","intermediate generation","coal","coal_int_conv pul 1966-1970",2015,33,0.3,29,"coal (conv pul) (dry cooling)"
"2607","NH","base load generation","coal","coal_base_conv pul",2015,60,0.3,50,"coal (conv pul) (once through)"
"2608","NH","base load generation","coal","coal_base_conv pul",2015,60,0.3,50,"coal (conv pul) (recirculating)"
"2609","NH","base load generation","coal","coal_base_conv pul",2015,60,0.3,50,"coal (conv pul) (cooling pond)"
"2610","NH","base load generation","coal","coal_base_conv pul",2015,60,0.3,50,"coal (conv pul) (dry cooling)"
"2611","NH","base load generation","coal","coal_base_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (once through)"
"2612","NH","base load generation","coal","coal_base_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (recirculating)"
"2613","NH","base load generation","coal","coal_base_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (cooling pond)"
"2614","NH","base load generation","coal","coal_base_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (dry cooling)"
"2615","NH","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (once through)"
"2616","NH","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (recirculating)"
"2617","NH","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (cooling pond)"
"2618","NH","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (dry cooling)"
"2619","NH","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (once through)"
"2620","NH","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (recirculating)"
"2621","NH","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (cooling pond)"
"2622","NH","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (dry cooling)"
"2623","NH","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (once through)"
"2624","NH","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (recirculating)"
"2625","NH","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (cooling pond)"
"2626","NH","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (dry cooling)"
"2627","NH","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (once through)"
"2628","NH","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (recirculating)"
"2629","NH","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (cooling pond)"
"2630","NH","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (dry cooling)"
"2631","NH","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (once through)"
"2632","NH","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (recirculating)"
"2633","NH","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (cooling pond)"
"2634","NH","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (dry cooling)"
"2635","NH","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (once through)"
"2636","NH","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (recirculating)"
"2637","NH","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (cooling pond)"
"2638","NH","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (dry cooling)"
"2639","NJ","base load generation","coal","coal_base_conv pul 1961-1965",2015,4,0.3,4,"coal (conv pul) (seawater)"
"2640","NJ","intermediate generation","coal","coal_int_conv pul 1961-1965",2015,4,0.3,4,"coal (conv pul) (seawater)"
"2641","NJ","base load generation","coal","coal_base_conv pul 1991-1995",2015,59,0.3,52,"coal (conv pul) (seawater)"
"2642","NJ","intermediate generation","coal","coal_int_conv pul 1991-1995",2015,59,0.3,52,"coal (conv pul) (seawater)"
"2643","NJ","base load generation","coal","coal_base_conv pul",2015,60,0.3,50,"coal (conv pul) (seawater)"
"2644","NJ","base load generation","coal","coal_base_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (seawater)"
"2645","NJ","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (seawater)"
"2646","NJ","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (seawater)"
"2647","NJ","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (seawater)"
"2648","NJ","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (seawater)"
"2649","NJ","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (seawater)"
"2650","NJ","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (seawater)"
"2651","NJ","base load generation","coal","coal_base_conv pul 1961-1965",2015,4,0.3,4,"coal (conv pul) (once through)"
"2652","NJ","base load generation","coal","coal_base_conv pul 1961-1965",2015,4,0.3,4,"coal (conv pul) (recirculating)"
"2653","NJ","base load generation","coal","coal_base_conv pul 1961-1965",2015,4,0.3,4,"coal (conv pul) (cooling pond)"
"2654","NJ","base load generation","coal","coal_base_conv pul 1961-1965",2015,4,0.3,4,"coal (conv pul) (dry cooling)"
"2655","NJ","intermediate generation","coal","coal_int_conv pul 1961-1965",2015,4,0.3,4,"coal (conv pul) (once through)"
"2656","NJ","intermediate generation","coal","coal_int_conv pul 1961-1965",2015,4,0.3,4,"coal (conv pul) (recirculating)"
"2657","NJ","intermediate generation","coal","coal_int_conv pul 1961-1965",2015,4,0.3,4,"coal (conv pul) (cooling pond)"
"2658","NJ","intermediate generation","coal","coal_int_conv pul 1961-1965",2015,4,0.3,4,"coal (conv pul) (dry cooling)"
