"","region","supplysector","subsector0","subsector","year","capacity.factor","supplysector.y","technology","plant_type","cooling_system","water_type"
"15","AZ","intermediate generation","solar","CSP_int",2005,0.37,"electricity","CSP_int (recirculating)","CSP","recirculating","fresh"
"16","AZ","intermediate generation","solar","CSP_int",2005,0.37,"electricity","CSP_int (dry_hybrid)","CSP","dry_hybrid","fresh"
"17","AZ","subpeak generation","solar","CSP_subpeak",2005,0.37,"electricity","CSP_subpeak (recirculating)","CSP","recirculating","fresh"
"18","AZ","subpeak generation","solar","CSP_subpeak",2005,0.37,"electricity","CSP_subpeak (dry_hybrid)","CSP","dry_hybrid","fresh"
"19","AZ","peak generation","solar","CSP_peak",2005,0.37,"electricity","CSP_peak (recirculating)","CSP","recirculating","fresh"
"20","AZ","peak generation","solar","CSP_peak",2005,0.37,"electricity","CSP_peak (dry_hybrid)","CSP","dry_hybrid","fresh"
"21","AZ","base load generation","solar","CSP_base_storage",2005,0.57,"electricity","CSP_base_storage","CSP","recirculating","fresh"
"22","AZ","intermediate generation","solar","CSP_int",2010,0.37,"electricity","CSP_int (recirculating)","CSP","recirculating","fresh"
"23","AZ","intermediate generation","solar","CSP_int",2010,0.37,"electricity","CSP_int (dry_hybrid)","CSP","dry_hybrid","fresh"
"24","AZ","subpeak generation","solar","CSP_subpeak",2010,0.37,"electricity","CSP_subpeak (recirculating)","CSP","recirculating","fresh"
"25","AZ","subpeak generation","solar","CSP_subpeak",2010,0.37,"electricity","CSP_subpeak (dry_hybrid)","CSP","dry_hybrid","fresh"
"26","AZ","peak generation","solar","CSP_peak",2010,0.37,"electricity","CSP_peak (recirculating)","CSP","recirculating","fresh"
"27","AZ","peak generation","solar","CSP_peak",2010,0.37,"electricity","CSP_peak (dry_hybrid)","CSP","dry_hybrid","fresh"
"28","AZ","base load generation","solar","CSP_base_storage",2010,0.57,"electricity","CSP_base_storage","CSP","recirculating","fresh"
"29","AZ","intermediate generation","solar","CSP_int",2015,0.37,"electricity","CSP_int (recirculating)","CSP","recirculating","fresh"
"30","AZ","intermediate generation","solar","CSP_int",2015,0.37,"electricity","CSP_int (dry_hybrid)","CSP","dry_hybrid","fresh"
"31","AZ","subpeak generation","solar","CSP_subpeak",2015,0.37,"electricity","CSP_subpeak (recirculating)","CSP","recirculating","fresh"
"32","AZ","subpeak generation","solar","CSP_subpeak",2015,0.37,"electricity","CSP_subpeak (dry_hybrid)","CSP","dry_hybrid","fresh"
"33","AZ","peak generation","solar","CSP_peak",2015,0.37,"electricity","CSP_peak (recirculating)","CSP","recirculating","fresh"
"34","AZ","peak generation","solar","CSP_peak",2015,0.37,"electricity","CSP_peak (dry_hybrid)","CSP","dry_hybrid","fresh"
"35","AZ","base load generation","solar","CSP_base_storage",2015,0.57,"electricity","CSP_base_storage","CSP","recirculating","fresh"
"36","AZ","intermediate generation","solar","CSP_int",2020,0.37,"electricity","CSP_int (recirculating)","CSP","recirculating","fresh"
"37","AZ","intermediate generation","solar","CSP_int",2020,0.37,"electricity","CSP_int (dry_hybrid)","CSP","dry_hybrid","fresh"
"38","AZ","subpeak generation","solar","CSP_subpeak",2020,0.37,"electricity","CSP_subpeak (recirculating)","CSP","recirculating","fresh"
"39","AZ","subpeak generation","solar","CSP_subpeak",2020,0.37,"electricity","CSP_subpeak (dry_hybrid)","CSP","dry_hybrid","fresh"
"40","AZ","peak generation","solar","CSP_peak",2020,0.37,"electricity","CSP_peak (recirculating)","CSP","recirculating","fresh"
"41","AZ","peak generation","solar","CSP_peak",2020,0.37,"electricity","CSP_peak (dry_hybrid)","CSP","dry_hybrid","fresh"
"42","AZ","base load generation","solar","CSP_base_storage",2020,0.57,"electricity","CSP_base_storage","CSP","recirculating","fresh"
"43","AZ","intermediate generation","solar","CSP_int",2025,0.37,"electricity","CSP_int (recirculating)","CSP","recirculating","fresh"
"44","AZ","intermediate generation","solar","CSP_int",2025,0.37,"electricity","CSP_int (dry_hybrid)","CSP","dry_hybrid","fresh"
"45","AZ","subpeak generation","solar","CSP_subpeak",2025,0.37,"electricity","CSP_subpeak (recirculating)","CSP","recirculating","fresh"
"46","AZ","subpeak generation","solar","CSP_subpeak",2025,0.37,"electricity","CSP_subpeak (dry_hybrid)","CSP","dry_hybrid","fresh"
"47","AZ","peak generation","solar","CSP_peak",2025,0.37,"electricity","CSP_peak (recirculating)","CSP","recirculating","fresh"
"48","AZ","peak generation","solar","CSP_peak",2025,0.37,"electricity","CSP_peak (dry_hybrid)","CSP","dry_hybrid","fresh"
"49","AZ","base load generation","solar","CSP_base_storage",2025,0.57,"electricity","CSP_base_storage","CSP","recirculating","fresh"
"50","AZ","intermediate generation","solar","CSP_int",2030,0.37,"electricity","CSP_int (recirculating)","CSP","recirculating","fresh"
"51","AZ","intermediate generation","solar","CSP_int",2030,0.37,"electricity","CSP_int (dry_hybrid)","CSP","dry_hybrid","fresh"
"52","AZ","subpeak generation","solar","CSP_subpeak",2030,0.37,"electricity","CSP_subpeak (recirculating)","CSP","recirculating","fresh"
"53","AZ","subpeak generation","solar","CSP_subpeak",2030,0.37,"electricity","CSP_subpeak (dry_hybrid)","CSP","dry_hybrid","fresh"
"54","AZ","peak generation","solar","CSP_peak",2030,0.37,"electricity","CSP_peak (recirculating)","CSP","recirculating","fresh"
"55","AZ","peak generation","solar","CSP_peak",2030,0.37,"electricity","CSP_peak (dry_hybrid)","CSP","dry_hybrid","fresh"
"56","AZ","base load generation","solar","CSP_base_storage",2030,0.57,"electricity","CSP_base_storage","CSP","recirculating","fresh"
"57","AZ","intermediate generation","solar","CSP_int",2035,0.37,"electricity","CSP_int (recirculating)","CSP","recirculating","fresh"
"58","AZ","intermediate generation","solar","CSP_int",2035,0.37,"electricity","CSP_int (dry_hybrid)","CSP","dry_hybrid","fresh"
"59","AZ","subpeak generation","solar","CSP_subpeak",2035,0.37,"electricity","CSP_subpeak (recirculating)","CSP","recirculating","fresh"
"60","AZ","subpeak generation","solar","CSP_subpeak",2035,0.37,"electricity","CSP_subpeak (dry_hybrid)","CSP","dry_hybrid","fresh"
"61","AZ","peak generation","solar","CSP_peak",2035,0.37,"electricity","CSP_peak (recirculating)","CSP","recirculating","fresh"
"62","AZ","peak generation","solar","CSP_peak",2035,0.37,"electricity","CSP_peak (dry_hybrid)","CSP","dry_hybrid","fresh"
"63","AZ","base load generation","solar","CSP_base_storage",2035,0.57,"electricity","CSP_base_storage","CSP","recirculating","fresh"
"64","AZ","intermediate generation","solar","CSP_int",2040,0.37,"electricity","CSP_int (recirculating)","CSP","recirculating","fresh"
"65","AZ","intermediate generation","solar","CSP_int",2040,0.37,"electricity","CSP_int (dry_hybrid)","CSP","dry_hybrid","fresh"
"66","AZ","subpeak generation","solar","CSP_subpeak",2040,0.37,"electricity","CSP_subpeak (recirculating)","CSP","recirculating","fresh"
"67","AZ","subpeak generation","solar","CSP_subpeak",2040,0.37,"electricity","CSP_subpeak (dry_hybrid)","CSP","dry_hybrid","fresh"
"68","AZ","peak generation","solar","CSP_peak",2040,0.37,"electricity","CSP_peak (recirculating)","CSP","recirculating","fresh"
"69","AZ","peak generation","solar","CSP_peak",2040,0.37,"electricity","CSP_peak (dry_hybrid)","CSP","dry_hybrid","fresh"
"70","AZ","base load generation","solar","CSP_base_storage",2040,0.57,"electricity","CSP_base_storage","CSP","recirculating","fresh"
"71","AZ","intermediate generation","solar","CSP_int",2045,0.37,"electricity","CSP_int (recirculating)","CSP","recirculating","fresh"
"72","AZ","intermediate generation","solar","CSP_int",2045,0.37,"electricity","CSP_int (dry_hybrid)","CSP","dry_hybrid","fresh"
"73","AZ","subpeak generation","solar","CSP_subpeak",2045,0.37,"electricity","CSP_subpeak (recirculating)","CSP","recirculating","fresh"
"74","AZ","subpeak generation","solar","CSP_subpeak",2045,0.37,"electricity","CSP_subpeak (dry_hybrid)","CSP","dry_hybrid","fresh"
"75","AZ","peak generation","solar","CSP_peak",2045,0.37,"electricity","CSP_peak (recirculating)","CSP","recirculating","fresh"
"76","AZ","peak generation","solar","CSP_peak",2045,0.37,"electricity","CSP_peak (dry_hybrid)","CSP","dry_hybrid","fresh"
"77","AZ","base load generation","solar","CSP_base_storage",2045,0.57,"electricity","CSP_base_storage","CSP","recirculating","fresh"
"78","AZ","intermediate generation","solar","CSP_int",2050,0.37,"electricity","CSP_int (recirculating)","CSP","recirculating","fresh"
"79","AZ","intermediate generation","solar","CSP_int",2050,0.37,"electricity","CSP_int (dry_hybrid)","CSP","dry_hybrid","fresh"
"80","AZ","subpeak generation","solar","CSP_subpeak",2050,0.37,"electricity","CSP_subpeak (recirculating)","CSP","recirculating","fresh"
"81","AZ","subpeak generation","solar","CSP_subpeak",2050,0.37,"electricity","CSP_subpeak (dry_hybrid)","CSP","dry_hybrid","fresh"
"82","AZ","peak generation","solar","CSP_peak",2050,0.37,"electricity","CSP_peak (recirculating)","CSP","recirculating","fresh"
"83","AZ","peak generation","solar","CSP_peak",2050,0.37,"electricity","CSP_peak (dry_hybrid)","CSP","dry_hybrid","fresh"
"84","AZ","base load generation","solar","CSP_base_storage",2050,0.57,"electricity","CSP_base_storage","CSP","recirculating","fresh"
"85","AZ","intermediate generation","solar","CSP_int",2055,0.37,"electricity","CSP_int (recirculating)","CSP","recirculating","fresh"
"86","AZ","intermediate generation","solar","CSP_int",2055,0.37,"electricity","CSP_int (dry_hybrid)","CSP","dry_hybrid","fresh"
"87","AZ","subpeak generation","solar","CSP_subpeak",2055,0.37,"electricity","CSP_subpeak (recirculating)","CSP","recirculating","fresh"
"88","AZ","subpeak generation","solar","CSP_subpeak",2055,0.37,"electricity","CSP_subpeak (dry_hybrid)","CSP","dry_hybrid","fresh"
"89","AZ","peak generation","solar","CSP_peak",2055,0.37,"electricity","CSP_peak (recirculating)","CSP","recirculating","fresh"
"90","AZ","peak generation","solar","CSP_peak",2055,0.37,"electricity","CSP_peak (dry_hybrid)","CSP","dry_hybrid","fresh"
"91","AZ","base load generation","solar","CSP_base_storage",2055,0.57,"electricity","CSP_base_storage","CSP","recirculating","fresh"
"92","AZ","intermediate generation","solar","CSP_int",2060,0.37,"electricity","CSP_int (recirculating)","CSP","recirculating","fresh"
"93","AZ","intermediate generation","solar","CSP_int",2060,0.37,"electricity","CSP_int (dry_hybrid)","CSP","dry_hybrid","fresh"
"94","AZ","subpeak generation","solar","CSP_subpeak",2060,0.37,"electricity","CSP_subpeak (recirculating)","CSP","recirculating","fresh"
"95","AZ","subpeak generation","solar","CSP_subpeak",2060,0.37,"electricity","CSP_subpeak (dry_hybrid)","CSP","dry_hybrid","fresh"
"96","AZ","peak generation","solar","CSP_peak",2060,0.37,"electricity","CSP_peak (recirculating)","CSP","recirculating","fresh"
"97","AZ","peak generation","solar","CSP_peak",2060,0.37,"electricity","CSP_peak (dry_hybrid)","CSP","dry_hybrid","fresh"
"98","AZ","base load generation","solar","CSP_base_storage",2060,0.57,"electricity","CSP_base_storage","CSP","recirculating","fresh"
"99","AZ","intermediate generation","solar","CSP_int",2065,0.37,"electricity","CSP_int (recirculating)","CSP","recirculating","fresh"
"100","AZ","intermediate generation","solar","CSP_int",2065,0.37,"electricity","CSP_int (dry_hybrid)","CSP","dry_hybrid","fresh"
"101","AZ","subpeak generation","solar","CSP_subpeak",2065,0.37,"electricity","CSP_subpeak (recirculating)","CSP","recirculating","fresh"
"102","AZ","subpeak generation","solar","CSP_subpeak",2065,0.37,"electricity","CSP_subpeak (dry_hybrid)","CSP","dry_hybrid","fresh"
"103","AZ","peak generation","solar","CSP_peak",2065,0.37,"electricity","CSP_peak (recirculating)","CSP","recirculating","fresh"
"104","AZ","peak generation","solar","CSP_peak",2065,0.37,"electricity","CSP_peak (dry_hybrid)","CSP","dry_hybrid","fresh"
"105","AZ","base load generation","solar","CSP_base_storage",2065,0.57,"electricity","CSP_base_storage","CSP","recirculating","fresh"
"106","AZ","intermediate generation","solar","CSP_int",2070,0.37,"electricity","CSP_int (recirculating)","CSP","recirculating","fresh"
"107","AZ","intermediate generation","solar","CSP_int",2070,0.37,"electricity","CSP_int (dry_hybrid)","CSP","dry_hybrid","fresh"
"108","AZ","subpeak generation","solar","CSP_subpeak",2070,0.37,"electricity","CSP_subpeak (recirculating)","CSP","recirculating","fresh"
"109","AZ","subpeak generation","solar","CSP_subpeak",2070,0.37,"electricity","CSP_subpeak (dry_hybrid)","CSP","dry_hybrid","fresh"
"110","AZ","peak generation","solar","CSP_peak",2070,0.37,"electricity","CSP_peak (recirculating)","CSP","recirculating","fresh"
"111","AZ","peak generation","solar","CSP_peak",2070,0.37,"electricity","CSP_peak (dry_hybrid)","CSP","dry_hybrid","fresh"
"112","AZ","base load generation","solar","CSP_base_storage",2070,0.57,"electricity","CSP_base_storage","CSP","recirculating","fresh"
"113","AZ","intermediate generation","solar","CSP_int",2075,0.37,"electricity","CSP_int (recirculating)","CSP","recirculating","fresh"
"114","AZ","intermediate generation","solar","CSP_int",2075,0.37,"electricity","CSP_int (dry_hybrid)","CSP","dry_hybrid","fresh"
"115","AZ","subpeak generation","solar","CSP_subpeak",2075,0.37,"electricity","CSP_subpeak (recirculating)","CSP","recirculating","fresh"
"116","AZ","subpeak generation","solar","CSP_subpeak",2075,0.37,"electricity","CSP_subpeak (dry_hybrid)","CSP","dry_hybrid","fresh"
"117","AZ","peak generation","solar","CSP_peak",2075,0.37,"electricity","CSP_peak (recirculating)","CSP","recirculating","fresh"
"118","AZ","peak generation","solar","CSP_peak",2075,0.37,"electricity","CSP_peak (dry_hybrid)","CSP","dry_hybrid","fresh"
"119","AZ","base load generation","solar","CSP_base_storage",2075,0.57,"electricity","CSP_base_storage","CSP","recirculating","fresh"
"120","AZ","intermediate generation","solar","CSP_int",2080,0.37,"electricity","CSP_int (recirculating)","CSP","recirculating","fresh"
"121","AZ","intermediate generation","solar","CSP_int",2080,0.37,"electricity","CSP_int (dry_hybrid)","CSP","dry_hybrid","fresh"
"122","AZ","subpeak generation","solar","CSP_subpeak",2080,0.37,"electricity","CSP_subpeak (recirculating)","CSP","recirculating","fresh"
"123","AZ","subpeak generation","solar","CSP_subpeak",2080,0.37,"electricity","CSP_subpeak (dry_hybrid)","CSP","dry_hybrid","fresh"
"124","AZ","peak generation","solar","CSP_peak",2080,0.37,"electricity","CSP_peak (recirculating)","CSP","recirculating","fresh"
"125","AZ","peak generation","solar","CSP_peak",2080,0.37,"electricity","CSP_peak (dry_hybrid)","CSP","dry_hybrid","fresh"
"126","AZ","base load generation","solar","CSP_base_storage",2080,0.57,"electricity","CSP_base_storage","CSP","recirculating","fresh"
"127","AZ","intermediate generation","solar","CSP_int",2085,0.37,"electricity","CSP_int (recirculating)","CSP","recirculating","fresh"
"128","AZ","intermediate generation","solar","CSP_int",2085,0.37,"electricity","CSP_int (dry_hybrid)","CSP","dry_hybrid","fresh"
"129","AZ","subpeak generation","solar","CSP_subpeak",2085,0.37,"electricity","CSP_subpeak (recirculating)","CSP","recirculating","fresh"
"130","AZ","subpeak generation","solar","CSP_subpeak",2085,0.37,"electricity","CSP_subpeak (dry_hybrid)","CSP","dry_hybrid","fresh"
"131","AZ","peak generation","solar","CSP_peak",2085,0.37,"electricity","CSP_peak (recirculating)","CSP","recirculating","fresh"
"132","AZ","peak generation","solar","CSP_peak",2085,0.37,"electricity","CSP_peak (dry_hybrid)","CSP","dry_hybrid","fresh"
"133","AZ","base load generation","solar","CSP_base_storage",2085,0.57,"electricity","CSP_base_storage","CSP","recirculating","fresh"
"134","AZ","intermediate generation","solar","CSP_int",2090,0.37,"electricity","CSP_int (recirculating)","CSP","recirculating","fresh"
"135","AZ","intermediate generation","solar","CSP_int",2090,0.37,"electricity","CSP_int (dry_hybrid)","CSP","dry_hybrid","fresh"
"136","AZ","subpeak generation","solar","CSP_subpeak",2090,0.37,"electricity","CSP_subpeak (recirculating)","CSP","recirculating","fresh"
"137","AZ","subpeak generation","solar","CSP_subpeak",2090,0.37,"electricity","CSP_subpeak (dry_hybrid)","CSP","dry_hybrid","fresh"
"138","AZ","peak generation","solar","CSP_peak",2090,0.37,"electricity","CSP_peak (recirculating)","CSP","recirculating","fresh"
"139","AZ","peak generation","solar","CSP_peak",2090,0.37,"electricity","CSP_peak (dry_hybrid)","CSP","dry_hybrid","fresh"
"140","AZ","base load generation","solar","CSP_base_storage",2090,0.57,"electricity","CSP_base_storage","CSP","recirculating","fresh"
"141","AZ","intermediate generation","solar","CSP_int",2095,0.37,"electricity","CSP_int (recirculating)","CSP","recirculating","fresh"
"142","AZ","intermediate generation","solar","CSP_int",2095,0.37,"electricity","CSP_int (dry_hybrid)","CSP","dry_hybrid","fresh"
"143","AZ","subpeak generation","solar","CSP_subpeak",2095,0.37,"electricity","CSP_subpeak (recirculating)","CSP","recirculating","fresh"
"144","AZ","subpeak generation","solar","CSP_subpeak",2095,0.37,"electricity","CSP_subpeak (dry_hybrid)","CSP","dry_hybrid","fresh"
"145","AZ","peak generation","solar","CSP_peak",2095,0.37,"electricity","CSP_peak (recirculating)","CSP","recirculating","fresh"
"146","AZ","peak generation","solar","CSP_peak",2095,0.37,"electricity","CSP_peak (dry_hybrid)","CSP","dry_hybrid","fresh"
"147","AZ","base load generation","solar","CSP_base_storage",2095,0.57,"electricity","CSP_base_storage","CSP","recirculating","fresh"
"148","AZ","intermediate generation","solar","CSP_int",2100,0.37,"electricity","CSP_int (recirculating)","CSP","recirculating","fresh"
"149","AZ","intermediate generation","solar","CSP_int",2100,0.37,"electricity","CSP_int (dry_hybrid)","CSP","dry_hybrid","fresh"
"150","AZ","subpeak generation","solar","CSP_subpeak",2100,0.37,"electricity","CSP_subpeak (recirculating)","CSP","recirculating","fresh"
"151","AZ","subpeak generation","solar","CSP_subpeak",2100,0.37,"electricity","CSP_subpeak (dry_hybrid)","CSP","dry_hybrid","fresh"
"152","AZ","peak generation","solar","CSP_peak",2100,0.37,"electricity","CSP_peak (recirculating)","CSP","recirculating","fresh"
"153","AZ","peak generation","solar","CSP_peak",2100,0.37,"electricity","CSP_peak (dry_hybrid)","CSP","dry_hybrid","fresh"
"154","AZ","base load generation","solar","CSP_base_storage",2100,0.57,"electricity","CSP_base_storage","CSP","recirculating","fresh"
"155","CA","intermediate generation","solar","CSP_int",1975,0.38,"electricity","CSP_int (recirculating)","CSP","recirculating","fresh"
"156","CA","intermediate generation","solar","CSP_int",1975,0.38,"electricity","CSP_int (dry_hybrid)","CSP","dry_hybrid","fresh"
"157","CA","subpeak generation","solar","CSP_subpeak",1975,0.38,"electricity","CSP_subpeak (recirculating)","CSP","recirculating","fresh"
"158","CA","subpeak generation","solar","CSP_subpeak",1975,0.38,"electricity","CSP_subpeak (dry_hybrid)","CSP","dry_hybrid","fresh"
"159","CA","peak generation","solar","CSP_peak",1975,0.38,"electricity","CSP_peak (recirculating)","CSP","recirculating","fresh"
"160","CA","peak generation","solar","CSP_peak",1975,0.38,"electricity","CSP_peak (dry_hybrid)","CSP","dry_hybrid","fresh"
"161","CA","base load generation","solar","CSP_base_storage",1975,0.58,"electricity","CSP_base_storage","CSP","recirculating","fresh"
"162","CA","intermediate generation","solar","CSP_int",1990,0.38,"electricity","CSP_int (recirculating)","CSP","recirculating","fresh"
"163","CA","intermediate generation","solar","CSP_int",1990,0.38,"electricity","CSP_int (dry_hybrid)","CSP","dry_hybrid","fresh"
"164","CA","subpeak generation","solar","CSP_subpeak",1990,0.38,"electricity","CSP_subpeak (recirculating)","CSP","recirculating","fresh"
"165","CA","subpeak generation","solar","CSP_subpeak",1990,0.38,"electricity","CSP_subpeak (dry_hybrid)","CSP","dry_hybrid","fresh"
"166","CA","peak generation","solar","CSP_peak",1990,0.38,"electricity","CSP_peak (recirculating)","CSP","recirculating","fresh"
"167","CA","peak generation","solar","CSP_peak",1990,0.38,"electricity","CSP_peak (dry_hybrid)","CSP","dry_hybrid","fresh"
"168","CA","base load generation","solar","CSP_base_storage",1990,0.58,"electricity","CSP_base_storage","CSP","recirculating","fresh"
"169","CA","intermediate generation","solar","CSP_int",2005,0.38,"electricity","CSP_int (recirculating)","CSP","recirculating","fresh"
"170","CA","intermediate generation","solar","CSP_int",2005,0.38,"electricity","CSP_int (dry_hybrid)","CSP","dry_hybrid","fresh"
"171","CA","subpeak generation","solar","CSP_subpeak",2005,0.38,"electricity","CSP_subpeak (recirculating)","CSP","recirculating","fresh"
"172","CA","subpeak generation","solar","CSP_subpeak",2005,0.38,"electricity","CSP_subpeak (dry_hybrid)","CSP","dry_hybrid","fresh"
"173","CA","peak generation","solar","CSP_peak",2005,0.38,"electricity","CSP_peak (recirculating)","CSP","recirculating","fresh"
"174","CA","peak generation","solar","CSP_peak",2005,0.38,"electricity","CSP_peak (dry_hybrid)","CSP","dry_hybrid","fresh"
"175","CA","base load generation","solar","CSP_base_storage",2005,0.58,"electricity","CSP_base_storage","CSP","recirculating","fresh"
"176","CA","intermediate generation","solar","CSP_int",2010,0.38,"electricity","CSP_int (recirculating)","CSP","recirculating","fresh"
"177","CA","intermediate generation","solar","CSP_int",2010,0.38,"electricity","CSP_int (dry_hybrid)","CSP","dry_hybrid","fresh"
"178","CA","subpeak generation","solar","CSP_subpeak",2010,0.38,"electricity","CSP_subpeak (recirculating)","CSP","recirculating","fresh"
"179","CA","subpeak generation","solar","CSP_subpeak",2010,0.38,"electricity","CSP_subpeak (dry_hybrid)","CSP","dry_hybrid","fresh"
"180","CA","peak generation","solar","CSP_peak",2010,0.38,"electricity","CSP_peak (recirculating)","CSP","recirculating","fresh"
"181","CA","peak generation","solar","CSP_peak",2010,0.38,"electricity","CSP_peak (dry_hybrid)","CSP","dry_hybrid","fresh"
"182","CA","base load generation","solar","CSP_base_storage",2010,0.58,"electricity","CSP_base_storage","CSP","recirculating","fresh"
"183","CA","intermediate generation","solar","CSP_int",2015,0.38,"electricity","CSP_int (recirculating)","CSP","recirculating","fresh"
"184","CA","intermediate generation","solar","CSP_int",2015,0.38,"electricity","CSP_int (dry_hybrid)","CSP","dry_hybrid","fresh"
"185","CA","subpeak generation","solar","CSP_subpeak",2015,0.38,"electricity","CSP_subpeak (recirculating)","CSP","recirculating","fresh"
"186","CA","subpeak generation","solar","CSP_subpeak",2015,0.38,"electricity","CSP_subpeak (dry_hybrid)","CSP","dry_hybrid","fresh"
"187","CA","peak generation","solar","CSP_peak",2015,0.38,"electricity","CSP_peak (recirculating)","CSP","recirculating","fresh"
"188","CA","peak generation","solar","CSP_peak",2015,0.38,"electricity","CSP_peak (dry_hybrid)","CSP","dry_hybrid","fresh"
"189","CA","base load generation","solar","CSP_base_storage",2015,0.58,"electricity","CSP_base_storage","CSP","recirculating","fresh"
"190","CA","intermediate generation","solar","CSP_int",2020,0.38,"electricity","CSP_int (recirculating)","CSP","recirculating","fresh"
"191","CA","intermediate generation","solar","CSP_int",2020,0.38,"electricity","CSP_int (dry_hybrid)","CSP","dry_hybrid","fresh"
"192","CA","subpeak generation","solar","CSP_subpeak",2020,0.38,"electricity","CSP_subpeak (recirculating)","CSP","recirculating","fresh"
"193","CA","subpeak generation","solar","CSP_subpeak",2020,0.38,"electricity","CSP_subpeak (dry_hybrid)","CSP","dry_hybrid","fresh"
"194","CA","peak generation","solar","CSP_peak",2020,0.38,"electricity","CSP_peak (recirculating)","CSP","recirculating","fresh"
"195","CA","peak generation","solar","CSP_peak",2020,0.38,"electricity","CSP_peak (dry_hybrid)","CSP","dry_hybrid","fresh"
"196","CA","base load generation","solar","CSP_base_storage",2020,0.58,"electricity","CSP_base_storage","CSP","recirculating","fresh"
"197","CA","intermediate generation","solar","CSP_int",2025,0.38,"electricity","CSP_int (recirculating)","CSP","recirculating","fresh"
"198","CA","intermediate generation","solar","CSP_int",2025,0.38,"electricity","CSP_int (dry_hybrid)","CSP","dry_hybrid","fresh"
"199","CA","subpeak generation","solar","CSP_subpeak",2025,0.38,"electricity","CSP_subpeak (recirculating)","CSP","recirculating","fresh"
"200","CA","subpeak generation","solar","CSP_subpeak",2025,0.38,"electricity","CSP_subpeak (dry_hybrid)","CSP","dry_hybrid","fresh"
"201","CA","peak generation","solar","CSP_peak",2025,0.38,"electricity","CSP_peak (recirculating)","CSP","recirculating","fresh"
"202","CA","peak generation","solar","CSP_peak",2025,0.38,"electricity","CSP_peak (dry_hybrid)","CSP","dry_hybrid","fresh"
"203","CA","base load generation","solar","CSP_base_storage",2025,0.58,"electricity","CSP_base_storage","CSP","recirculating","fresh"
"204","CA","intermediate generation","solar","CSP_int",2030,0.38,"electricity","CSP_int (recirculating)","CSP","recirculating","fresh"
"205","CA","intermediate generation","solar","CSP_int",2030,0.38,"electricity","CSP_int (dry_hybrid)","CSP","dry_hybrid","fresh"
"206","CA","subpeak generation","solar","CSP_subpeak",2030,0.38,"electricity","CSP_subpeak (recirculating)","CSP","recirculating","fresh"
"207","CA","subpeak generation","solar","CSP_subpeak",2030,0.38,"electricity","CSP_subpeak (dry_hybrid)","CSP","dry_hybrid","fresh"
"208","CA","peak generation","solar","CSP_peak",2030,0.38,"electricity","CSP_peak (recirculating)","CSP","recirculating","fresh"
"209","CA","peak generation","solar","CSP_peak",2030,0.38,"electricity","CSP_peak (dry_hybrid)","CSP","dry_hybrid","fresh"
"210","CA","base load generation","solar","CSP_base_storage",2030,0.58,"electricity","CSP_base_storage","CSP","recirculating","fresh"
"211","CA","intermediate generation","solar","CSP_int",2035,0.38,"electricity","CSP_int (recirculating)","CSP","recirculating","fresh"
"212","CA","intermediate generation","solar","CSP_int",2035,0.38,"electricity","CSP_int (dry_hybrid)","CSP","dry_hybrid","fresh"
"213","CA","subpeak generation","solar","CSP_subpeak",2035,0.38,"electricity","CSP_subpeak (recirculating)","CSP","recirculating","fresh"
"214","CA","subpeak generation","solar","CSP_subpeak",2035,0.38,"electricity","CSP_subpeak (dry_hybrid)","CSP","dry_hybrid","fresh"
