"","region","supplysector","subsector0","subsector","year","capacity.factor","supplysector.y","technology","plant_type","cooling_system","water_type"
"56","AK","base load generation","solar","PV_base_storage",2060,0.11,"electricity","PV_base_storage","no cooling","none","fresh"
"57","AK","intermediate generation","solar","PV_int",2065,0.11,"electricity","PV_int","no cooling","none","fresh"
"58","AK","subpeak generation","solar","PV_subpeak",2065,0.11,"electricity","PV_subpeak","no cooling","none","fresh"
"59","AK","peak generation","solar","PV_peak",2065,0.11,"electricity","PV_peak","no cooling","none","fresh"
"60","AK","base load generation","solar","PV_base_storage",2065,0.11,"electricity","PV_base_storage","no cooling","none","fresh"
"61","AK","intermediate generation","solar","PV_int",2070,0.11,"electricity","PV_int","no cooling","none","fresh"
"62","AK","subpeak generation","solar","PV_subpeak",2070,0.11,"electricity","PV_subpeak","no cooling","none","fresh"
"63","AK","peak generation","solar","PV_peak",2070,0.11,"electricity","PV_peak","no cooling","none","fresh"
"64","AK","base load generation","solar","PV_base_storage",2070,0.11,"electricity","PV_base_storage","no cooling","none","fresh"
"65","AK","intermediate generation","solar","PV_int",2075,0.11,"electricity","PV_int","no cooling","none","fresh"
"66","AK","subpeak generation","solar","PV_subpeak",2075,0.11,"electricity","PV_subpeak","no cooling","none","fresh"
"67","AK","peak generation","solar","PV_peak",2075,0.11,"electricity","PV_peak","no cooling","none","fresh"
"68","AK","base load generation","solar","PV_base_storage",2075,0.11,"electricity","PV_base_storage","no cooling","none","fresh"
"69","AK","intermediate generation","solar","PV_int",2080,0.11,"electricity","PV_int","no cooling","none","fresh"
"70","AK","subpeak generation","solar","PV_subpeak",2080,0.11,"electricity","PV_subpeak","no cooling","none","fresh"
"71","AK","peak generation","solar","PV_peak",2080,0.11,"electricity","PV_peak","no cooling","none","fresh"
"72","AK","base load generation","solar","PV_base_storage",2080,0.11,"electricity","PV_base_storage","no cooling","none","fresh"
"73","AK","intermediate generation","solar","PV_int",2085,0.11,"electricity","PV_int","no cooling","none","fresh"
"74","AK","subpeak generation","solar","PV_subpeak",2085,0.11,"electricity","PV_subpeak","no cooling","none","fresh"
"75","AK","peak generation","solar","PV_peak",2085,0.11,"electricity","PV_peak","no cooling","none","fresh"
"76","AK","base load generation","solar","PV_base_storage",2085,0.11,"electricity","PV_base_storage","no cooling","none","fresh"
"77","AK","intermediate generation","solar","PV_int",2090,0.11,"electricity","PV_int","no cooling","none","fresh"
"78","AK","subpeak generation","solar","PV_subpeak",2090,0.11,"electricity","PV_subpeak","no cooling","none","fresh"
"79","AK","peak generation","solar","PV_peak",2090,0.11,"electricity","PV_peak","no cooling","none","fresh"
"80","AK","base load generation","solar","PV_base_storage",2090,0.11,"electricity","PV_base_storage","no cooling","none","fresh"
"81","AK","intermediate generation","solar","PV_int",2095,0.11,"electricity","PV_int","no cooling","none","fresh"
"82","AK","subpeak generation","solar","PV_subpeak",2095,0.11,"electricity","PV_subpeak","no cooling","none","fresh"
"83","AK","peak generation","solar","PV_peak",2095,0.11,"electricity","PV_peak","no cooling","none","fresh"
"84","AK","base load generation","solar","PV_base_storage",2095,0.11,"electricity","PV_base_storage","no cooling","none","fresh"
"85","AK","intermediate generation","solar","PV_int",2100,0.11,"electricity","PV_int","no cooling","none","fresh"
"86","AK","subpeak generation","solar","PV_subpeak",2100,0.11,"electricity","PV_subpeak","no cooling","none","fresh"
"87","AK","peak generation","solar","PV_peak",2100,0.11,"electricity","PV_peak","no cooling","none","fresh"
"88","AK","base load generation","solar","PV_base_storage",2100,0.11,"electricity","PV_base_storage","no cooling","none","fresh"
"89","AL","intermediate generation","solar","PV_int",1975,0.22,"electricity","PV_int","no cooling","none","fresh"
"90","AL","subpeak generation","solar","PV_subpeak",1975,0.22,"electricity","PV_subpeak","no cooling","none","fresh"
"91","AL","peak generation","solar","PV_peak",1975,0.22,"electricity","PV_peak","no cooling","none","fresh"
"92","AL","base load generation","solar","PV_base_storage",1975,0.22,"electricity","PV_base_storage","no cooling","none","fresh"
"93","AL","intermediate generation","solar","PV_int",1990,0.22,"electricity","PV_int","no cooling","none","fresh"
"94","AL","subpeak generation","solar","PV_subpeak",1990,0.22,"electricity","PV_subpeak","no cooling","none","fresh"
"95","AL","peak generation","solar","PV_peak",1990,0.22,"electricity","PV_peak","no cooling","none","fresh"
"96","AL","base load generation","solar","PV_base_storage",1990,0.22,"electricity","PV_base_storage","no cooling","none","fresh"
"97","AL","intermediate generation","solar","PV_int",2005,0.22,"electricity","PV_int","no cooling","none","fresh"
"98","AL","subpeak generation","solar","PV_subpeak",2005,0.22,"electricity","PV_subpeak","no cooling","none","fresh"
"99","AL","peak generation","solar","PV_peak",2005,0.22,"electricity","PV_peak","no cooling","none","fresh"
"100","AL","base load generation","solar","PV_base_storage",2005,0.22,"electricity","PV_base_storage","no cooling","none","fresh"
"101","AL","intermediate generation","solar","PV_int",2010,0.22,"electricity","PV_int","no cooling","none","fresh"
"102","AL","subpeak generation","solar","PV_subpeak",2010,0.22,"electricity","PV_subpeak","no cooling","none","fresh"
"103","AL","peak generation","solar","PV_peak",2010,0.22,"electricity","PV_peak","no cooling","none","fresh"
"104","AL","base load generation","solar","PV_base_storage",2010,0.22,"electricity","PV_base_storage","no cooling","none","fresh"
"105","AL","intermediate generation","solar","PV_int",2015,0.22,"electricity","PV_int","no cooling","none","fresh"
"106","AL","subpeak generation","solar","PV_subpeak",2015,0.22,"electricity","PV_subpeak","no cooling","none","fresh"
"107","AL","peak generation","solar","PV_peak",2015,0.22,"electricity","PV_peak","no cooling","none","fresh"
"108","AL","base load generation","solar","PV_base_storage",2015,0.22,"electricity","PV_base_storage","no cooling","none","fresh"
"109","AL","intermediate generation","solar","PV_int",2020,0.22,"electricity","PV_int","no cooling","none","fresh"
"110","AL","subpeak generation","solar","PV_subpeak",2020,0.22,"electricity","PV_subpeak","no cooling","none","fresh"
"111","AL","peak generation","solar","PV_peak",2020,0.22,"electricity","PV_peak","no cooling","none","fresh"
"112","AL","base load generation","solar","PV_base_storage",2020,0.22,"electricity","PV_base_storage","no cooling","none","fresh"
"113","AL","intermediate generation","solar","PV_int",2025,0.22,"electricity","PV_int","no cooling","none","fresh"
"114","AL","subpeak generation","solar","PV_subpeak",2025,0.22,"electricity","PV_subpeak","no cooling","none","fresh"
"115","AL","peak generation","solar","PV_peak",2025,0.22,"electricity","PV_peak","no cooling","none","fresh"
"116","AL","base load generation","solar","PV_base_storage",2025,0.22,"electricity","PV_base_storage","no cooling","none","fresh"
"117","AL","intermediate generation","solar","PV_int",2030,0.22,"electricity","PV_int","no cooling","none","fresh"
"118","AL","subpeak generation","solar","PV_subpeak",2030,0.22,"electricity","PV_subpeak","no cooling","none","fresh"
"119","AL","peak generation","solar","PV_peak",2030,0.22,"electricity","PV_peak","no cooling","none","fresh"
"120","AL","base load generation","solar","PV_base_storage",2030,0.22,"electricity","PV_base_storage","no cooling","none","fresh"
"121","AL","intermediate generation","solar","PV_int",2035,0.22,"electricity","PV_int","no cooling","none","fresh"
"122","AL","subpeak generation","solar","PV_subpeak",2035,0.22,"electricity","PV_subpeak","no cooling","none","fresh"
"123","AL","peak generation","solar","PV_peak",2035,0.22,"electricity","PV_peak","no cooling","none","fresh"
"124","AL","base load generation","solar","PV_base_storage",2035,0.22,"electricity","PV_base_storage","no cooling","none","fresh"
"125","AL","intermediate generation","solar","PV_int",2040,0.22,"electricity","PV_int","no cooling","none","fresh"
"126","AL","subpeak generation","solar","PV_subpeak",2040,0.22,"electricity","PV_subpeak","no cooling","none","fresh"
"127","AL","peak generation","solar","PV_peak",2040,0.22,"electricity","PV_peak","no cooling","none","fresh"
"128","AL","base load generation","solar","PV_base_storage",2040,0.22,"electricity","PV_base_storage","no cooling","none","fresh"
"129","AL","intermediate generation","solar","PV_int",2045,0.22,"electricity","PV_int","no cooling","none","fresh"
"130","AL","subpeak generation","solar","PV_subpeak",2045,0.22,"electricity","PV_subpeak","no cooling","none","fresh"
"131","AL","peak generation","solar","PV_peak",2045,0.22,"electricity","PV_peak","no cooling","none","fresh"
"132","AL","base load generation","solar","PV_base_storage",2045,0.22,"electricity","PV_base_storage","no cooling","none","fresh"
"133","AL","intermediate generation","solar","PV_int",2050,0.22,"electricity","PV_int","no cooling","none","fresh"
"134","AL","subpeak generation","solar","PV_subpeak",2050,0.22,"electricity","PV_subpeak","no cooling","none","fresh"
"135","AL","peak generation","solar","PV_peak",2050,0.22,"electricity","PV_peak","no cooling","none","fresh"
"136","AL","base load generation","solar","PV_base_storage",2050,0.22,"electricity","PV_base_storage","no cooling","none","fresh"
"137","AL","intermediate generation","solar","PV_int",2055,0.22,"electricity","PV_int","no cooling","none","fresh"
"138","AL","subpeak generation","solar","PV_subpeak",2055,0.22,"electricity","PV_subpeak","no cooling","none","fresh"
"139","AL","peak generation","solar","PV_peak",2055,0.22,"electricity","PV_peak","no cooling","none","fresh"
"140","AL","base load generation","solar","PV_base_storage",2055,0.22,"electricity","PV_base_storage","no cooling","none","fresh"
"141","AL","intermediate generation","solar","PV_int",2060,0.22,"electricity","PV_int","no cooling","none","fresh"
"142","AL","subpeak generation","solar","PV_subpeak",2060,0.22,"electricity","PV_subpeak","no cooling","none","fresh"
"143","AL","peak generation","solar","PV_peak",2060,0.22,"electricity","PV_peak","no cooling","none","fresh"
"144","AL","base load generation","solar","PV_base_storage",2060,0.22,"electricity","PV_base_storage","no cooling","none","fresh"
"145","AL","intermediate generation","solar","PV_int",2065,0.22,"electricity","PV_int","no cooling","none","fresh"
"146","AL","subpeak generation","solar","PV_subpeak",2065,0.22,"electricity","PV_subpeak","no cooling","none","fresh"
"147","AL","peak generation","solar","PV_peak",2065,0.22,"electricity","PV_peak","no cooling","none","fresh"
"148","AL","base load generation","solar","PV_base_storage",2065,0.22,"electricity","PV_base_storage","no cooling","none","fresh"
"149","AL","intermediate generation","solar","PV_int",2070,0.22,"electricity","PV_int","no cooling","none","fresh"
"150","AL","subpeak generation","solar","PV_subpeak",2070,0.22,"electricity","PV_subpeak","no cooling","none","fresh"
"151","AL","peak generation","solar","PV_peak",2070,0.22,"electricity","PV_peak","no cooling","none","fresh"
"152","AL","base load generation","solar","PV_base_storage",2070,0.22,"electricity","PV_base_storage","no cooling","none","fresh"
"153","AL","intermediate generation","solar","PV_int",2075,0.22,"electricity","PV_int","no cooling","none","fresh"
"154","AL","subpeak generation","solar","PV_subpeak",2075,0.22,"electricity","PV_subpeak","no cooling","none","fresh"
"155","AL","peak generation","solar","PV_peak",2075,0.22,"electricity","PV_peak","no cooling","none","fresh"
"156","AL","base load generation","solar","PV_base_storage",2075,0.22,"electricity","PV_base_storage","no cooling","none","fresh"
"157","AL","intermediate generation","solar","PV_int",2080,0.22,"electricity","PV_int","no cooling","none","fresh"
"158","AL","subpeak generation","solar","PV_subpeak",2080,0.22,"electricity","PV_subpeak","no cooling","none","fresh"
"159","AL","peak generation","solar","PV_peak",2080,0.22,"electricity","PV_peak","no cooling","none","fresh"
"160","AL","base load generation","solar","PV_base_storage",2080,0.22,"electricity","PV_base_storage","no cooling","none","fresh"
"161","AL","intermediate generation","solar","PV_int",2085,0.22,"electricity","PV_int","no cooling","none","fresh"
"162","AL","subpeak generation","solar","PV_subpeak",2085,0.22,"electricity","PV_subpeak","no cooling","none","fresh"
"163","AL","peak generation","solar","PV_peak",2085,0.22,"electricity","PV_peak","no cooling","none","fresh"
"164","AL","base load generation","solar","PV_base_storage",2085,0.22,"electricity","PV_base_storage","no cooling","none","fresh"
"165","AL","intermediate generation","solar","PV_int",2090,0.22,"electricity","PV_int","no cooling","none","fresh"
"166","AL","subpeak generation","solar","PV_subpeak",2090,0.22,"electricity","PV_subpeak","no cooling","none","fresh"
"167","AL","peak generation","solar","PV_peak",2090,0.22,"electricity","PV_peak","no cooling","none","fresh"
"168","AL","base load generation","solar","PV_base_storage",2090,0.22,"electricity","PV_base_storage","no cooling","none","fresh"
"169","AL","intermediate generation","solar","PV_int",2095,0.22,"electricity","PV_int","no cooling","none","fresh"
"170","AL","subpeak generation","solar","PV_subpeak",2095,0.22,"electricity","PV_subpeak","no cooling","none","fresh"
"171","AL","peak generation","solar","PV_peak",2095,0.22,"electricity","PV_peak","no cooling","none","fresh"
"172","AL","base load generation","solar","PV_base_storage",2095,0.22,"electricity","PV_base_storage","no cooling","none","fresh"
"173","AL","intermediate generation","solar","PV_int",2100,0.22,"electricity","PV_int","no cooling","none","fresh"
"174","AL","subpeak generation","solar","PV_subpeak",2100,0.22,"electricity","PV_subpeak","no cooling","none","fresh"
"175","AL","peak generation","solar","PV_peak",2100,0.22,"electricity","PV_peak","no cooling","none","fresh"
"176","AL","base load generation","solar","PV_base_storage",2100,0.22,"electricity","PV_base_storage","no cooling","none","fresh"
"177","AR","intermediate generation","solar","PV_int",1975,0.2,"electricity","PV_int","no cooling","none","fresh"
"178","AR","subpeak generation","solar","PV_subpeak",1975,0.2,"electricity","PV_subpeak","no cooling","none","fresh"
"179","AR","peak generation","solar","PV_peak",1975,0.2,"electricity","PV_peak","no cooling","none","fresh"
"180","AR","base load generation","solar","PV_base_storage",1975,0.2,"electricity","PV_base_storage","no cooling","none","fresh"
"181","AR","intermediate generation","solar","PV_int",1990,0.2,"electricity","PV_int","no cooling","none","fresh"
"182","AR","subpeak generation","solar","PV_subpeak",1990,0.2,"electricity","PV_subpeak","no cooling","none","fresh"
"183","AR","peak generation","solar","PV_peak",1990,0.2,"electricity","PV_peak","no cooling","none","fresh"
"184","AR","base load generation","solar","PV_base_storage",1990,0.2,"electricity","PV_base_storage","no cooling","none","fresh"
"185","AR","intermediate generation","solar","PV_int",2005,0.2,"electricity","PV_int","no cooling","none","fresh"
"186","AR","subpeak generation","solar","PV_subpeak",2005,0.2,"electricity","PV_subpeak","no cooling","none","fresh"
"187","AR","peak generation","solar","PV_peak",2005,0.2,"electricity","PV_peak","no cooling","none","fresh"
"188","AR","base load generation","solar","PV_base_storage",2005,0.2,"electricity","PV_base_storage","no cooling","none","fresh"
"189","AR","intermediate generation","solar","PV_int",2010,0.2,"electricity","PV_int","no cooling","none","fresh"
"190","AR","subpeak generation","solar","PV_subpeak",2010,0.2,"electricity","PV_subpeak","no cooling","none","fresh"
"191","AR","peak generation","solar","PV_peak",2010,0.2,"electricity","PV_peak","no cooling","none","fresh"
"192","AR","base load generation","solar","PV_base_storage",2010,0.2,"electricity","PV_base_storage","no cooling","none","fresh"
"193","AR","intermediate generation","solar","PV_int",2015,0.2,"electricity","PV_int","no cooling","none","fresh"
"194","AR","subpeak generation","solar","PV_subpeak",2015,0.2,"electricity","PV_subpeak","no cooling","none","fresh"
"195","AR","peak generation","solar","PV_peak",2015,0.2,"electricity","PV_peak","no cooling","none","fresh"
"196","AR","base load generation","solar","PV_base_storage",2015,0.2,"electricity","PV_base_storage","no cooling","none","fresh"
"197","AR","intermediate generation","solar","PV_int",2020,0.2,"electricity","PV_int","no cooling","none","fresh"
"198","AR","subpeak generation","solar","PV_subpeak",2020,0.2,"electricity","PV_subpeak","no cooling","none","fresh"
"199","AR","peak generation","solar","PV_peak",2020,0.2,"electricity","PV_peak","no cooling","none","fresh"
"200","AR","base load generation","solar","PV_base_storage",2020,0.2,"electricity","PV_base_storage","no cooling","none","fresh"
"201","AR","intermediate generation","solar","PV_int",2025,0.2,"electricity","PV_int","no cooling","none","fresh"
"202","AR","subpeak generation","solar","PV_subpeak",2025,0.2,"electricity","PV_subpeak","no cooling","none","fresh"
"203","AR","peak generation","solar","PV_peak",2025,0.2,"electricity","PV_peak","no cooling","none","fresh"
"204","AR","base load generation","solar","PV_base_storage",2025,0.2,"electricity","PV_base_storage","no cooling","none","fresh"
"205","AR","intermediate generation","solar","PV_int",2030,0.2,"electricity","PV_int","no cooling","none","fresh"
"206","AR","subpeak generation","solar","PV_subpeak",2030,0.2,"electricity","PV_subpeak","no cooling","none","fresh"
"207","AR","peak generation","solar","PV_peak",2030,0.2,"electricity","PV_peak","no cooling","none","fresh"
"208","AR","base load generation","solar","PV_base_storage",2030,0.2,"electricity","PV_base_storage","no cooling","none","fresh"
"209","AR","intermediate generation","solar","PV_int",2035,0.2,"electricity","PV_int","no cooling","none","fresh"
"210","AR","subpeak generation","solar","PV_subpeak",2035,0.2,"electricity","PV_subpeak","no cooling","none","fresh"
"211","AR","peak generation","solar","PV_peak",2035,0.2,"electricity","PV_peak","no cooling","none","fresh"
"212","AR","base load generation","solar","PV_base_storage",2035,0.2,"electricity","PV_base_storage","no cooling","none","fresh"
"213","AR","intermediate generation","solar","PV_int",2040,0.2,"electricity","PV_int","no cooling","none","fresh"
"214","AR","subpeak generation","solar","PV_subpeak",2040,0.2,"electricity","PV_subpeak","no cooling","none","fresh"
"215","AR","peak generation","solar","PV_peak",2040,0.2,"electricity","PV_peak","no cooling","none","fresh"
"216","AR","base load generation","solar","PV_base_storage",2040,0.2,"electricity","PV_base_storage","no cooling","none","fresh"
"217","AR","intermediate generation","solar","PV_int",2045,0.2,"electricity","PV_int","no cooling","none","fresh"
"218","AR","subpeak generation","solar","PV_subpeak",2045,0.2,"electricity","PV_subpeak","no cooling","none","fresh"
"219","AR","peak generation","solar","PV_peak",2045,0.2,"electricity","PV_peak","no cooling","none","fresh"
"220","AR","base load generation","solar","PV_base_storage",2045,0.2,"electricity","PV_base_storage","no cooling","none","fresh"
"221","AR","intermediate generation","solar","PV_int",2050,0.2,"electricity","PV_int","no cooling","none","fresh"
"222","AR","subpeak generation","solar","PV_subpeak",2050,0.2,"electricity","PV_subpeak","no cooling","none","fresh"
"223","AR","peak generation","solar","PV_peak",2050,0.2,"electricity","PV_peak","no cooling","none","fresh"
"224","AR","base load generation","solar","PV_base_storage",2050,0.2,"electricity","PV_base_storage","no cooling","none","fresh"
"225","AR","intermediate generation","solar","PV_int",2055,0.2,"electricity","PV_int","no cooling","none","fresh"
"226","AR","subpeak generation","solar","PV_subpeak",2055,0.2,"electricity","PV_subpeak","no cooling","none","fresh"
"227","AR","peak generation","solar","PV_peak",2055,0.2,"electricity","PV_peak","no cooling","none","fresh"
"228","AR","base load generation","solar","PV_base_storage",2055,0.2,"electricity","PV_base_storage","no cooling","none","fresh"
"229","AR","intermediate generation","solar","PV_int",2060,0.2,"electricity","PV_int","no cooling","none","fresh"
"230","AR","subpeak generation","solar","PV_subpeak",2060,0.2,"electricity","PV_subpeak","no cooling","none","fresh"
"231","AR","peak generation","solar","PV_peak",2060,0.2,"electricity","PV_peak","no cooling","none","fresh"
"232","AR","base load generation","solar","PV_base_storage",2060,0.2,"electricity","PV_base_storage","no cooling","none","fresh"
"233","AR","intermediate generation","solar","PV_int",2065,0.2,"electricity","PV_int","no cooling","none","fresh"
"234","AR","subpeak generation","solar","PV_subpeak",2065,0.2,"electricity","PV_subpeak","no cooling","none","fresh"
"235","AR","peak generation","solar","PV_peak",2065,0.2,"electricity","PV_peak","no cooling","none","fresh"
"236","AR","base load generation","solar","PV_base_storage",2065,0.2,"electricity","PV_base_storage","no cooling","none","fresh"
"237","AR","intermediate generation","solar","PV_int",2070,0.2,"electricity","PV_int","no cooling","none","fresh"
"238","AR","subpeak generation","solar","PV_subpeak",2070,0.2,"electricity","PV_subpeak","no cooling","none","fresh"
"239","AR","peak generation","solar","PV_peak",2070,0.2,"electricity","PV_peak","no cooling","none","fresh"
"240","AR","base load generation","solar","PV_base_storage",2070,0.2,"electricity","PV_base_storage","no cooling","none","fresh"
"241","AR","intermediate generation","solar","PV_int",2075,0.2,"electricity","PV_int","no cooling","none","fresh"
"242","AR","subpeak generation","solar","PV_subpeak",2075,0.2,"electricity","PV_subpeak","no cooling","none","fresh"
"243","AR","peak generation","solar","PV_peak",2075,0.2,"electricity","PV_peak","no cooling","none","fresh"
"244","AR","base load generation","solar","PV_base_storage",2075,0.2,"electricity","PV_base_storage","no cooling","none","fresh"
"245","AR","intermediate generation","solar","PV_int",2080,0.2,"electricity","PV_int","no cooling","none","fresh"
"246","AR","subpeak generation","solar","PV_subpeak",2080,0.2,"electricity","PV_subpeak","no cooling","none","fresh"
"247","AR","peak generation","solar","PV_peak",2080,0.2,"electricity","PV_peak","no cooling","none","fresh"
"248","AR","base load generation","solar","PV_base_storage",2080,0.2,"electricity","PV_base_storage","no cooling","none","fresh"
"249","AR","intermediate generation","solar","PV_int",2085,0.2,"electricity","PV_int","no cooling","none","fresh"
"250","AR","subpeak generation","solar","PV_subpeak",2085,0.2,"electricity","PV_subpeak","no cooling","none","fresh"
"251","AR","peak generation","solar","PV_peak",2085,0.2,"electricity","PV_peak","no cooling","none","fresh"
"252","AR","base load generation","solar","PV_base_storage",2085,0.2,"electricity","PV_base_storage","no cooling","none","fresh"
"253","AR","intermediate generation","solar","PV_int",2090,0.2,"electricity","PV_int","no cooling","none","fresh"
"254","AR","subpeak generation","solar","PV_subpeak",2090,0.2,"electricity","PV_subpeak","no cooling","none","fresh"
"255","AR","peak generation","solar","PV_peak",2090,0.2,"electricity","PV_peak","no cooling","none","fresh"
"256","AR","base load generation","solar","PV_base_storage",2090,0.2,"electricity","PV_base_storage","no cooling","none","fresh"
"257","AR","intermediate generation","solar","PV_int",2095,0.2,"electricity","PV_int","no cooling","none","fresh"
"258","AR","subpeak generation","solar","PV_subpeak",2095,0.2,"electricity","PV_subpeak","no cooling","none","fresh"
"259","AR","peak generation","solar","PV_peak",2095,0.2,"electricity","PV_peak","no cooling","none","fresh"
"260","AR","base load generation","solar","PV_base_storage",2095,0.2,"electricity","PV_base_storage","no cooling","none","fresh"
"261","AR","intermediate generation","solar","PV_int",2100,0.2,"electricity","PV_int","no cooling","none","fresh"
"262","AR","subpeak generation","solar","PV_subpeak",2100,0.2,"electricity","PV_subpeak","no cooling","none","fresh"
"263","AR","peak generation","solar","PV_peak",2100,0.2,"electricity","PV_peak","no cooling","none","fresh"
"264","AR","base load generation","solar","PV_base_storage",2100,0.2,"electricity","PV_base_storage","no cooling","none","fresh"
