"","sector.name","subsector.name0","subsector.name","year","lifetime","technology"
"477","base load generation","coal","coal_base_conv pul",2055,60,"coal (conv pul) (recirculating)"
"478","base load generation","coal","coal_base_conv pul",2055,60,"coal (conv pul) (cooling pond)"
"479","base load generation","coal","coal_base_conv pul",2055,60,"coal (conv pul) (dry cooling)"
"480","base load generation","coal","coal_base_conv pul_CCS",2055,60,"coal (conv pul CCS) (once through)"
"481","base load generation","coal","coal_base_conv pul_CCS",2055,60,"coal (conv pul CCS) (seawater)"
"482","base load generation","coal","coal_base_conv pul_CCS",2055,60,"coal (conv pul CCS) (recirculating)"
"483","base load generation","coal","coal_base_conv pul_CCS",2055,60,"coal (conv pul CCS) (dry cooling)"
"484","base load generation","coal","coal_base_IGCC",2055,60,"coal (IGCC) (once through)"
"485","base load generation","coal","coal_base_IGCC",2055,60,"coal (IGCC) (seawater)"
"486","base load generation","coal","coal_base_IGCC",2055,60,"coal (IGCC) (recirculating)"
"487","base load generation","coal","coal_base_IGCC",2055,60,"coal (IGCC) (dry cooling)"
"488","base load generation","coal","coal_base_IGCC_CCS",2055,60,"coal (IGCC CCS) (once through)"
"489","base load generation","coal","coal_base_IGCC_CCS",2055,60,"coal (IGCC CCS) (seawater)"
"490","base load generation","coal","coal_base_IGCC_CCS",2055,60,"coal (IGCC CCS) (recirculating)"
"491","base load generation","coal","coal_base_IGCC_CCS",2055,60,"coal (IGCC CCS) (dry cooling)"
"492","base load generation","gas","gas_base_CC",2055,45,"gas (CC) (once through)"
"493","base load generation","gas","gas_base_CC",2055,45,"gas (CC) (seawater)"
"494","base load generation","gas","gas_base_CC",2055,45,"gas (CC) (recirculating)"
"495","base load generation","gas","gas_base_CC",2055,45,"gas (CC) (cooling pond)"
"496","base load generation","gas","gas_base_CC",2055,45,"gas (CC) (dry cooling)"
"497","base load generation","gas","gas_base_CC_CCS",2055,45,"gas (CC CCS) (once through)"
"498","base load generation","gas","gas_base_CC_CCS",2055,45,"gas (CC CCS) (seawater)"
"499","base load generation","gas","gas_base_CC_CCS",2055,45,"gas (CC CCS) (recirculating)"
"500","base load generation","gas","gas_base_CC_CCS",2055,45,"gas (CC CCS) (dry cooling)"
"501","base load generation","geothermal","geo_base",2055,30,"geothermal (recirculating)"
"502","base load generation","geothermal","geo_base",2055,30,"geothermal (dry_hybrid)"
"503","base load generation","nuclear","nuc_base_Gen III",2055,60,"Gen_III (once through)"
"504","base load generation","nuclear","nuc_base_Gen III",2055,60,"Gen_III (seawater)"
"505","base load generation","nuclear","nuc_base_Gen III",2055,60,"Gen_III (recirculating)"
"506","base load generation","nuclear","nuc_base_Gen III",2055,60,"Gen_III (cooling pond)"
"507","base load generation","refined liquids","refined liquids_base_steam/CT",2055,45,"refined liquids (steam/CT) (once through)"
"508","base load generation","refined liquids","refined liquids_base_steam/CT",2055,45,"refined liquids (steam/CT) (seawater)"
"509","base load generation","refined liquids","refined liquids_base_steam/CT",2055,45,"refined liquids (steam/CT) (recirculating)"
"510","base load generation","refined liquids","refined liquids_base_steam/CT",2055,45,"refined liquids (steam/CT) (cooling pond)"
"511","base load generation","refined liquids","refined liquids_base_steam/CT",2055,45,"refined liquids (steam/CT) (dry cooling)"
"512","base load generation","refined liquids","refined liquids_base_CC",2055,45,"refined liquids (CC) (once through)"
"513","base load generation","refined liquids","refined liquids_base_CC",2055,45,"refined liquids (CC) (seawater)"
"514","base load generation","refined liquids","refined liquids_base_CC",2055,45,"refined liquids (CC) (recirculating)"
"515","base load generation","refined liquids","refined liquids_base_CC",2055,45,"refined liquids (CC) (dry cooling)"
"516","base load generation","refined liquids","refined liquids_base_CC_CCS",2055,45,"refined liquids (CC CCS) (once through)"
"517","base load generation","refined liquids","refined liquids_base_CC_CCS",2055,45,"refined liquids (CC CCS) (seawater)"
"518","base load generation","refined liquids","refined liquids_base_CC_CCS",2055,45,"refined liquids (CC CCS) (recirculating)"
"519","base load generation","refined liquids","refined liquids_base_CC_CCS",2055,45,"refined liquids (CC CCS) (dry cooling)"
"520","base load generation","solar","PV_base_storage",2055,30,"PV_base_storage"
"521","base load generation","solar","CSP_base_storage",2055,30,"CSP_base_storage"
"522","base load generation","wind","wind_base_storage",2055,30,"wind_base_storage"
"523","base load generation","biomass","biomass_base_conv",2060,60,"biomass (conv) (once through)"
"524","base load generation","biomass","biomass_base_conv",2060,60,"biomass (conv) (seawater)"
"525","base load generation","biomass","biomass_base_conv",2060,60,"biomass (conv) (recirculating)"
"526","base load generation","biomass","biomass_base_conv",2060,60,"biomass (conv) (cooling pond)"
"527","base load generation","biomass","biomass_base_conv",2060,60,"biomass (conv) (dry cooling)"
"528","base load generation","biomass","biomass_base_conv_CCS",2060,60,"biomass (conv CCS) (once through)"
"529","base load generation","biomass","biomass_base_conv_CCS",2060,60,"biomass (conv CCS) (seawater)"
"530","base load generation","biomass","biomass_base_conv_CCS",2060,60,"biomass (conv CCS) (recirculating)"
"531","base load generation","biomass","biomass_base_conv_CCS",2060,60,"biomass (conv CCS) (dry cooling)"
"532","base load generation","biomass","biomass_base_IGCC",2060,60,"biomass (IGCC) (once through)"
"533","base load generation","biomass","biomass_base_IGCC",2060,60,"biomass (IGCC) (seawater)"
"534","base load generation","biomass","biomass_base_IGCC",2060,60,"biomass (IGCC) (recirculating)"
"535","base load generation","biomass","biomass_base_IGCC",2060,60,"biomass (IGCC) (dry cooling)"
"536","base load generation","biomass","biomass_base_IGCC_CCS",2060,60,"biomass (IGCC CCS) (once through)"
"537","base load generation","biomass","biomass_base_IGCC_CCS",2060,60,"biomass (IGCC CCS) (seawater)"
"538","base load generation","biomass","biomass_base_IGCC_CCS",2060,60,"biomass (IGCC CCS) (recirculating)"
"539","base load generation","biomass","biomass_base_IGCC_CCS",2060,60,"biomass (IGCC CCS) (dry cooling)"
"540","base load generation","coal","coal_base_conv pul",2060,60,"coal (conv pul) (once through)"
"541","base load generation","coal","coal_base_conv pul",2060,60,"coal (conv pul) (seawater)"
"542","base load generation","coal","coal_base_conv pul",2060,60,"coal (conv pul) (recirculating)"
"543","base load generation","coal","coal_base_conv pul",2060,60,"coal (conv pul) (cooling pond)"
"544","base load generation","coal","coal_base_conv pul",2060,60,"coal (conv pul) (dry cooling)"
"545","base load generation","coal","coal_base_conv pul_CCS",2060,60,"coal (conv pul CCS) (once through)"
"546","base load generation","coal","coal_base_conv pul_CCS",2060,60,"coal (conv pul CCS) (seawater)"
"547","base load generation","coal","coal_base_conv pul_CCS",2060,60,"coal (conv pul CCS) (recirculating)"
"548","base load generation","coal","coal_base_conv pul_CCS",2060,60,"coal (conv pul CCS) (dry cooling)"
"549","base load generation","coal","coal_base_IGCC",2060,60,"coal (IGCC) (once through)"
"550","base load generation","coal","coal_base_IGCC",2060,60,"coal (IGCC) (seawater)"
"551","base load generation","coal","coal_base_IGCC",2060,60,"coal (IGCC) (recirculating)"
"552","base load generation","coal","coal_base_IGCC",2060,60,"coal (IGCC) (dry cooling)"
"553","base load generation","coal","coal_base_IGCC_CCS",2060,60,"coal (IGCC CCS) (once through)"
"554","base load generation","coal","coal_base_IGCC_CCS",2060,60,"coal (IGCC CCS) (seawater)"
"555","base load generation","coal","coal_base_IGCC_CCS",2060,60,"coal (IGCC CCS) (recirculating)"
"556","base load generation","coal","coal_base_IGCC_CCS",2060,60,"coal (IGCC CCS) (dry cooling)"
"557","base load generation","gas","gas_base_CC",2060,45,"gas (CC) (once through)"
"558","base load generation","gas","gas_base_CC",2060,45,"gas (CC) (seawater)"
"559","base load generation","gas","gas_base_CC",2060,45,"gas (CC) (recirculating)"
"560","base load generation","gas","gas_base_CC",2060,45,"gas (CC) (cooling pond)"
"561","base load generation","gas","gas_base_CC",2060,45,"gas (CC) (dry cooling)"
"562","base load generation","gas","gas_base_CC_CCS",2060,45,"gas (CC CCS) (once through)"
"563","base load generation","gas","gas_base_CC_CCS",2060,45,"gas (CC CCS) (seawater)"
"564","base load generation","gas","gas_base_CC_CCS",2060,45,"gas (CC CCS) (recirculating)"
"565","base load generation","gas","gas_base_CC_CCS",2060,45,"gas (CC CCS) (dry cooling)"
"566","base load generation","geothermal","geo_base",2060,30,"geothermal (recirculating)"
"567","base load generation","geothermal","geo_base",2060,30,"geothermal (dry_hybrid)"
"568","base load generation","nuclear","nuc_base_Gen III",2060,60,"Gen_III (once through)"
"569","base load generation","nuclear","nuc_base_Gen III",2060,60,"Gen_III (seawater)"
"570","base load generation","nuclear","nuc_base_Gen III",2060,60,"Gen_III (recirculating)"
"571","base load generation","nuclear","nuc_base_Gen III",2060,60,"Gen_III (cooling pond)"
"572","base load generation","refined liquids","refined liquids_base_steam/CT",2060,45,"refined liquids (steam/CT) (once through)"
"573","base load generation","refined liquids","refined liquids_base_steam/CT",2060,45,"refined liquids (steam/CT) (seawater)"
"574","base load generation","refined liquids","refined liquids_base_steam/CT",2060,45,"refined liquids (steam/CT) (recirculating)"
"575","base load generation","refined liquids","refined liquids_base_steam/CT",2060,45,"refined liquids (steam/CT) (cooling pond)"
"576","base load generation","refined liquids","refined liquids_base_steam/CT",2060,45,"refined liquids (steam/CT) (dry cooling)"
"577","base load generation","refined liquids","refined liquids_base_CC",2060,45,"refined liquids (CC) (once through)"
"578","base load generation","refined liquids","refined liquids_base_CC",2060,45,"refined liquids (CC) (seawater)"
"579","base load generation","refined liquids","refined liquids_base_CC",2060,45,"refined liquids (CC) (recirculating)"
"580","base load generation","refined liquids","refined liquids_base_CC",2060,45,"refined liquids (CC) (dry cooling)"
"581","base load generation","refined liquids","refined liquids_base_CC_CCS",2060,45,"refined liquids (CC CCS) (once through)"
"582","base load generation","refined liquids","refined liquids_base_CC_CCS",2060,45,"refined liquids (CC CCS) (seawater)"
"583","base load generation","refined liquids","refined liquids_base_CC_CCS",2060,45,"refined liquids (CC CCS) (recirculating)"
"584","base load generation","refined liquids","refined liquids_base_CC_CCS",2060,45,"refined liquids (CC CCS) (dry cooling)"
"585","base load generation","solar","PV_base_storage",2060,30,"PV_base_storage"
"586","base load generation","solar","CSP_base_storage",2060,30,"CSP_base_storage"
"587","base load generation","wind","wind_base_storage",2060,30,"wind_base_storage"
"588","base load generation","biomass","biomass_base_conv",2065,60,"biomass (conv) (once through)"
"589","base load generation","biomass","biomass_base_conv",2065,60,"biomass (conv) (seawater)"
"590","base load generation","biomass","biomass_base_conv",2065,60,"biomass (conv) (recirculating)"
"591","base load generation","biomass","biomass_base_conv",2065,60,"biomass (conv) (cooling pond)"
"592","base load generation","biomass","biomass_base_conv",2065,60,"biomass (conv) (dry cooling)"
"593","base load generation","biomass","biomass_base_conv_CCS",2065,60,"biomass (conv CCS) (once through)"
"594","base load generation","biomass","biomass_base_conv_CCS",2065,60,"biomass (conv CCS) (seawater)"
"595","base load generation","biomass","biomass_base_conv_CCS",2065,60,"biomass (conv CCS) (recirculating)"
"596","base load generation","biomass","biomass_base_conv_CCS",2065,60,"biomass (conv CCS) (dry cooling)"
"597","base load generation","biomass","biomass_base_IGCC",2065,60,"biomass (IGCC) (once through)"
"598","base load generation","biomass","biomass_base_IGCC",2065,60,"biomass (IGCC) (seawater)"
"599","base load generation","biomass","biomass_base_IGCC",2065,60,"biomass (IGCC) (recirculating)"
"600","base load generation","biomass","biomass_base_IGCC",2065,60,"biomass (IGCC) (dry cooling)"
"601","base load generation","biomass","biomass_base_IGCC_CCS",2065,60,"biomass (IGCC CCS) (once through)"
"602","base load generation","biomass","biomass_base_IGCC_CCS",2065,60,"biomass (IGCC CCS) (seawater)"
"603","base load generation","biomass","biomass_base_IGCC_CCS",2065,60,"biomass (IGCC CCS) (recirculating)"
"604","base load generation","biomass","biomass_base_IGCC_CCS",2065,60,"biomass (IGCC CCS) (dry cooling)"
"605","base load generation","coal","coal_base_conv pul",2065,60,"coal (conv pul) (once through)"
"606","base load generation","coal","coal_base_conv pul",2065,60,"coal (conv pul) (seawater)"
"607","base load generation","coal","coal_base_conv pul",2065,60,"coal (conv pul) (recirculating)"
"608","base load generation","coal","coal_base_conv pul",2065,60,"coal (conv pul) (cooling pond)"
"609","base load generation","coal","coal_base_conv pul",2065,60,"coal (conv pul) (dry cooling)"
"610","base load generation","coal","coal_base_conv pul_CCS",2065,60,"coal (conv pul CCS) (once through)"
"611","base load generation","coal","coal_base_conv pul_CCS",2065,60,"coal (conv pul CCS) (seawater)"
"612","base load generation","coal","coal_base_conv pul_CCS",2065,60,"coal (conv pul CCS) (recirculating)"
"613","base load generation","coal","coal_base_conv pul_CCS",2065,60,"coal (conv pul CCS) (dry cooling)"
"614","base load generation","coal","coal_base_IGCC",2065,60,"coal (IGCC) (once through)"
"615","base load generation","coal","coal_base_IGCC",2065,60,"coal (IGCC) (seawater)"
"616","base load generation","coal","coal_base_IGCC",2065,60,"coal (IGCC) (recirculating)"
"617","base load generation","coal","coal_base_IGCC",2065,60,"coal (IGCC) (dry cooling)"
"618","base load generation","coal","coal_base_IGCC_CCS",2065,60,"coal (IGCC CCS) (once through)"
"619","base load generation","coal","coal_base_IGCC_CCS",2065,60,"coal (IGCC CCS) (seawater)"
"620","base load generation","coal","coal_base_IGCC_CCS",2065,60,"coal (IGCC CCS) (recirculating)"
"621","base load generation","coal","coal_base_IGCC_CCS",2065,60,"coal (IGCC CCS) (dry cooling)"
"622","base load generation","gas","gas_base_CC",2065,45,"gas (CC) (once through)"
"623","base load generation","gas","gas_base_CC",2065,45,"gas (CC) (seawater)"
"624","base load generation","gas","gas_base_CC",2065,45,"gas (CC) (recirculating)"
"625","base load generation","gas","gas_base_CC",2065,45,"gas (CC) (cooling pond)"
"626","base load generation","gas","gas_base_CC",2065,45,"gas (CC) (dry cooling)"
"627","base load generation","gas","gas_base_CC_CCS",2065,45,"gas (CC CCS) (once through)"
"628","base load generation","gas","gas_base_CC_CCS",2065,45,"gas (CC CCS) (seawater)"
"629","base load generation","gas","gas_base_CC_CCS",2065,45,"gas (CC CCS) (recirculating)"
"630","base load generation","gas","gas_base_CC_CCS",2065,45,"gas (CC CCS) (dry cooling)"
"631","base load generation","geothermal","geo_base",2065,30,"geothermal (recirculating)"
"632","base load generation","geothermal","geo_base",2065,30,"geothermal (dry_hybrid)"
"633","base load generation","nuclear","nuc_base_Gen III",2065,60,"Gen_III (once through)"
"634","base load generation","nuclear","nuc_base_Gen III",2065,60,"Gen_III (seawater)"
"635","base load generation","nuclear","nuc_base_Gen III",2065,60,"Gen_III (recirculating)"
"636","base load generation","nuclear","nuc_base_Gen III",2065,60,"Gen_III (cooling pond)"
"637","base load generation","refined liquids","refined liquids_base_steam/CT",2065,45,"refined liquids (steam/CT) (once through)"
"638","base load generation","refined liquids","refined liquids_base_steam/CT",2065,45,"refined liquids (steam/CT) (seawater)"
"639","base load generation","refined liquids","refined liquids_base_steam/CT",2065,45,"refined liquids (steam/CT) (recirculating)"
"640","base load generation","refined liquids","refined liquids_base_steam/CT",2065,45,"refined liquids (steam/CT) (cooling pond)"
"641","base load generation","refined liquids","refined liquids_base_steam/CT",2065,45,"refined liquids (steam/CT) (dry cooling)"
"642","base load generation","refined liquids","refined liquids_base_CC",2065,45,"refined liquids (CC) (once through)"
"643","base load generation","refined liquids","refined liquids_base_CC",2065,45,"refined liquids (CC) (seawater)"
"644","base load generation","refined liquids","refined liquids_base_CC",2065,45,"refined liquids (CC) (recirculating)"
"645","base load generation","refined liquids","refined liquids_base_CC",2065,45,"refined liquids (CC) (dry cooling)"
"646","base load generation","refined liquids","refined liquids_base_CC_CCS",2065,45,"refined liquids (CC CCS) (once through)"
"647","base load generation","refined liquids","refined liquids_base_CC_CCS",2065,45,"refined liquids (CC CCS) (seawater)"
"648","base load generation","refined liquids","refined liquids_base_CC_CCS",2065,45,"refined liquids (CC CCS) (recirculating)"
"649","base load generation","refined liquids","refined liquids_base_CC_CCS",2065,45,"refined liquids (CC CCS) (dry cooling)"
"650","base load generation","solar","PV_base_storage",2065,30,"PV_base_storage"
"651","base load generation","solar","CSP_base_storage",2065,30,"CSP_base_storage"
"652","base load generation","wind","wind_base_storage",2065,30,"wind_base_storage"
"653","base load generation","biomass","biomass_base_conv",2070,60,"biomass (conv) (once through)"
"654","base load generation","biomass","biomass_base_conv",2070,60,"biomass (conv) (seawater)"
"655","base load generation","biomass","biomass_base_conv",2070,60,"biomass (conv) (recirculating)"
"656","base load generation","biomass","biomass_base_conv",2070,60,"biomass (conv) (cooling pond)"
"657","base load generation","biomass","biomass_base_conv",2070,60,"biomass (conv) (dry cooling)"
"658","base load generation","biomass","biomass_base_conv_CCS",2070,60,"biomass (conv CCS) (once through)"
"659","base load generation","biomass","biomass_base_conv_CCS",2070,60,"biomass (conv CCS) (seawater)"
"660","base load generation","biomass","biomass_base_conv_CCS",2070,60,"biomass (conv CCS) (recirculating)"
"661","base load generation","biomass","biomass_base_conv_CCS",2070,60,"biomass (conv CCS) (dry cooling)"
"662","base load generation","biomass","biomass_base_IGCC",2070,60,"biomass (IGCC) (once through)"
"663","base load generation","biomass","biomass_base_IGCC",2070,60,"biomass (IGCC) (seawater)"
"664","base load generation","biomass","biomass_base_IGCC",2070,60,"biomass (IGCC) (recirculating)"
"665","base load generation","biomass","biomass_base_IGCC",2070,60,"biomass (IGCC) (dry cooling)"
"666","base load generation","biomass","biomass_base_IGCC_CCS",2070,60,"biomass (IGCC CCS) (once through)"
"667","base load generation","biomass","biomass_base_IGCC_CCS",2070,60,"biomass (IGCC CCS) (seawater)"
"668","base load generation","biomass","biomass_base_IGCC_CCS",2070,60,"biomass (IGCC CCS) (recirculating)"
"669","base load generation","biomass","biomass_base_IGCC_CCS",2070,60,"biomass (IGCC CCS) (dry cooling)"
"670","base load generation","coal","coal_base_conv pul",2070,60,"coal (conv pul) (once through)"
"671","base load generation","coal","coal_base_conv pul",2070,60,"coal (conv pul) (seawater)"
"672","base load generation","coal","coal_base_conv pul",2070,60,"coal (conv pul) (recirculating)"
"673","base load generation","coal","coal_base_conv pul",2070,60,"coal (conv pul) (cooling pond)"
"674","base load generation","coal","coal_base_conv pul",2070,60,"coal (conv pul) (dry cooling)"
"675","base load generation","coal","coal_base_conv pul_CCS",2070,60,"coal (conv pul CCS) (once through)"
"676","base load generation","coal","coal_base_conv pul_CCS",2070,60,"coal (conv pul CCS) (seawater)"
"677","base load generation","coal","coal_base_conv pul_CCS",2070,60,"coal (conv pul CCS) (recirculating)"
"678","base load generation","coal","coal_base_conv pul_CCS",2070,60,"coal (conv pul CCS) (dry cooling)"
"679","base load generation","coal","coal_base_IGCC",2070,60,"coal (IGCC) (once through)"
"680","base load generation","coal","coal_base_IGCC",2070,60,"coal (IGCC) (seawater)"
"681","base load generation","coal","coal_base_IGCC",2070,60,"coal (IGCC) (recirculating)"
"682","base load generation","coal","coal_base_IGCC",2070,60,"coal (IGCC) (dry cooling)"
"683","base load generation","coal","coal_base_IGCC_CCS",2070,60,"coal (IGCC CCS) (once through)"
"684","base load generation","coal","coal_base_IGCC_CCS",2070,60,"coal (IGCC CCS) (seawater)"
"685","base load generation","coal","coal_base_IGCC_CCS",2070,60,"coal (IGCC CCS) (recirculating)"
"686","base load generation","coal","coal_base_IGCC_CCS",2070,60,"coal (IGCC CCS) (dry cooling)"
"687","base load generation","gas","gas_base_CC",2070,45,"gas (CC) (once through)"
"688","base load generation","gas","gas_base_CC",2070,45,"gas (CC) (seawater)"
"689","base load generation","gas","gas_base_CC",2070,45,"gas (CC) (recirculating)"
"690","base load generation","gas","gas_base_CC",2070,45,"gas (CC) (cooling pond)"
"691","base load generation","gas","gas_base_CC",2070,45,"gas (CC) (dry cooling)"
"692","base load generation","gas","gas_base_CC_CCS",2070,45,"gas (CC CCS) (once through)"
"693","base load generation","gas","gas_base_CC_CCS",2070,45,"gas (CC CCS) (seawater)"
"694","base load generation","gas","gas_base_CC_CCS",2070,45,"gas (CC CCS) (recirculating)"
"695","base load generation","gas","gas_base_CC_CCS",2070,45,"gas (CC CCS) (dry cooling)"
"696","base load generation","geothermal","geo_base",2070,30,"geothermal (recirculating)"
"697","base load generation","geothermal","geo_base",2070,30,"geothermal (dry_hybrid)"
"698","base load generation","nuclear","nuc_base_Gen III",2070,60,"Gen_III (once through)"
"699","base load generation","nuclear","nuc_base_Gen III",2070,60,"Gen_III (seawater)"
"700","base load generation","nuclear","nuc_base_Gen III",2070,60,"Gen_III (recirculating)"
"701","base load generation","nuclear","nuc_base_Gen III",2070,60,"Gen_III (cooling pond)"
"702","base load generation","refined liquids","refined liquids_base_steam/CT",2070,45,"refined liquids (steam/CT) (once through)"
"703","base load generation","refined liquids","refined liquids_base_steam/CT",2070,45,"refined liquids (steam/CT) (seawater)"
"704","base load generation","refined liquids","refined liquids_base_steam/CT",2070,45,"refined liquids (steam/CT) (recirculating)"
"705","base load generation","refined liquids","refined liquids_base_steam/CT",2070,45,"refined liquids (steam/CT) (cooling pond)"
"706","base load generation","refined liquids","refined liquids_base_steam/CT",2070,45,"refined liquids (steam/CT) (dry cooling)"
"707","base load generation","refined liquids","refined liquids_base_CC",2070,45,"refined liquids (CC) (once through)"
"708","base load generation","refined liquids","refined liquids_base_CC",2070,45,"refined liquids (CC) (seawater)"
"709","base load generation","refined liquids","refined liquids_base_CC",2070,45,"refined liquids (CC) (recirculating)"
"710","base load generation","refined liquids","refined liquids_base_CC",2070,45,"refined liquids (CC) (dry cooling)"
"711","base load generation","refined liquids","refined liquids_base_CC_CCS",2070,45,"refined liquids (CC CCS) (once through)"
"712","base load generation","refined liquids","refined liquids_base_CC_CCS",2070,45,"refined liquids (CC CCS) (seawater)"
"713","base load generation","refined liquids","refined liquids_base_CC_CCS",2070,45,"refined liquids (CC CCS) (recirculating)"
"714","base load generation","refined liquids","refined liquids_base_CC_CCS",2070,45,"refined liquids (CC CCS) (dry cooling)"
"715","base load generation","solar","PV_base_storage",2070,30,"PV_base_storage"
"716","base load generation","solar","CSP_base_storage",2070,30,"CSP_base_storage"
"717","base load generation","wind","wind_base_storage",2070,30,"wind_base_storage"
"718","base load generation","biomass","biomass_base_conv",2075,60,"biomass (conv) (once through)"
"719","base load generation","biomass","biomass_base_conv",2075,60,"biomass (conv) (seawater)"
"720","base load generation","biomass","biomass_base_conv",2075,60,"biomass (conv) (recirculating)"
"721","base load generation","biomass","biomass_base_conv",2075,60,"biomass (conv) (cooling pond)"
"722","base load generation","biomass","biomass_base_conv",2075,60,"biomass (conv) (dry cooling)"
"723","base load generation","biomass","biomass_base_conv_CCS",2075,60,"biomass (conv CCS) (once through)"
"724","base load generation","biomass","biomass_base_conv_CCS",2075,60,"biomass (conv CCS) (seawater)"
"725","base load generation","biomass","biomass_base_conv_CCS",2075,60,"biomass (conv CCS) (recirculating)"
"726","base load generation","biomass","biomass_base_conv_CCS",2075,60,"biomass (conv CCS) (dry cooling)"
"727","base load generation","biomass","biomass_base_IGCC",2075,60,"biomass (IGCC) (once through)"
"728","base load generation","biomass","biomass_base_IGCC",2075,60,"biomass (IGCC) (seawater)"
"729","base load generation","biomass","biomass_base_IGCC",2075,60,"biomass (IGCC) (recirculating)"
"730","base load generation","biomass","biomass_base_IGCC",2075,60,"biomass (IGCC) (dry cooling)"
"731","base load generation","biomass","biomass_base_IGCC_CCS",2075,60,"biomass (IGCC CCS) (once through)"
"732","base load generation","biomass","biomass_base_IGCC_CCS",2075,60,"biomass (IGCC CCS) (seawater)"
"733","base load generation","biomass","biomass_base_IGCC_CCS",2075,60,"biomass (IGCC CCS) (recirculating)"
"734","base load generation","biomass","biomass_base_IGCC_CCS",2075,60,"biomass (IGCC CCS) (dry cooling)"
"735","base load generation","coal","coal_base_conv pul",2075,60,"coal (conv pul) (once through)"
"736","base load generation","coal","coal_base_conv pul",2075,60,"coal (conv pul) (seawater)"
"737","base load generation","coal","coal_base_conv pul",2075,60,"coal (conv pul) (recirculating)"
"738","base load generation","coal","coal_base_conv pul",2075,60,"coal (conv pul) (cooling pond)"
"739","base load generation","coal","coal_base_conv pul",2075,60,"coal (conv pul) (dry cooling)"
"740","base load generation","coal","coal_base_conv pul_CCS",2075,60,"coal (conv pul CCS) (once through)"
"741","base load generation","coal","coal_base_conv pul_CCS",2075,60,"coal (conv pul CCS) (seawater)"
"742","base load generation","coal","coal_base_conv pul_CCS",2075,60,"coal (conv pul CCS) (recirculating)"
"743","base load generation","coal","coal_base_conv pul_CCS",2075,60,"coal (conv pul CCS) (dry cooling)"
"744","base load generation","coal","coal_base_IGCC",2075,60,"coal (IGCC) (once through)"
"745","base load generation","coal","coal_base_IGCC",2075,60,"coal (IGCC) (seawater)"
"746","base load generation","coal","coal_base_IGCC",2075,60,"coal (IGCC) (recirculating)"
"747","base load generation","coal","coal_base_IGCC",2075,60,"coal (IGCC) (dry cooling)"
"748","base load generation","coal","coal_base_IGCC_CCS",2075,60,"coal (IGCC CCS) (once through)"
"749","base load generation","coal","coal_base_IGCC_CCS",2075,60,"coal (IGCC CCS) (seawater)"
"750","base load generation","coal","coal_base_IGCC_CCS",2075,60,"coal (IGCC CCS) (recirculating)"
"751","base load generation","coal","coal_base_IGCC_CCS",2075,60,"coal (IGCC CCS) (dry cooling)"
"752","base load generation","gas","gas_base_CC",2075,45,"gas (CC) (once through)"
"753","base load generation","gas","gas_base_CC",2075,45,"gas (CC) (seawater)"
"754","base load generation","gas","gas_base_CC",2075,45,"gas (CC) (recirculating)"
"755","base load generation","gas","gas_base_CC",2075,45,"gas (CC) (cooling pond)"
"756","base load generation","gas","gas_base_CC",2075,45,"gas (CC) (dry cooling)"
"757","base load generation","gas","gas_base_CC_CCS",2075,45,"gas (CC CCS) (once through)"
"758","base load generation","gas","gas_base_CC_CCS",2075,45,"gas (CC CCS) (seawater)"
"759","base load generation","gas","gas_base_CC_CCS",2075,45,"gas (CC CCS) (recirculating)"
"760","base load generation","gas","gas_base_CC_CCS",2075,45,"gas (CC CCS) (dry cooling)"
"761","base load generation","geothermal","geo_base",2075,30,"geothermal (recirculating)"
"762","base load generation","geothermal","geo_base",2075,30,"geothermal (dry_hybrid)"
"763","base load generation","nuclear","nuc_base_Gen III",2075,60,"Gen_III (once through)"
"764","base load generation","nuclear","nuc_base_Gen III",2075,60,"Gen_III (seawater)"
"765","base load generation","nuclear","nuc_base_Gen III",2075,60,"Gen_III (recirculating)"
"766","base load generation","nuclear","nuc_base_Gen III",2075,60,"Gen_III (cooling pond)"
"767","base load generation","refined liquids","refined liquids_base_steam/CT",2075,45,"refined liquids (steam/CT) (once through)"
"768","base load generation","refined liquids","refined liquids_base_steam/CT",2075,45,"refined liquids (steam/CT) (seawater)"
"769","base load generation","refined liquids","refined liquids_base_steam/CT",2075,45,"refined liquids (steam/CT) (recirculating)"
"770","base load generation","refined liquids","refined liquids_base_steam/CT",2075,45,"refined liquids (steam/CT) (cooling pond)"
"771","base load generation","refined liquids","refined liquids_base_steam/CT",2075,45,"refined liquids (steam/CT) (dry cooling)"
"772","base load generation","refined liquids","refined liquids_base_CC",2075,45,"refined liquids (CC) (once through)"
"773","base load generation","refined liquids","refined liquids_base_CC",2075,45,"refined liquids (CC) (seawater)"
"774","base load generation","refined liquids","refined liquids_base_CC",2075,45,"refined liquids (CC) (recirculating)"
"775","base load generation","refined liquids","refined liquids_base_CC",2075,45,"refined liquids (CC) (dry cooling)"
"776","base load generation","refined liquids","refined liquids_base_CC_CCS",2075,45,"refined liquids (CC CCS) (once through)"
"777","base load generation","refined liquids","refined liquids_base_CC_CCS",2075,45,"refined liquids (CC CCS) (seawater)"
"778","base load generation","refined liquids","refined liquids_base_CC_CCS",2075,45,"refined liquids (CC CCS) (recirculating)"
"779","base load generation","refined liquids","refined liquids_base_CC_CCS",2075,45,"refined liquids (CC CCS) (dry cooling)"
"780","base load generation","solar","PV_base_storage",2075,30,"PV_base_storage"
