"","region","supplysector","subsector","stub.technology","year","capacity.factor"
"818","LA","base load generation","wind","wind_base",2075,0.41
"819","MA","base load generation","wind","wind_base",2075,0.44
"820","MD","base load generation","wind","wind_base",2075,0.37
"821","ME","base load generation","wind","wind_base",2075,0.41
"822","MI","base load generation","wind","wind_base",2075,0.45
"823","MN","base load generation","wind","wind_base",2075,0.45
"824","MO","base load generation","wind","wind_base",2075,0.31
"825","MS","base load generation","wind","wind_base",2075,0.27
"826","MT","base load generation","wind","wind_base",2075,0.36
"827","NC","base load generation","wind","wind_base",2075,0.35
"828","ND","base load generation","wind","wind_base",2075,0.34
"829","NE","base load generation","wind","wind_base",2075,0.36
"830","NH","base load generation","wind","wind_base",2075,0.38
"831","NJ","base load generation","wind","wind_base",2075,0.33
"832","NM","base load generation","wind","wind_base",2075,0.35
"833","NV","base load generation","wind","wind_base",2075,0.25
"834","NY","base load generation","wind","wind_base",2075,0.38
"835","OH","base load generation","wind","wind_base",2075,0.34
"836","OK","base load generation","wind","wind_base",2075,0.36
"837","OR","base load generation","wind","wind_base",2075,0.4
"838","PA","base load generation","wind","wind_base",2075,0.34
"839","RI","base load generation","wind","wind_base",2075,0.34
"840","SC","base load generation","wind","wind_base",2075,0.25
"841","SD","base load generation","wind","wind_base",2075,0.36
"842","TN","base load generation","wind","wind_base",2075,0.26
"843","TX","base load generation","wind","wind_base",2075,0.38
"844","UT","base load generation","wind","wind_base",2075,0.25
"845","VA","base load generation","wind","wind_base",2075,0.35
"846","VT","base load generation","wind","wind_base",2075,0.32
"847","WA","base load generation","wind","wind_base",2075,0.44
"848","WI","base load generation","wind","wind_base",2075,0.44
"849","WV","base load generation","wind","wind_base",2075,0.29
"850","WY","base load generation","wind","wind_base",2075,0.35
"851","AK","base load generation","wind","wind_base",2080,0.45
"852","AL","base load generation","wind","wind_base",2080,0.31
"853","AR","base load generation","wind","wind_base",2080,0.3
"854","AZ","base load generation","wind","wind_base",2080,0.26
"855","CA","base load generation","wind","wind_base",2080,0.44
"856","CO","base load generation","wind","wind_base",2080,0.34
"857","CT","base load generation","wind","wind_base",2080,0.44
"858","DE","base load generation","wind","wind_base",2080,0.33
"859","FL","base load generation","wind","wind_base",2080,0.38
"860","GA","base load generation","wind","wind_base",2080,0.24
"861","HI","base load generation","wind","wind_base",2080,0.29
"862","IA","base load generation","wind","wind_base",2080,0.33
"863","ID","base load generation","wind","wind_base",2080,0.26
"864","IL","base load generation","wind","wind_base",2080,0.38
"865","IN","base load generation","wind","wind_base",2080,0.32
"866","KS","base load generation","wind","wind_base",2080,0.35
"867","KY","base load generation","wind","wind_base",2080,0.26
"868","LA","base load generation","wind","wind_base",2080,0.41
"869","MA","base load generation","wind","wind_base",2080,0.44
"870","MD","base load generation","wind","wind_base",2080,0.37
"871","ME","base load generation","wind","wind_base",2080,0.41
"872","MI","base load generation","wind","wind_base",2080,0.45
"873","MN","base load generation","wind","wind_base",2080,0.45
"874","MO","base load generation","wind","wind_base",2080,0.31
"875","MS","base load generation","wind","wind_base",2080,0.27
"876","MT","base load generation","wind","wind_base",2080,0.36
"877","NC","base load generation","wind","wind_base",2080,0.35
"878","ND","base load generation","wind","wind_base",2080,0.34
"879","NE","base load generation","wind","wind_base",2080,0.36
"880","NH","base load generation","wind","wind_base",2080,0.38
"881","NJ","base load generation","wind","wind_base",2080,0.33
"882","NM","base load generation","wind","wind_base",2080,0.35
"883","NV","base load generation","wind","wind_base",2080,0.25
"884","NY","base load generation","wind","wind_base",2080,0.38
"885","OH","base load generation","wind","wind_base",2080,0.34
"886","OK","base load generation","wind","wind_base",2080,0.36
"887","OR","base load generation","wind","wind_base",2080,0.4
"888","PA","base load generation","wind","wind_base",2080,0.34
"889","RI","base load generation","wind","wind_base",2080,0.34
"890","SC","base load generation","wind","wind_base",2080,0.25
"891","SD","base load generation","wind","wind_base",2080,0.36
"892","TN","base load generation","wind","wind_base",2080,0.26
"893","TX","base load generation","wind","wind_base",2080,0.38
"894","UT","base load generation","wind","wind_base",2080,0.25
"895","VA","base load generation","wind","wind_base",2080,0.35
"896","VT","base load generation","wind","wind_base",2080,0.32
"897","WA","base load generation","wind","wind_base",2080,0.44
"898","WI","base load generation","wind","wind_base",2080,0.44
"899","WV","base load generation","wind","wind_base",2080,0.29
"900","WY","base load generation","wind","wind_base",2080,0.35
"901","AK","base load generation","wind","wind_base",2085,0.45
"902","AL","base load generation","wind","wind_base",2085,0.31
"903","AR","base load generation","wind","wind_base",2085,0.3
"904","AZ","base load generation","wind","wind_base",2085,0.26
"905","CA","base load generation","wind","wind_base",2085,0.44
"906","CO","base load generation","wind","wind_base",2085,0.34
"907","CT","base load generation","wind","wind_base",2085,0.44
"908","DE","base load generation","wind","wind_base",2085,0.33
"909","FL","base load generation","wind","wind_base",2085,0.38
"910","GA","base load generation","wind","wind_base",2085,0.24
"911","HI","base load generation","wind","wind_base",2085,0.29
"912","IA","base load generation","wind","wind_base",2085,0.33
"913","ID","base load generation","wind","wind_base",2085,0.26
"914","IL","base load generation","wind","wind_base",2085,0.38
"915","IN","base load generation","wind","wind_base",2085,0.32
"916","KS","base load generation","wind","wind_base",2085,0.35
"917","KY","base load generation","wind","wind_base",2085,0.26
"918","LA","base load generation","wind","wind_base",2085,0.41
"919","MA","base load generation","wind","wind_base",2085,0.44
"920","MD","base load generation","wind","wind_base",2085,0.37
"921","ME","base load generation","wind","wind_base",2085,0.41
"922","MI","base load generation","wind","wind_base",2085,0.45
"923","MN","base load generation","wind","wind_base",2085,0.45
"924","MO","base load generation","wind","wind_base",2085,0.31
"925","MS","base load generation","wind","wind_base",2085,0.27
"926","MT","base load generation","wind","wind_base",2085,0.36
"927","NC","base load generation","wind","wind_base",2085,0.35
"928","ND","base load generation","wind","wind_base",2085,0.34
"929","NE","base load generation","wind","wind_base",2085,0.36
"930","NH","base load generation","wind","wind_base",2085,0.38
"931","NJ","base load generation","wind","wind_base",2085,0.33
"932","NM","base load generation","wind","wind_base",2085,0.35
"933","NV","base load generation","wind","wind_base",2085,0.25
"934","NY","base load generation","wind","wind_base",2085,0.38
"935","OH","base load generation","wind","wind_base",2085,0.34
"936","OK","base load generation","wind","wind_base",2085,0.36
"937","OR","base load generation","wind","wind_base",2085,0.4
"938","PA","base load generation","wind","wind_base",2085,0.34
"939","RI","base load generation","wind","wind_base",2085,0.34
"940","SC","base load generation","wind","wind_base",2085,0.25
"941","SD","base load generation","wind","wind_base",2085,0.36
"942","TN","base load generation","wind","wind_base",2085,0.26
"943","TX","base load generation","wind","wind_base",2085,0.38
"944","UT","base load generation","wind","wind_base",2085,0.25
"945","VA","base load generation","wind","wind_base",2085,0.35
"946","VT","base load generation","wind","wind_base",2085,0.32
"947","WA","base load generation","wind","wind_base",2085,0.44
"948","WI","base load generation","wind","wind_base",2085,0.44
"949","WV","base load generation","wind","wind_base",2085,0.29
"950","WY","base load generation","wind","wind_base",2085,0.35
"951","AK","base load generation","wind","wind_base",2090,0.45
"952","AL","base load generation","wind","wind_base",2090,0.31
"953","AR","base load generation","wind","wind_base",2090,0.3
"954","AZ","base load generation","wind","wind_base",2090,0.26
"955","CA","base load generation","wind","wind_base",2090,0.44
"956","CO","base load generation","wind","wind_base",2090,0.34
"957","CT","base load generation","wind","wind_base",2090,0.44
"958","DE","base load generation","wind","wind_base",2090,0.33
"959","FL","base load generation","wind","wind_base",2090,0.38
"960","GA","base load generation","wind","wind_base",2090,0.24
"961","HI","base load generation","wind","wind_base",2090,0.29
"962","IA","base load generation","wind","wind_base",2090,0.33
"963","ID","base load generation","wind","wind_base",2090,0.26
"964","IL","base load generation","wind","wind_base",2090,0.38
"965","IN","base load generation","wind","wind_base",2090,0.32
"966","KS","base load generation","wind","wind_base",2090,0.35
"967","KY","base load generation","wind","wind_base",2090,0.26
"968","LA","base load generation","wind","wind_base",2090,0.41
"969","MA","base load generation","wind","wind_base",2090,0.44
"970","MD","base load generation","wind","wind_base",2090,0.37
"971","ME","base load generation","wind","wind_base",2090,0.41
"972","MI","base load generation","wind","wind_base",2090,0.45
"973","MN","base load generation","wind","wind_base",2090,0.45
"974","MO","base load generation","wind","wind_base",2090,0.31
"975","MS","base load generation","wind","wind_base",2090,0.27
"976","MT","base load generation","wind","wind_base",2090,0.36
"977","NC","base load generation","wind","wind_base",2090,0.35
"978","ND","base load generation","wind","wind_base",2090,0.34
"979","NE","base load generation","wind","wind_base",2090,0.36
"980","NH","base load generation","wind","wind_base",2090,0.38
"981","NJ","base load generation","wind","wind_base",2090,0.33
"982","NM","base load generation","wind","wind_base",2090,0.35
"983","NV","base load generation","wind","wind_base",2090,0.25
"984","NY","base load generation","wind","wind_base",2090,0.38
"985","OH","base load generation","wind","wind_base",2090,0.34
"986","OK","base load generation","wind","wind_base",2090,0.36
"987","OR","base load generation","wind","wind_base",2090,0.4
"988","PA","base load generation","wind","wind_base",2090,0.34
"989","RI","base load generation","wind","wind_base",2090,0.34
"990","SC","base load generation","wind","wind_base",2090,0.25
"991","SD","base load generation","wind","wind_base",2090,0.36
"992","TN","base load generation","wind","wind_base",2090,0.26
"993","TX","base load generation","wind","wind_base",2090,0.38
"994","UT","base load generation","wind","wind_base",2090,0.25
"995","VA","base load generation","wind","wind_base",2090,0.35
"996","VT","base load generation","wind","wind_base",2090,0.32
"997","WA","base load generation","wind","wind_base",2090,0.44
"998","WI","base load generation","wind","wind_base",2090,0.44
"999","WV","base load generation","wind","wind_base",2090,0.29
"1000","WY","base load generation","wind","wind_base",2090,0.35
"1001","AK","base load generation","wind","wind_base",2095,0.45
"1002","AL","base load generation","wind","wind_base",2095,0.31
"1003","AR","base load generation","wind","wind_base",2095,0.3
"1004","AZ","base load generation","wind","wind_base",2095,0.26
"1005","CA","base load generation","wind","wind_base",2095,0.44
"1006","CO","base load generation","wind","wind_base",2095,0.34
"1007","CT","base load generation","wind","wind_base",2095,0.44
"1008","DE","base load generation","wind","wind_base",2095,0.33
"1009","FL","base load generation","wind","wind_base",2095,0.38
"1010","GA","base load generation","wind","wind_base",2095,0.24
"1011","HI","base load generation","wind","wind_base",2095,0.29
"1012","IA","base load generation","wind","wind_base",2095,0.33
"1013","ID","base load generation","wind","wind_base",2095,0.26
"1014","IL","base load generation","wind","wind_base",2095,0.38
"1015","IN","base load generation","wind","wind_base",2095,0.32
"1016","KS","base load generation","wind","wind_base",2095,0.35
"1017","KY","base load generation","wind","wind_base",2095,0.26
"1018","LA","base load generation","wind","wind_base",2095,0.41
"1019","MA","base load generation","wind","wind_base",2095,0.44
"1020","MD","base load generation","wind","wind_base",2095,0.37
"1021","ME","base load generation","wind","wind_base",2095,0.41
"1022","MI","base load generation","wind","wind_base",2095,0.45
"1023","MN","base load generation","wind","wind_base",2095,0.45
"1024","MO","base load generation","wind","wind_base",2095,0.31
"1025","MS","base load generation","wind","wind_base",2095,0.27
"1026","MT","base load generation","wind","wind_base",2095,0.36
"1027","NC","base load generation","wind","wind_base",2095,0.35
"1028","ND","base load generation","wind","wind_base",2095,0.34
"1029","NE","base load generation","wind","wind_base",2095,0.36
"1030","NH","base load generation","wind","wind_base",2095,0.38
"1031","NJ","base load generation","wind","wind_base",2095,0.33
"1032","NM","base load generation","wind","wind_base",2095,0.35
"1033","NV","base load generation","wind","wind_base",2095,0.25
"1034","NY","base load generation","wind","wind_base",2095,0.38
"1035","OH","base load generation","wind","wind_base",2095,0.34
"1036","OK","base load generation","wind","wind_base",2095,0.36
"1037","OR","base load generation","wind","wind_base",2095,0.4
"1038","PA","base load generation","wind","wind_base",2095,0.34
"1039","RI","base load generation","wind","wind_base",2095,0.34
"1040","SC","base load generation","wind","wind_base",2095,0.25
"1041","SD","base load generation","wind","wind_base",2095,0.36
"1042","TN","base load generation","wind","wind_base",2095,0.26
"1043","TX","base load generation","wind","wind_base",2095,0.38
"1044","UT","base load generation","wind","wind_base",2095,0.25
"1045","VA","base load generation","wind","wind_base",2095,0.35
"1046","VT","base load generation","wind","wind_base",2095,0.32
"1047","WA","base load generation","wind","wind_base",2095,0.44
"1048","WI","base load generation","wind","wind_base",2095,0.44
"1049","WV","base load generation","wind","wind_base",2095,0.29
"1050","WY","base load generation","wind","wind_base",2095,0.35
"1051","AK","base load generation","wind","wind_base",2100,0.45
"1052","AL","base load generation","wind","wind_base",2100,0.31
"1053","AR","base load generation","wind","wind_base",2100,0.3
"1054","AZ","base load generation","wind","wind_base",2100,0.26
"1055","CA","base load generation","wind","wind_base",2100,0.44
"1056","CO","base load generation","wind","wind_base",2100,0.34
"1057","CT","base load generation","wind","wind_base",2100,0.44
"1058","DE","base load generation","wind","wind_base",2100,0.33
"1059","FL","base load generation","wind","wind_base",2100,0.38
"1060","GA","base load generation","wind","wind_base",2100,0.24
"1061","HI","base load generation","wind","wind_base",2100,0.29
"1062","IA","base load generation","wind","wind_base",2100,0.33
"1063","ID","base load generation","wind","wind_base",2100,0.26
"1064","IL","base load generation","wind","wind_base",2100,0.38
"1065","IN","base load generation","wind","wind_base",2100,0.32
"1066","KS","base load generation","wind","wind_base",2100,0.35
"1067","KY","base load generation","wind","wind_base",2100,0.26
"1068","LA","base load generation","wind","wind_base",2100,0.41
"1069","MA","base load generation","wind","wind_base",2100,0.44
"1070","MD","base load generation","wind","wind_base",2100,0.37
"1071","ME","base load generation","wind","wind_base",2100,0.41
"1072","MI","base load generation","wind","wind_base",2100,0.45
"1073","MN","base load generation","wind","wind_base",2100,0.45
"1074","MO","base load generation","wind","wind_base",2100,0.31
"1075","MS","base load generation","wind","wind_base",2100,0.27
"1076","MT","base load generation","wind","wind_base",2100,0.36
"1077","NC","base load generation","wind","wind_base",2100,0.35
"1078","ND","base load generation","wind","wind_base",2100,0.34
"1079","NE","base load generation","wind","wind_base",2100,0.36
"1080","NH","base load generation","wind","wind_base",2100,0.38
"1081","NJ","base load generation","wind","wind_base",2100,0.33
"1082","NM","base load generation","wind","wind_base",2100,0.35
"1083","NV","base load generation","wind","wind_base",2100,0.25
"1084","NY","base load generation","wind","wind_base",2100,0.38
"1085","OH","base load generation","wind","wind_base",2100,0.34
"1086","OK","base load generation","wind","wind_base",2100,0.36
"1087","OR","base load generation","wind","wind_base",2100,0.4
"1088","PA","base load generation","wind","wind_base",2100,0.34
"1089","RI","base load generation","wind","wind_base",2100,0.34
"1090","SC","base load generation","wind","wind_base",2100,0.25
"1091","SD","base load generation","wind","wind_base",2100,0.36
"1092","TN","base load generation","wind","wind_base",2100,0.26
"1093","TX","base load generation","wind","wind_base",2100,0.38
"1094","UT","base load generation","wind","wind_base",2100,0.25
"1095","VA","base load generation","wind","wind_base",2100,0.35
"1096","VT","base load generation","wind","wind_base",2100,0.32
"1097","WA","base load generation","wind","wind_base",2100,0.44
"1098","WI","base load generation","wind","wind_base",2100,0.44
"1099","WV","base load generation","wind","wind_base",2100,0.29
"1100","WY","base load generation","wind","wind_base",2100,0.35
"1101","AK","base load generation","wind","wind_base_offshore",1975,0.46
"1102","AL","base load generation","wind","wind_base_offshore",1975,0.32
"1103","CA","base load generation","wind","wind_base_offshore",1975,0.49
"1104","CT","base load generation","wind","wind_base_offshore",1975,0.4
"1105","DE","base load generation","wind","wind_base_offshore",1975,0.42
"1106","FL","base load generation","wind","wind_base_offshore",1975,0.37
"1107","GA","base load generation","wind","wind_base_offshore",1975,0.39
"1108","IL","base load generation","wind","wind_base_offshore",1975,0.43
"1109","IN","base load generation","wind","wind_base_offshore",1975,0.42
"1110","LA","base load generation","wind","wind_base_offshore",1975,0.38
"1111","MA","base load generation","wind","wind_base_offshore",1975,0.5
"1112","MD","base load generation","wind","wind_base_offshore",1975,0.42
"1113","ME","base load generation","wind","wind_base_offshore",1975,0.51
"1114","MI","base load generation","wind","wind_base_offshore",1975,0.48
"1115","MN","base load generation","wind","wind_base_offshore",1975,0.4
"1116","MS","base load generation","wind","wind_base_offshore",1975,0.33
"1117","NC","base load generation","wind","wind_base_offshore",1975,0.44
"1118","NJ","base load generation","wind","wind_base_offshore",1975,0.51
"1119","NY","base load generation","wind","wind_base_offshore",1975,0.5
"1120","OH","base load generation","wind","wind_base_offshore",1975,0.44
"1121","OR","base load generation","wind","wind_base_offshore",1975,0.51
"1122","PA","base load generation","wind","wind_base_offshore",1975,0.43
"1123","RI","base load generation","wind","wind_base_offshore",1975,0.49
"1124","SC","base load generation","wind","wind_base_offshore",1975,0.43
"1125","TX","base load generation","wind","wind_base_offshore",1975,0.51
"1126","VA","base load generation","wind","wind_base_offshore",1975,0.44
"1127","WA","base load generation","wind","wind_base_offshore",1975,0.45
"1128","WI","base load generation","wind","wind_base_offshore",1975,0.45
"1129","AK","base load generation","wind","wind_base_offshore",1990,0.46
"1130","AL","base load generation","wind","wind_base_offshore",1990,0.32
"1131","CA","base load generation","wind","wind_base_offshore",1990,0.49
"1132","CT","base load generation","wind","wind_base_offshore",1990,0.4
"1133","DE","base load generation","wind","wind_base_offshore",1990,0.42
"1134","FL","base load generation","wind","wind_base_offshore",1990,0.37
"1135","GA","base load generation","wind","wind_base_offshore",1990,0.39
"1136","IL","base load generation","wind","wind_base_offshore",1990,0.43
"1137","IN","base load generation","wind","wind_base_offshore",1990,0.42
"1138","LA","base load generation","wind","wind_base_offshore",1990,0.38
"1139","MA","base load generation","wind","wind_base_offshore",1990,0.5
"1140","MD","base load generation","wind","wind_base_offshore",1990,0.42
"1141","ME","base load generation","wind","wind_base_offshore",1990,0.51
"1142","MI","base load generation","wind","wind_base_offshore",1990,0.48
"1143","MN","base load generation","wind","wind_base_offshore",1990,0.4
"1144","MS","base load generation","wind","wind_base_offshore",1990,0.33
"1145","NC","base load generation","wind","wind_base_offshore",1990,0.44
"1146","NJ","base load generation","wind","wind_base_offshore",1990,0.51
"1147","NY","base load generation","wind","wind_base_offshore",1990,0.5
"1148","OH","base load generation","wind","wind_base_offshore",1990,0.44
"1149","OR","base load generation","wind","wind_base_offshore",1990,0.51
"1150","PA","base load generation","wind","wind_base_offshore",1990,0.43
"1151","RI","base load generation","wind","wind_base_offshore",1990,0.49
"1152","SC","base load generation","wind","wind_base_offshore",1990,0.43
"1153","TX","base load generation","wind","wind_base_offshore",1990,0.51
"1154","VA","base load generation","wind","wind_base_offshore",1990,0.44
"1155","WA","base load generation","wind","wind_base_offshore",1990,0.45
"1156","WI","base load generation","wind","wind_base_offshore",1990,0.45
"1157","AK","base load generation","wind","wind_base_offshore",2005,0.46
"1158","AL","base load generation","wind","wind_base_offshore",2005,0.32
"1159","CA","base load generation","wind","wind_base_offshore",2005,0.49
"1160","CT","base load generation","wind","wind_base_offshore",2005,0.4
"1161","DE","base load generation","wind","wind_base_offshore",2005,0.42
"1162","FL","base load generation","wind","wind_base_offshore",2005,0.37
"1163","GA","base load generation","wind","wind_base_offshore",2005,0.39
"1164","IL","base load generation","wind","wind_base_offshore",2005,0.43
"1165","IN","base load generation","wind","wind_base_offshore",2005,0.42
"1166","LA","base load generation","wind","wind_base_offshore",2005,0.38
"1167","MA","base load generation","wind","wind_base_offshore",2005,0.5
"1168","MD","base load generation","wind","wind_base_offshore",2005,0.42
"1169","ME","base load generation","wind","wind_base_offshore",2005,0.51
"1170","MI","base load generation","wind","wind_base_offshore",2005,0.48
"1171","MN","base load generation","wind","wind_base_offshore",2005,0.4
"1172","MS","base load generation","wind","wind_base_offshore",2005,0.33
"1173","NC","base load generation","wind","wind_base_offshore",2005,0.44
"1174","NJ","base load generation","wind","wind_base_offshore",2005,0.51
"1175","NY","base load generation","wind","wind_base_offshore",2005,0.5
"1176","OH","base load generation","wind","wind_base_offshore",2005,0.44
"1177","OR","base load generation","wind","wind_base_offshore",2005,0.51
"1178","PA","base load generation","wind","wind_base_offshore",2005,0.43
"1179","RI","base load generation","wind","wind_base_offshore",2005,0.49
"1180","SC","base load generation","wind","wind_base_offshore",2005,0.43
"1181","TX","base load generation","wind","wind_base_offshore",2005,0.51
"1182","VA","base load generation","wind","wind_base_offshore",2005,0.44
"1183","WA","base load generation","wind","wind_base_offshore",2005,0.45
"1184","WI","base load generation","wind","wind_base_offshore",2005,0.45
"1185","AK","base load generation","wind","wind_base_offshore",2010,0.46
"1186","AL","base load generation","wind","wind_base_offshore",2010,0.32
"1187","CA","base load generation","wind","wind_base_offshore",2010,0.49
"1188","CT","base load generation","wind","wind_base_offshore",2010,0.4
"1189","DE","base load generation","wind","wind_base_offshore",2010,0.42
"1190","FL","base load generation","wind","wind_base_offshore",2010,0.37
"1191","GA","base load generation","wind","wind_base_offshore",2010,0.39
"1192","IL","base load generation","wind","wind_base_offshore",2010,0.43
"1193","IN","base load generation","wind","wind_base_offshore",2010,0.42
"1194","LA","base load generation","wind","wind_base_offshore",2010,0.38
"1195","MA","base load generation","wind","wind_base_offshore",2010,0.5
"1196","MD","base load generation","wind","wind_base_offshore",2010,0.42
"1197","ME","base load generation","wind","wind_base_offshore",2010,0.51
"1198","MI","base load generation","wind","wind_base_offshore",2010,0.48
"1199","MN","base load generation","wind","wind_base_offshore",2010,0.4
"1200","MS","base load generation","wind","wind_base_offshore",2010,0.33
"1201","NC","base load generation","wind","wind_base_offshore",2010,0.44
"1202","NJ","base load generation","wind","wind_base_offshore",2010,0.51
"1203","NY","base load generation","wind","wind_base_offshore",2010,0.5
"1204","OH","base load generation","wind","wind_base_offshore",2010,0.44
"1205","OR","base load generation","wind","wind_base_offshore",2010,0.51
"1206","PA","base load generation","wind","wind_base_offshore",2010,0.43
"1207","RI","base load generation","wind","wind_base_offshore",2010,0.49
"1208","SC","base load generation","wind","wind_base_offshore",2010,0.43
"1209","TX","base load generation","wind","wind_base_offshore",2010,0.51
"1210","VA","base load generation","wind","wind_base_offshore",2010,0.44
"1211","WA","base load generation","wind","wind_base_offshore",2010,0.45
"1212","WI","base load generation","wind","wind_base_offshore",2010,0.45
"1213","AK","base load generation","wind","wind_base_offshore",2015,0.46
"1214","AL","base load generation","wind","wind_base_offshore",2015,0.32
"1215","CA","base load generation","wind","wind_base_offshore",2015,0.49
"1216","CT","base load generation","wind","wind_base_offshore",2015,0.4
"1217","DE","base load generation","wind","wind_base_offshore",2015,0.42
"1218","FL","base load generation","wind","wind_base_offshore",2015,0.37
"1219","GA","base load generation","wind","wind_base_offshore",2015,0.39
"1220","IL","base load generation","wind","wind_base_offshore",2015,0.43
"1221","IN","base load generation","wind","wind_base_offshore",2015,0.42
"1222","LA","base load generation","wind","wind_base_offshore",2015,0.38
"1223","MA","base load generation","wind","wind_base_offshore",2015,0.5
"1224","MD","base load generation","wind","wind_base_offshore",2015,0.42
"1225","ME","base load generation","wind","wind_base_offshore",2015,0.51
"1226","MI","base load generation","wind","wind_base_offshore",2015,0.48
"1227","MN","base load generation","wind","wind_base_offshore",2015,0.4
"1228","MS","base load generation","wind","wind_base_offshore",2015,0.33
"1229","NC","base load generation","wind","wind_base_offshore",2015,0.44
"1230","NJ","base load generation","wind","wind_base_offshore",2015,0.51
"1231","NY","base load generation","wind","wind_base_offshore",2015,0.5
"1232","OH","base load generation","wind","wind_base_offshore",2015,0.44
"1233","OR","base load generation","wind","wind_base_offshore",2015,0.51
"1234","PA","base load generation","wind","wind_base_offshore",2015,0.43
"1235","RI","base load generation","wind","wind_base_offshore",2015,0.49
"1236","SC","base load generation","wind","wind_base_offshore",2015,0.43
"1237","TX","base load generation","wind","wind_base_offshore",2015,0.51
"1238","VA","base load generation","wind","wind_base_offshore",2015,0.44
"1239","WA","base load generation","wind","wind_base_offshore",2015,0.45
"1240","WI","base load generation","wind","wind_base_offshore",2015,0.45
"1241","AK","base load generation","wind","wind_base_offshore",2020,0.46
"1242","AL","base load generation","wind","wind_base_offshore",2020,0.32
"1243","CA","base load generation","wind","wind_base_offshore",2020,0.49
"1244","CT","base load generation","wind","wind_base_offshore",2020,0.4
"1245","DE","base load generation","wind","wind_base_offshore",2020,0.42
"1246","FL","base load generation","wind","wind_base_offshore",2020,0.37
"1247","GA","base load generation","wind","wind_base_offshore",2020,0.39
"1248","IL","base load generation","wind","wind_base_offshore",2020,0.43
"1249","IN","base load generation","wind","wind_base_offshore",2020,0.42
"1250","LA","base load generation","wind","wind_base_offshore",2020,0.38
"1251","MA","base load generation","wind","wind_base_offshore",2020,0.5
"1252","MD","base load generation","wind","wind_base_offshore",2020,0.42
"1253","ME","base load generation","wind","wind_base_offshore",2020,0.51
"1254","MI","base load generation","wind","wind_base_offshore",2020,0.48
"1255","MN","base load generation","wind","wind_base_offshore",2020,0.4
"1256","MS","base load generation","wind","wind_base_offshore",2020,0.33
"1257","NC","base load generation","wind","wind_base_offshore",2020,0.44
"1258","NJ","base load generation","wind","wind_base_offshore",2020,0.51
"1259","NY","base load generation","wind","wind_base_offshore",2020,0.5
"1260","OH","base load generation","wind","wind_base_offshore",2020,0.44
"1261","OR","base load generation","wind","wind_base_offshore",2020,0.51
"1262","PA","base load generation","wind","wind_base_offshore",2020,0.43
"1263","RI","base load generation","wind","wind_base_offshore",2020,0.49
"1264","SC","base load generation","wind","wind_base_offshore",2020,0.43
"1265","TX","base load generation","wind","wind_base_offshore",2020,0.51
"1266","VA","base load generation","wind","wind_base_offshore",2020,0.44
"1267","WA","base load generation","wind","wind_base_offshore",2020,0.45
"1268","WI","base load generation","wind","wind_base_offshore",2020,0.45
"1269","AK","base load generation","wind","wind_base_offshore",2025,0.46
"1270","AL","base load generation","wind","wind_base_offshore",2025,0.32
"1271","CA","base load generation","wind","wind_base_offshore",2025,0.49
"1272","CT","base load generation","wind","wind_base_offshore",2025,0.4
"1273","DE","base load generation","wind","wind_base_offshore",2025,0.42
"1274","FL","base load generation","wind","wind_base_offshore",2025,0.37
"1275","GA","base load generation","wind","wind_base_offshore",2025,0.39
"1276","IL","base load generation","wind","wind_base_offshore",2025,0.43
"1277","IN","base load generation","wind","wind_base_offshore",2025,0.42
"1278","LA","base load generation","wind","wind_base_offshore",2025,0.38
"1279","MA","base load generation","wind","wind_base_offshore",2025,0.5
"1280","MD","base load generation","wind","wind_base_offshore",2025,0.42
"1281","ME","base load generation","wind","wind_base_offshore",2025,0.51
"1282","MI","base load generation","wind","wind_base_offshore",2025,0.48
"1283","MN","base load generation","wind","wind_base_offshore",2025,0.4
"1284","MS","base load generation","wind","wind_base_offshore",2025,0.33
"1285","NC","base load generation","wind","wind_base_offshore",2025,0.44
"1286","NJ","base load generation","wind","wind_base_offshore",2025,0.51
"1287","NY","base load generation","wind","wind_base_offshore",2025,0.5
"1288","OH","base load generation","wind","wind_base_offshore",2025,0.44
"1289","OR","base load generation","wind","wind_base_offshore",2025,0.51
"1290","PA","base load generation","wind","wind_base_offshore",2025,0.43
"1291","RI","base load generation","wind","wind_base_offshore",2025,0.49
"1292","SC","base load generation","wind","wind_base_offshore",2025,0.43
"1293","TX","base load generation","wind","wind_base_offshore",2025,0.51
"1294","VA","base load generation","wind","wind_base_offshore",2025,0.44
"1295","WA","base load generation","wind","wind_base_offshore",2025,0.45
"1296","WI","base load generation","wind","wind_base_offshore",2025,0.45
"1297","AK","base load generation","wind","wind_base_offshore",2030,0.46
"1298","AL","base load generation","wind","wind_base_offshore",2030,0.32
"1299","CA","base load generation","wind","wind_base_offshore",2030,0.49
"1300","CT","base load generation","wind","wind_base_offshore",2030,0.4
"1301","DE","base load generation","wind","wind_base_offshore",2030,0.42
"1302","FL","base load generation","wind","wind_base_offshore",2030,0.37
"1303","GA","base load generation","wind","wind_base_offshore",2030,0.39
"1304","IL","base load generation","wind","wind_base_offshore",2030,0.43
"1305","IN","base load generation","wind","wind_base_offshore",2030,0.42
"1306","LA","base load generation","wind","wind_base_offshore",2030,0.38
"1307","MA","base load generation","wind","wind_base_offshore",2030,0.5
"1308","MD","base load generation","wind","wind_base_offshore",2030,0.42
"1309","ME","base load generation","wind","wind_base_offshore",2030,0.51
