"","sector.name","subsector.name","technology","year","input.capital","capital.overnight","fixed.charge.rate"
"343","intermediate generation","coal","coal_int_conv pul 1956-1960",2055,"capital",925,0.13
"344","intermediate generation","coal","coal_int_conv pul 1956-1960",2060,"capital",918,0.13
"345","intermediate generation","coal","coal_int_conv pul 1956-1960",2065,"capital",911,0.13
"346","intermediate generation","coal","coal_int_conv pul 1956-1960",2070,"capital",906,0.13
"347","intermediate generation","coal","coal_int_conv pul 1956-1960",2075,"capital",901,0.13
"348","intermediate generation","coal","coal_int_conv pul 1956-1960",2080,"capital",896,0.13
"349","intermediate generation","coal","coal_int_conv pul 1956-1960",2085,"capital",892,0.13
"350","intermediate generation","coal","coal_int_conv pul 1956-1960",2090,"capital",888,0.13
"351","intermediate generation","coal","coal_int_conv pul 1956-1960",2095,"capital",885,0.13
"352","intermediate generation","coal","coal_int_conv pul 1956-1960",2100,"capital",881,0.13
"353","intermediate generation","coal","coal_int_conv pul 1961-1965",1975,"capital",1015,0.13
"354","intermediate generation","coal","coal_int_conv pul 1961-1965",1990,"capital",1015,0.13
"355","intermediate generation","coal","coal_int_conv pul 1961-1965",2005,"capital",1015,0.13
"356","intermediate generation","coal","coal_int_conv pul 1961-1965",2010,"capital",1015,0.13
"357","intermediate generation","coal","coal_int_conv pul 1961-1965",2015,"capital",1015,0.13
"358","intermediate generation","coal","coal_int_conv pul 1961-1965",2020,"capital",999,0.13
"359","intermediate generation","coal","coal_int_conv pul 1961-1965",2025,"capital",985,0.13
"360","intermediate generation","coal","coal_int_conv pul 1961-1965",2030,"capital",972,0.13
"361","intermediate generation","coal","coal_int_conv pul 1961-1965",2035,"capital",961,0.13
"362","intermediate generation","coal","coal_int_conv pul 1961-1965",2040,"capital",950,0.13
"363","intermediate generation","coal","coal_int_conv pul 1961-1965",2045,"capital",941,0.13
"364","intermediate generation","coal","coal_int_conv pul 1961-1965",2050,"capital",932,0.13
"365","intermediate generation","coal","coal_int_conv pul 1961-1965",2055,"capital",925,0.13
"366","intermediate generation","coal","coal_int_conv pul 1961-1965",2060,"capital",918,0.13
"367","intermediate generation","coal","coal_int_conv pul 1961-1965",2065,"capital",911,0.13
"368","intermediate generation","coal","coal_int_conv pul 1961-1965",2070,"capital",906,0.13
"369","intermediate generation","coal","coal_int_conv pul 1961-1965",2075,"capital",901,0.13
"370","intermediate generation","coal","coal_int_conv pul 1961-1965",2080,"capital",896,0.13
"371","intermediate generation","coal","coal_int_conv pul 1961-1965",2085,"capital",892,0.13
"372","intermediate generation","coal","coal_int_conv pul 1961-1965",2090,"capital",888,0.13
"373","intermediate generation","coal","coal_int_conv pul 1961-1965",2095,"capital",885,0.13
"374","intermediate generation","coal","coal_int_conv pul 1961-1965",2100,"capital",881,0.13
"375","intermediate generation","coal","coal_int_conv pul 1966-1970",1975,"capital",1015,0.13
"376","intermediate generation","coal","coal_int_conv pul 1966-1970",1990,"capital",1015,0.13
"377","intermediate generation","coal","coal_int_conv pul 1966-1970",2005,"capital",1015,0.13
"378","intermediate generation","coal","coal_int_conv pul 1966-1970",2010,"capital",1015,0.13
"379","intermediate generation","coal","coal_int_conv pul 1966-1970",2015,"capital",1015,0.13
"380","intermediate generation","coal","coal_int_conv pul 1966-1970",2020,"capital",999,0.13
"381","intermediate generation","coal","coal_int_conv pul 1966-1970",2025,"capital",985,0.13
"382","intermediate generation","coal","coal_int_conv pul 1966-1970",2030,"capital",972,0.13
"383","intermediate generation","coal","coal_int_conv pul 1966-1970",2035,"capital",961,0.13
"384","intermediate generation","coal","coal_int_conv pul 1966-1970",2040,"capital",950,0.13
"385","intermediate generation","coal","coal_int_conv pul 1966-1970",2045,"capital",941,0.13
"386","intermediate generation","coal","coal_int_conv pul 1966-1970",2050,"capital",932,0.13
"387","intermediate generation","coal","coal_int_conv pul 1966-1970",2055,"capital",925,0.13
"388","intermediate generation","coal","coal_int_conv pul 1966-1970",2060,"capital",918,0.13
"389","intermediate generation","coal","coal_int_conv pul 1966-1970",2065,"capital",911,0.13
"390","intermediate generation","coal","coal_int_conv pul 1966-1970",2070,"capital",906,0.13
"391","intermediate generation","coal","coal_int_conv pul 1966-1970",2075,"capital",901,0.13
"392","intermediate generation","coal","coal_int_conv pul 1966-1970",2080,"capital",896,0.13
"393","intermediate generation","coal","coal_int_conv pul 1966-1970",2085,"capital",892,0.13
"394","intermediate generation","coal","coal_int_conv pul 1966-1970",2090,"capital",888,0.13
"395","intermediate generation","coal","coal_int_conv pul 1966-1970",2095,"capital",885,0.13
"396","intermediate generation","coal","coal_int_conv pul 1966-1970",2100,"capital",881,0.13
"397","intermediate generation","coal","coal_int_conv pul 1971-1975",1975,"capital",1015,0.13
"398","intermediate generation","coal","coal_int_conv pul 1971-1975",1990,"capital",1015,0.13
"399","intermediate generation","coal","coal_int_conv pul 1971-1975",2005,"capital",1015,0.13
"400","intermediate generation","coal","coal_int_conv pul 1971-1975",2010,"capital",1015,0.13
"401","intermediate generation","coal","coal_int_conv pul 1971-1975",2015,"capital",1015,0.13
"402","intermediate generation","coal","coal_int_conv pul 1971-1975",2020,"capital",999,0.13
"403","intermediate generation","coal","coal_int_conv pul 1971-1975",2025,"capital",985,0.13
"404","intermediate generation","coal","coal_int_conv pul 1971-1975",2030,"capital",972,0.13
"405","intermediate generation","coal","coal_int_conv pul 1971-1975",2035,"capital",961,0.13
"406","intermediate generation","coal","coal_int_conv pul 1971-1975",2040,"capital",950,0.13
"407","intermediate generation","coal","coal_int_conv pul 1971-1975",2045,"capital",941,0.13
"408","intermediate generation","coal","coal_int_conv pul 1971-1975",2050,"capital",932,0.13
"409","intermediate generation","coal","coal_int_conv pul 1971-1975",2055,"capital",925,0.13
"410","intermediate generation","coal","coal_int_conv pul 1971-1975",2060,"capital",918,0.13
"411","intermediate generation","coal","coal_int_conv pul 1971-1975",2065,"capital",911,0.13
"412","intermediate generation","coal","coal_int_conv pul 1971-1975",2070,"capital",906,0.13
"413","intermediate generation","coal","coal_int_conv pul 1971-1975",2075,"capital",901,0.13
"414","intermediate generation","coal","coal_int_conv pul 1971-1975",2080,"capital",896,0.13
"415","intermediate generation","coal","coal_int_conv pul 1971-1975",2085,"capital",892,0.13
"416","intermediate generation","coal","coal_int_conv pul 1971-1975",2090,"capital",888,0.13
"417","intermediate generation","coal","coal_int_conv pul 1971-1975",2095,"capital",885,0.13
"418","intermediate generation","coal","coal_int_conv pul 1971-1975",2100,"capital",881,0.13
"419","intermediate generation","coal","coal_int_conv pul 1976-1980",1975,"capital",1015,0.13
"420","intermediate generation","coal","coal_int_conv pul 1976-1980",1990,"capital",1015,0.13
"421","intermediate generation","coal","coal_int_conv pul 1976-1980",2005,"capital",1015,0.13
"422","intermediate generation","coal","coal_int_conv pul 1976-1980",2010,"capital",1015,0.13
"423","intermediate generation","coal","coal_int_conv pul 1976-1980",2015,"capital",1015,0.13
"424","intermediate generation","coal","coal_int_conv pul 1976-1980",2020,"capital",999,0.13
"425","intermediate generation","coal","coal_int_conv pul 1976-1980",2025,"capital",985,0.13
"426","intermediate generation","coal","coal_int_conv pul 1976-1980",2030,"capital",972,0.13
"427","intermediate generation","coal","coal_int_conv pul 1976-1980",2035,"capital",961,0.13
"428","intermediate generation","coal","coal_int_conv pul 1976-1980",2040,"capital",950,0.13
"429","intermediate generation","coal","coal_int_conv pul 1976-1980",2045,"capital",941,0.13
"430","intermediate generation","coal","coal_int_conv pul 1976-1980",2050,"capital",932,0.13
"431","intermediate generation","coal","coal_int_conv pul 1976-1980",2055,"capital",925,0.13
"432","intermediate generation","coal","coal_int_conv pul 1976-1980",2060,"capital",918,0.13
"433","intermediate generation","coal","coal_int_conv pul 1976-1980",2065,"capital",911,0.13
"434","intermediate generation","coal","coal_int_conv pul 1976-1980",2070,"capital",906,0.13
"435","intermediate generation","coal","coal_int_conv pul 1976-1980",2075,"capital",901,0.13
"436","intermediate generation","coal","coal_int_conv pul 1976-1980",2080,"capital",896,0.13
"437","intermediate generation","coal","coal_int_conv pul 1976-1980",2085,"capital",892,0.13
"438","intermediate generation","coal","coal_int_conv pul 1976-1980",2090,"capital",888,0.13
"439","intermediate generation","coal","coal_int_conv pul 1976-1980",2095,"capital",885,0.13
"440","intermediate generation","coal","coal_int_conv pul 1976-1980",2100,"capital",881,0.13
"441","intermediate generation","coal","coal_int_conv pul 1981-1985",1975,"capital",1015,0.13
"442","intermediate generation","coal","coal_int_conv pul 1981-1985",1990,"capital",1015,0.13
"443","intermediate generation","coal","coal_int_conv pul 1981-1985",2005,"capital",1015,0.13
"444","intermediate generation","coal","coal_int_conv pul 1981-1985",2010,"capital",1015,0.13
"445","intermediate generation","coal","coal_int_conv pul 1981-1985",2015,"capital",1015,0.13
"446","intermediate generation","coal","coal_int_conv pul 1981-1985",2020,"capital",999,0.13
"447","intermediate generation","coal","coal_int_conv pul 1981-1985",2025,"capital",985,0.13
"448","intermediate generation","coal","coal_int_conv pul 1981-1985",2030,"capital",972,0.13
"449","intermediate generation","coal","coal_int_conv pul 1981-1985",2035,"capital",961,0.13
"450","intermediate generation","coal","coal_int_conv pul 1981-1985",2040,"capital",950,0.13
"451","intermediate generation","coal","coal_int_conv pul 1981-1985",2045,"capital",941,0.13
"452","intermediate generation","coal","coal_int_conv pul 1981-1985",2050,"capital",932,0.13
"453","intermediate generation","coal","coal_int_conv pul 1981-1985",2055,"capital",925,0.13
"454","intermediate generation","coal","coal_int_conv pul 1981-1985",2060,"capital",918,0.13
"455","intermediate generation","coal","coal_int_conv pul 1981-1985",2065,"capital",911,0.13
"456","intermediate generation","coal","coal_int_conv pul 1981-1985",2070,"capital",906,0.13
"457","intermediate generation","coal","coal_int_conv pul 1981-1985",2075,"capital",901,0.13
"458","intermediate generation","coal","coal_int_conv pul 1981-1985",2080,"capital",896,0.13
"459","intermediate generation","coal","coal_int_conv pul 1981-1985",2085,"capital",892,0.13
"460","intermediate generation","coal","coal_int_conv pul 1981-1985",2090,"capital",888,0.13
"461","intermediate generation","coal","coal_int_conv pul 1981-1985",2095,"capital",885,0.13
"462","intermediate generation","coal","coal_int_conv pul 1981-1985",2100,"capital",881,0.13
"463","intermediate generation","coal","coal_int_conv pul 1986-1990",1975,"capital",1015,0.13
"464","intermediate generation","coal","coal_int_conv pul 1986-1990",1990,"capital",1015,0.13
"465","intermediate generation","coal","coal_int_conv pul 1986-1990",2005,"capital",1015,0.13
"466","intermediate generation","coal","coal_int_conv pul 1986-1990",2010,"capital",1015,0.13
"467","intermediate generation","coal","coal_int_conv pul 1986-1990",2015,"capital",1015,0.13
"468","intermediate generation","coal","coal_int_conv pul 1986-1990",2020,"capital",999,0.13
"469","intermediate generation","coal","coal_int_conv pul 1986-1990",2025,"capital",985,0.13
"470","intermediate generation","coal","coal_int_conv pul 1986-1990",2030,"capital",972,0.13
"471","intermediate generation","coal","coal_int_conv pul 1986-1990",2035,"capital",961,0.13
"472","intermediate generation","coal","coal_int_conv pul 1986-1990",2040,"capital",950,0.13
"473","intermediate generation","coal","coal_int_conv pul 1986-1990",2045,"capital",941,0.13
"474","intermediate generation","coal","coal_int_conv pul 1986-1990",2050,"capital",932,0.13
"475","intermediate generation","coal","coal_int_conv pul 1986-1990",2055,"capital",925,0.13
"476","intermediate generation","coal","coal_int_conv pul 1986-1990",2060,"capital",918,0.13
"477","intermediate generation","coal","coal_int_conv pul 1986-1990",2065,"capital",911,0.13
"478","intermediate generation","coal","coal_int_conv pul 1986-1990",2070,"capital",906,0.13
"479","intermediate generation","coal","coal_int_conv pul 1986-1990",2075,"capital",901,0.13
"480","intermediate generation","coal","coal_int_conv pul 1986-1990",2080,"capital",896,0.13
"481","intermediate generation","coal","coal_int_conv pul 1986-1990",2085,"capital",892,0.13
"482","intermediate generation","coal","coal_int_conv pul 1986-1990",2090,"capital",888,0.13
"483","intermediate generation","coal","coal_int_conv pul 1986-1990",2095,"capital",885,0.13
"484","intermediate generation","coal","coal_int_conv pul 1986-1990",2100,"capital",881,0.13
"485","intermediate generation","coal","coal_int_conv pul 1991-1995",1975,"capital",1015,0.13
"486","intermediate generation","coal","coal_int_conv pul 1991-1995",1990,"capital",1015,0.13
"487","intermediate generation","coal","coal_int_conv pul 1991-1995",2005,"capital",1015,0.13
"488","intermediate generation","coal","coal_int_conv pul 1991-1995",2010,"capital",1015,0.13
"489","intermediate generation","coal","coal_int_conv pul 1991-1995",2015,"capital",1015,0.13
"490","intermediate generation","coal","coal_int_conv pul 1991-1995",2020,"capital",999,0.13
"491","intermediate generation","coal","coal_int_conv pul 1991-1995",2025,"capital",985,0.13
"492","intermediate generation","coal","coal_int_conv pul 1991-1995",2030,"capital",972,0.13
"493","intermediate generation","coal","coal_int_conv pul 1991-1995",2035,"capital",961,0.13
"494","intermediate generation","coal","coal_int_conv pul 1991-1995",2040,"capital",950,0.13
"495","intermediate generation","coal","coal_int_conv pul 1991-1995",2045,"capital",941,0.13
"496","intermediate generation","coal","coal_int_conv pul 1991-1995",2050,"capital",932,0.13
"497","intermediate generation","coal","coal_int_conv pul 1991-1995",2055,"capital",925,0.13
"498","intermediate generation","coal","coal_int_conv pul 1991-1995",2060,"capital",918,0.13
"499","intermediate generation","coal","coal_int_conv pul 1991-1995",2065,"capital",911,0.13
"500","intermediate generation","coal","coal_int_conv pul 1991-1995",2070,"capital",906,0.13
"501","intermediate generation","coal","coal_int_conv pul 1991-1995",2075,"capital",901,0.13
"502","intermediate generation","coal","coal_int_conv pul 1991-1995",2080,"capital",896,0.13
"503","intermediate generation","coal","coal_int_conv pul 1991-1995",2085,"capital",892,0.13
"504","intermediate generation","coal","coal_int_conv pul 1991-1995",2090,"capital",888,0.13
"505","intermediate generation","coal","coal_int_conv pul 1991-1995",2095,"capital",885,0.13
"506","intermediate generation","coal","coal_int_conv pul 1991-1995",2100,"capital",881,0.13
"507","intermediate generation","coal","coal_int_conv pul 1996-2000",1975,"capital",1015,0.13
"508","intermediate generation","coal","coal_int_conv pul 1996-2000",1990,"capital",1015,0.13
"509","intermediate generation","coal","coal_int_conv pul 1996-2000",2005,"capital",1015,0.13
"510","intermediate generation","coal","coal_int_conv pul 1996-2000",2010,"capital",1015,0.13
"511","intermediate generation","coal","coal_int_conv pul 1996-2000",2015,"capital",1015,0.13
"512","intermediate generation","coal","coal_int_conv pul 1996-2000",2020,"capital",999,0.13
"513","intermediate generation","coal","coal_int_conv pul 1996-2000",2025,"capital",985,0.13
"514","intermediate generation","coal","coal_int_conv pul 1996-2000",2030,"capital",972,0.13
"515","intermediate generation","coal","coal_int_conv pul 1996-2000",2035,"capital",961,0.13
"516","intermediate generation","coal","coal_int_conv pul 1996-2000",2040,"capital",950,0.13
"517","intermediate generation","coal","coal_int_conv pul 1996-2000",2045,"capital",941,0.13
"518","intermediate generation","coal","coal_int_conv pul 1996-2000",2050,"capital",932,0.13
"519","intermediate generation","coal","coal_int_conv pul 1996-2000",2055,"capital",925,0.13
"520","intermediate generation","coal","coal_int_conv pul 1996-2000",2060,"capital",918,0.13
"521","intermediate generation","coal","coal_int_conv pul 1996-2000",2065,"capital",911,0.13
"522","intermediate generation","coal","coal_int_conv pul 1996-2000",2070,"capital",906,0.13
"523","intermediate generation","coal","coal_int_conv pul 1996-2000",2075,"capital",901,0.13
"524","intermediate generation","coal","coal_int_conv pul 1996-2000",2080,"capital",896,0.13
"525","intermediate generation","coal","coal_int_conv pul 1996-2000",2085,"capital",892,0.13
"526","intermediate generation","coal","coal_int_conv pul 1996-2000",2090,"capital",888,0.13
"527","intermediate generation","coal","coal_int_conv pul 1996-2000",2095,"capital",885,0.13
"528","intermediate generation","coal","coal_int_conv pul 1996-2000",2100,"capital",881,0.13
"529","intermediate generation","coal","coal_int_conv pul 2001-2005",1975,"capital",1015,0.13
"530","intermediate generation","coal","coal_int_conv pul 2001-2005",1990,"capital",1015,0.13
"531","intermediate generation","coal","coal_int_conv pul 2001-2005",2005,"capital",1015,0.13
"532","intermediate generation","coal","coal_int_conv pul 2001-2005",2010,"capital",1015,0.13
"533","intermediate generation","coal","coal_int_conv pul 2001-2005",2015,"capital",1015,0.13
"534","intermediate generation","coal","coal_int_conv pul 2001-2005",2020,"capital",999,0.13
"535","intermediate generation","coal","coal_int_conv pul 2001-2005",2025,"capital",985,0.13
"536","intermediate generation","coal","coal_int_conv pul 2001-2005",2030,"capital",972,0.13
"537","intermediate generation","coal","coal_int_conv pul 2001-2005",2035,"capital",961,0.13
"538","intermediate generation","coal","coal_int_conv pul 2001-2005",2040,"capital",950,0.13
"539","intermediate generation","coal","coal_int_conv pul 2001-2005",2045,"capital",941,0.13
"540","intermediate generation","coal","coal_int_conv pul 2001-2005",2050,"capital",932,0.13
"541","intermediate generation","coal","coal_int_conv pul 2001-2005",2055,"capital",925,0.13
"542","intermediate generation","coal","coal_int_conv pul 2001-2005",2060,"capital",918,0.13
"543","intermediate generation","coal","coal_int_conv pul 2001-2005",2065,"capital",911,0.13
"544","intermediate generation","coal","coal_int_conv pul 2001-2005",2070,"capital",906,0.13
"545","intermediate generation","coal","coal_int_conv pul 2001-2005",2075,"capital",901,0.13
"546","intermediate generation","coal","coal_int_conv pul 2001-2005",2080,"capital",896,0.13
"547","intermediate generation","coal","coal_int_conv pul 2001-2005",2085,"capital",892,0.13
"548","intermediate generation","coal","coal_int_conv pul 2001-2005",2090,"capital",888,0.13
"549","intermediate generation","coal","coal_int_conv pul 2001-2005",2095,"capital",885,0.13
"550","intermediate generation","coal","coal_int_conv pul 2001-2005",2100,"capital",881,0.13
"551","intermediate generation","coal","coal_int_conv pul 2006-2010",1975,"capital",1015,0.13
"552","intermediate generation","coal","coal_int_conv pul 2006-2010",1990,"capital",1015,0.13
"553","intermediate generation","coal","coal_int_conv pul 2006-2010",2005,"capital",1015,0.13
"554","intermediate generation","coal","coal_int_conv pul 2006-2010",2010,"capital",1015,0.13
"555","intermediate generation","coal","coal_int_conv pul 2006-2010",2015,"capital",1015,0.13
"556","intermediate generation","coal","coal_int_conv pul 2006-2010",2020,"capital",999,0.13
"557","intermediate generation","coal","coal_int_conv pul 2006-2010",2025,"capital",985,0.13
"558","intermediate generation","coal","coal_int_conv pul 2006-2010",2030,"capital",972,0.13
"559","intermediate generation","coal","coal_int_conv pul 2006-2010",2035,"capital",961,0.13
"560","intermediate generation","coal","coal_int_conv pul 2006-2010",2040,"capital",950,0.13
"561","intermediate generation","coal","coal_int_conv pul 2006-2010",2045,"capital",941,0.13
"562","intermediate generation","coal","coal_int_conv pul 2006-2010",2050,"capital",932,0.13
"563","intermediate generation","coal","coal_int_conv pul 2006-2010",2055,"capital",925,0.13
"564","intermediate generation","coal","coal_int_conv pul 2006-2010",2060,"capital",918,0.13
"565","intermediate generation","coal","coal_int_conv pul 2006-2010",2065,"capital",911,0.13
"566","intermediate generation","coal","coal_int_conv pul 2006-2010",2070,"capital",906,0.13
"567","intermediate generation","coal","coal_int_conv pul 2006-2010",2075,"capital",901,0.13
"568","intermediate generation","coal","coal_int_conv pul 2006-2010",2080,"capital",896,0.13
"569","intermediate generation","coal","coal_int_conv pul 2006-2010",2085,"capital",892,0.13
"570","intermediate generation","coal","coal_int_conv pul 2006-2010",2090,"capital",888,0.13
"571","intermediate generation","coal","coal_int_conv pul 2006-2010",2095,"capital",885,0.13
"572","intermediate generation","coal","coal_int_conv pul 2006-2010",2100,"capital",881,0.13
"573","intermediate generation","coal","coal_int_conv pul 2011-2015",1975,"capital",1015,0.13
"574","intermediate generation","coal","coal_int_conv pul 2011-2015",1990,"capital",1015,0.13
"575","intermediate generation","coal","coal_int_conv pul 2011-2015",2005,"capital",1015,0.13
"576","intermediate generation","coal","coal_int_conv pul 2011-2015",2010,"capital",1015,0.13
"577","intermediate generation","coal","coal_int_conv pul 2011-2015",2015,"capital",1015,0.13
"578","intermediate generation","coal","coal_int_conv pul 2011-2015",2020,"capital",999,0.13
"579","intermediate generation","coal","coal_int_conv pul 2011-2015",2025,"capital",985,0.13
"580","intermediate generation","coal","coal_int_conv pul 2011-2015",2030,"capital",972,0.13
"581","intermediate generation","coal","coal_int_conv pul 2011-2015",2035,"capital",961,0.13
"582","intermediate generation","coal","coal_int_conv pul 2011-2015",2040,"capital",950,0.13
"583","intermediate generation","coal","coal_int_conv pul 2011-2015",2045,"capital",941,0.13
"584","intermediate generation","coal","coal_int_conv pul 2011-2015",2050,"capital",932,0.13
"585","intermediate generation","coal","coal_int_conv pul 2011-2015",2055,"capital",925,0.13
"586","intermediate generation","coal","coal_int_conv pul 2011-2015",2060,"capital",918,0.13
"587","intermediate generation","coal","coal_int_conv pul 2011-2015",2065,"capital",911,0.13
"588","intermediate generation","coal","coal_int_conv pul 2011-2015",2070,"capital",906,0.13
"589","intermediate generation","coal","coal_int_conv pul 2011-2015",2075,"capital",901,0.13
"590","intermediate generation","coal","coal_int_conv pul 2011-2015",2080,"capital",896,0.13
"591","intermediate generation","coal","coal_int_conv pul 2011-2015",2085,"capital",892,0.13
"592","intermediate generation","coal","coal_int_conv pul 2011-2015",2090,"capital",888,0.13
"593","intermediate generation","coal","coal_int_conv pul 2011-2015",2095,"capital",885,0.13
"594","intermediate generation","coal","coal_int_conv pul 2011-2015",2100,"capital",881,0.13
"595","intermediate generation","coal","coal_int_conv pul before 1950",1975,"capital",1015,0.13
"596","intermediate generation","coal","coal_int_conv pul before 1950",1990,"capital",1015,0.13
"597","intermediate generation","coal","coal_int_conv pul before 1950",2005,"capital",1015,0.13
"598","intermediate generation","coal","coal_int_conv pul before 1950",2010,"capital",1015,0.13
"599","intermediate generation","coal","coal_int_conv pul before 1950",2015,"capital",1015,0.13
"600","intermediate generation","coal","coal_int_conv pul before 1950",2020,"capital",999,0.13
"601","intermediate generation","coal","coal_int_conv pul before 1950",2025,"capital",985,0.13
"602","intermediate generation","coal","coal_int_conv pul before 1950",2030,"capital",972,0.13
"603","intermediate generation","coal","coal_int_conv pul before 1950",2035,"capital",961,0.13
"604","intermediate generation","coal","coal_int_conv pul before 1950",2040,"capital",950,0.13
"605","intermediate generation","coal","coal_int_conv pul before 1950",2045,"capital",941,0.13
"606","intermediate generation","coal","coal_int_conv pul before 1950",2050,"capital",932,0.13
"607","intermediate generation","coal","coal_int_conv pul before 1950",2055,"capital",925,0.13
"608","intermediate generation","coal","coal_int_conv pul before 1950",2060,"capital",918,0.13
"609","intermediate generation","coal","coal_int_conv pul before 1950",2065,"capital",911,0.13
"610","intermediate generation","coal","coal_int_conv pul before 1950",2070,"capital",906,0.13
"611","intermediate generation","coal","coal_int_conv pul before 1950",2075,"capital",901,0.13
"612","intermediate generation","coal","coal_int_conv pul before 1950",2080,"capital",896,0.13
"613","intermediate generation","coal","coal_int_conv pul before 1950",2085,"capital",892,0.13
"614","intermediate generation","coal","coal_int_conv pul before 1950",2090,"capital",888,0.13
"615","intermediate generation","coal","coal_int_conv pul before 1950",2095,"capital",885,0.13
"616","intermediate generation","coal","coal_int_conv pul before 1950",2100,"capital",881,0.13
