"","sector.name","subsector.name0","subsector.name","year","technology","input.capital","capital.overnight","fixed.charge.rate"
"4568","intermediate generation","coal","coal_int_conv pul 1981-1985",2045,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"4569","intermediate generation","coal","coal_int_conv pul 1981-1985",2045,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"4570","intermediate generation","coal","coal_int_conv pul 1986-1990",2045,"coal (conv pul) (once through)","cooling system",6,0.15
"4571","intermediate generation","coal","coal_int_conv pul 1986-1990",2045,"coal (conv pul) (seawater)","cooling system",6,0.15
"4572","intermediate generation","coal","coal_int_conv pul 1986-1990",2045,"coal (conv pul) (recirculating)","cooling system",10,0.15
"4573","intermediate generation","coal","coal_int_conv pul 1986-1990",2045,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"4574","intermediate generation","coal","coal_int_conv pul 1986-1990",2045,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"4575","intermediate generation","coal","coal_int_conv pul 1991-1995",2045,"coal (conv pul) (once through)","cooling system",6,0.15
"4576","intermediate generation","coal","coal_int_conv pul 1991-1995",2045,"coal (conv pul) (seawater)","cooling system",6,0.15
"4577","intermediate generation","coal","coal_int_conv pul 1991-1995",2045,"coal (conv pul) (recirculating)","cooling system",10,0.15
"4578","intermediate generation","coal","coal_int_conv pul 1991-1995",2045,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"4579","intermediate generation","coal","coal_int_conv pul 1991-1995",2045,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"4580","intermediate generation","coal","coal_int_conv pul 1996-2000",2045,"coal (conv pul) (once through)","cooling system",6,0.15
"4581","intermediate generation","coal","coal_int_conv pul 1996-2000",2045,"coal (conv pul) (seawater)","cooling system",6,0.15
"4582","intermediate generation","coal","coal_int_conv pul 1996-2000",2045,"coal (conv pul) (recirculating)","cooling system",10,0.15
"4583","intermediate generation","coal","coal_int_conv pul 1996-2000",2045,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"4584","intermediate generation","coal","coal_int_conv pul 1996-2000",2045,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"4585","intermediate generation","coal","coal_int_conv pul 2001-2005",2045,"coal (conv pul) (once through)","cooling system",6,0.15
"4586","intermediate generation","coal","coal_int_conv pul 2001-2005",2045,"coal (conv pul) (seawater)","cooling system",6,0.15
"4587","intermediate generation","coal","coal_int_conv pul 2001-2005",2045,"coal (conv pul) (recirculating)","cooling system",10,0.15
"4588","intermediate generation","coal","coal_int_conv pul 2001-2005",2045,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"4589","intermediate generation","coal","coal_int_conv pul 2001-2005",2045,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"4590","intermediate generation","coal","coal_int_conv pul 2006-2010",2045,"coal (conv pul) (once through)","cooling system",6,0.15
"4591","intermediate generation","coal","coal_int_conv pul 2006-2010",2045,"coal (conv pul) (seawater)","cooling system",6,0.15
"4592","intermediate generation","coal","coal_int_conv pul 2006-2010",2045,"coal (conv pul) (recirculating)","cooling system",10,0.15
"4593","intermediate generation","coal","coal_int_conv pul 2006-2010",2045,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"4594","intermediate generation","coal","coal_int_conv pul 2006-2010",2045,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"4595","intermediate generation","coal","coal_int_conv pul 2011-2015",2045,"coal (conv pul) (once through)","cooling system",6,0.15
"4596","intermediate generation","coal","coal_int_conv pul 2011-2015",2045,"coal (conv pul) (seawater)","cooling system",6,0.15
"4597","intermediate generation","coal","coal_int_conv pul 2011-2015",2045,"coal (conv pul) (recirculating)","cooling system",10,0.15
"4598","intermediate generation","coal","coal_int_conv pul 2011-2015",2045,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"4599","intermediate generation","coal","coal_int_conv pul 2011-2015",2045,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"4600","intermediate generation","coal","coal_int_conv pul before 1950",2045,"coal (conv pul) (once through)","cooling system",6,0.15
"4601","intermediate generation","coal","coal_int_conv pul before 1950",2045,"coal (conv pul) (seawater)","cooling system",6,0.15
"4602","intermediate generation","coal","coal_int_conv pul before 1950",2045,"coal (conv pul) (recirculating)","cooling system",10,0.15
"4603","intermediate generation","coal","coal_int_conv pul before 1950",2045,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"4604","intermediate generation","coal","coal_int_conv pul before 1950",2045,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"4605","intermediate generation","coal","coal_int_conv pul_retire_2020",2045,"coal (conv pul) (once through)","cooling system",6,0.15
"4606","intermediate generation","coal","coal_int_conv pul_retire_2020",2045,"coal (conv pul) (seawater)","cooling system",6,0.15
"4607","intermediate generation","coal","coal_int_conv pul_retire_2020",2045,"coal (conv pul) (recirculating)","cooling system",10,0.15
"4608","intermediate generation","coal","coal_int_conv pul_retire_2020",2045,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"4609","intermediate generation","coal","coal_int_conv pul_retire_2020",2045,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"4610","intermediate generation","biomass","biomass_int_conv",2050,"biomass (conv) (once through)","cooling system",6,0.15
"4611","intermediate generation","biomass","biomass_int_conv",2050,"biomass (conv) (seawater)","cooling system",6,0.15
"4612","intermediate generation","biomass","biomass_int_conv",2050,"biomass (conv) (recirculating)","cooling system",10,0.15
"4613","intermediate generation","biomass","biomass_int_conv",2050,"biomass (conv) (cooling pond)","cooling system",9,0.15
"4614","intermediate generation","biomass","biomass_int_conv",2050,"biomass (conv) (dry cooling)","cooling system",62,0.15
"4615","intermediate generation","biomass","biomass_int_conv_CCS",2050,"biomass (conv CCS) (once through)","cooling system",6,0.15
"4616","intermediate generation","biomass","biomass_int_conv_CCS",2050,"biomass (conv CCS) (seawater)","cooling system",6,0.15
"4617","intermediate generation","biomass","biomass_int_conv_CCS",2050,"biomass (conv CCS) (recirculating)","cooling system",10,0.15
"4618","intermediate generation","biomass","biomass_int_conv_CCS",2050,"biomass (conv CCS) (dry cooling)","cooling system",62,0.15
"4619","intermediate generation","biomass","biomass_int_IGCC",2050,"biomass (IGCC) (once through)","cooling system",6,0.15
"4620","intermediate generation","biomass","biomass_int_IGCC",2050,"biomass (IGCC) (seawater)","cooling system",6,0.15
"4621","intermediate generation","biomass","biomass_int_IGCC",2050,"biomass (IGCC) (recirculating)","cooling system",10,0.15
"4622","intermediate generation","biomass","biomass_int_IGCC",2050,"biomass (IGCC) (dry cooling)","cooling system",62,0.15
"4623","intermediate generation","biomass","biomass_int_IGCC_CCS",2050,"biomass (IGCC CCS) (once through)","cooling system",6,0.15
"4624","intermediate generation","biomass","biomass_int_IGCC_CCS",2050,"biomass (IGCC CCS) (seawater)","cooling system",6,0.15
"4625","intermediate generation","biomass","biomass_int_IGCC_CCS",2050,"biomass (IGCC CCS) (recirculating)","cooling system",10,0.15
"4626","intermediate generation","biomass","biomass_int_IGCC_CCS",2050,"biomass (IGCC CCS) (dry cooling)","cooling system",62,0.15
"4627","intermediate generation","coal","coal_int_conv pul",2050,"coal (conv pul) (once through)","cooling system",6,0.15
"4628","intermediate generation","coal","coal_int_conv pul",2050,"coal (conv pul) (seawater)","cooling system",6,0.15
"4629","intermediate generation","coal","coal_int_conv pul",2050,"coal (conv pul) (recirculating)","cooling system",10,0.15
"4630","intermediate generation","coal","coal_int_conv pul",2050,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"4631","intermediate generation","coal","coal_int_conv pul",2050,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"4632","intermediate generation","coal","coal_int_conv pul_CCS",2050,"coal (conv pul CCS) (once through)","cooling system",6,0.15
"4633","intermediate generation","coal","coal_int_conv pul_CCS",2050,"coal (conv pul CCS) (seawater)","cooling system",6,0.15
"4634","intermediate generation","coal","coal_int_conv pul_CCS",2050,"coal (conv pul CCS) (recirculating)","cooling system",10,0.15
"4635","intermediate generation","coal","coal_int_conv pul_CCS",2050,"coal (conv pul CCS) (dry cooling)","cooling system",62,0.15
"4636","intermediate generation","coal","coal_int_IGCC",2050,"coal (IGCC) (once through)","cooling system",6,0.15
"4637","intermediate generation","coal","coal_int_IGCC",2050,"coal (IGCC) (seawater)","cooling system",6,0.15
"4638","intermediate generation","coal","coal_int_IGCC",2050,"coal (IGCC) (recirculating)","cooling system",10,0.15
"4639","intermediate generation","coal","coal_int_IGCC",2050,"coal (IGCC) (dry cooling)","cooling system",62,0.15
"4640","intermediate generation","coal","coal_int_IGCC_CCS",2050,"coal (IGCC CCS) (once through)","cooling system",6,0.15
"4641","intermediate generation","coal","coal_int_IGCC_CCS",2050,"coal (IGCC CCS) (seawater)","cooling system",6,0.15
"4642","intermediate generation","coal","coal_int_IGCC_CCS",2050,"coal (IGCC CCS) (recirculating)","cooling system",10,0.15
"4643","intermediate generation","coal","coal_int_IGCC_CCS",2050,"coal (IGCC CCS) (dry cooling)","cooling system",62,0.15
"4644","intermediate generation","gas","gas_int_CC",2050,"gas (CC) (once through)","cooling system",6,0.15
"4645","intermediate generation","gas","gas_int_CC",2050,"gas (CC) (seawater)","cooling system",6,0.15
"4646","intermediate generation","gas","gas_int_CC",2050,"gas (CC) (recirculating)","cooling system",10,0.15
"4647","intermediate generation","gas","gas_int_CC",2050,"gas (CC) (cooling pond)","cooling system",9,0.15
"4648","intermediate generation","gas","gas_int_CC",2050,"gas (CC) (dry cooling)","cooling system",62,0.15
"4649","intermediate generation","gas","gas_int_CC_CCS",2050,"gas (CC CCS) (once through)","cooling system",6,0.15
"4650","intermediate generation","gas","gas_int_CC_CCS",2050,"gas (CC CCS) (seawater)","cooling system",6,0.15
"4651","intermediate generation","gas","gas_int_CC_CCS",2050,"gas (CC CCS) (recirculating)","cooling system",10,0.15
"4652","intermediate generation","gas","gas_int_CC_CCS",2050,"gas (CC CCS) (dry cooling)","cooling system",62,0.15
"4653","intermediate generation","refined liquids","refined liquids_int_steam/CT",2050,"refined liquids (steam/CT) (once through)","cooling system",6,0.15
"4654","intermediate generation","refined liquids","refined liquids_int_steam/CT",2050,"refined liquids (steam/CT) (seawater)","cooling system",6,0.15
"4655","intermediate generation","refined liquids","refined liquids_int_steam/CT",2050,"refined liquids (steam/CT) (recirculating)","cooling system",10,0.15
"4656","intermediate generation","refined liquids","refined liquids_int_steam/CT",2050,"refined liquids (steam/CT) (cooling pond)","cooling system",9,0.15
"4657","intermediate generation","refined liquids","refined liquids_int_steam/CT",2050,"refined liquids (steam/CT) (dry cooling)","cooling system",62,0.15
"4658","intermediate generation","refined liquids","refined liquids_int_CC",2050,"refined liquids (CC) (once through)","cooling system",6,0.15
"4659","intermediate generation","refined liquids","refined liquids_int_CC",2050,"refined liquids (CC) (seawater)","cooling system",6,0.15
"4660","intermediate generation","refined liquids","refined liquids_int_CC",2050,"refined liquids (CC) (recirculating)","cooling system",10,0.15
"4661","intermediate generation","refined liquids","refined liquids_int_CC",2050,"refined liquids (CC) (dry cooling)","cooling system",62,0.15
"4662","intermediate generation","refined liquids","refined liquids_int_CC_CCS",2050,"refined liquids (CC CCS) (once through)","cooling system",6,0.15
"4663","intermediate generation","refined liquids","refined liquids_int_CC_CCS",2050,"refined liquids (CC CCS) (seawater)","cooling system",6,0.15
"4664","intermediate generation","refined liquids","refined liquids_int_CC_CCS",2050,"refined liquids (CC CCS) (recirculating)","cooling system",10,0.15
"4665","intermediate generation","refined liquids","refined liquids_int_CC_CCS",2050,"refined liquids (CC CCS) (dry cooling)","cooling system",62,0.15
"4666","intermediate generation","coal","coal_int_conv pul 1951-1955",2050,"coal (conv pul) (once through)","cooling system",6,0.15
"4667","intermediate generation","coal","coal_int_conv pul 1951-1955",2050,"coal (conv pul) (seawater)","cooling system",6,0.15
"4668","intermediate generation","coal","coal_int_conv pul 1951-1955",2050,"coal (conv pul) (recirculating)","cooling system",10,0.15
"4669","intermediate generation","coal","coal_int_conv pul 1951-1955",2050,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"4670","intermediate generation","coal","coal_int_conv pul 1951-1955",2050,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"4671","intermediate generation","coal","coal_int_conv pul 1956-1960",2050,"coal (conv pul) (once through)","cooling system",6,0.15
"4672","intermediate generation","coal","coal_int_conv pul 1956-1960",2050,"coal (conv pul) (seawater)","cooling system",6,0.15
"4673","intermediate generation","coal","coal_int_conv pul 1956-1960",2050,"coal (conv pul) (recirculating)","cooling system",10,0.15
"4674","intermediate generation","coal","coal_int_conv pul 1956-1960",2050,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"4675","intermediate generation","coal","coal_int_conv pul 1956-1960",2050,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"4676","intermediate generation","coal","coal_int_conv pul 1961-1965",2050,"coal (conv pul) (once through)","cooling system",6,0.15
"4677","intermediate generation","coal","coal_int_conv pul 1961-1965",2050,"coal (conv pul) (seawater)","cooling system",6,0.15
"4678","intermediate generation","coal","coal_int_conv pul 1961-1965",2050,"coal (conv pul) (recirculating)","cooling system",10,0.15
"4679","intermediate generation","coal","coal_int_conv pul 1961-1965",2050,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"4680","intermediate generation","coal","coal_int_conv pul 1961-1965",2050,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"4681","intermediate generation","coal","coal_int_conv pul 1966-1970",2050,"coal (conv pul) (once through)","cooling system",6,0.15
"4682","intermediate generation","coal","coal_int_conv pul 1966-1970",2050,"coal (conv pul) (seawater)","cooling system",6,0.15
"4683","intermediate generation","coal","coal_int_conv pul 1966-1970",2050,"coal (conv pul) (recirculating)","cooling system",10,0.15
"4684","intermediate generation","coal","coal_int_conv pul 1966-1970",2050,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"4685","intermediate generation","coal","coal_int_conv pul 1966-1970",2050,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"4686","intermediate generation","coal","coal_int_conv pul 1971-1975",2050,"coal (conv pul) (once through)","cooling system",6,0.15
"4687","intermediate generation","coal","coal_int_conv pul 1971-1975",2050,"coal (conv pul) (seawater)","cooling system",6,0.15
"4688","intermediate generation","coal","coal_int_conv pul 1971-1975",2050,"coal (conv pul) (recirculating)","cooling system",10,0.15
"4689","intermediate generation","coal","coal_int_conv pul 1971-1975",2050,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"4690","intermediate generation","coal","coal_int_conv pul 1971-1975",2050,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"4691","intermediate generation","coal","coal_int_conv pul 1976-1980",2050,"coal (conv pul) (once through)","cooling system",6,0.15
"4692","intermediate generation","coal","coal_int_conv pul 1976-1980",2050,"coal (conv pul) (seawater)","cooling system",6,0.15
"4693","intermediate generation","coal","coal_int_conv pul 1976-1980",2050,"coal (conv pul) (recirculating)","cooling system",10,0.15
"4694","intermediate generation","coal","coal_int_conv pul 1976-1980",2050,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"4695","intermediate generation","coal","coal_int_conv pul 1976-1980",2050,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"4696","intermediate generation","coal","coal_int_conv pul 1981-1985",2050,"coal (conv pul) (once through)","cooling system",6,0.15
"4697","intermediate generation","coal","coal_int_conv pul 1981-1985",2050,"coal (conv pul) (seawater)","cooling system",6,0.15
"4698","intermediate generation","coal","coal_int_conv pul 1981-1985",2050,"coal (conv pul) (recirculating)","cooling system",10,0.15
"4699","intermediate generation","coal","coal_int_conv pul 1981-1985",2050,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"4700","intermediate generation","coal","coal_int_conv pul 1981-1985",2050,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"4701","intermediate generation","coal","coal_int_conv pul 1986-1990",2050,"coal (conv pul) (once through)","cooling system",6,0.15
"4702","intermediate generation","coal","coal_int_conv pul 1986-1990",2050,"coal (conv pul) (seawater)","cooling system",6,0.15
"4703","intermediate generation","coal","coal_int_conv pul 1986-1990",2050,"coal (conv pul) (recirculating)","cooling system",10,0.15
"4704","intermediate generation","coal","coal_int_conv pul 1986-1990",2050,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"4705","intermediate generation","coal","coal_int_conv pul 1986-1990",2050,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"4706","intermediate generation","coal","coal_int_conv pul 1991-1995",2050,"coal (conv pul) (once through)","cooling system",6,0.15
"4707","intermediate generation","coal","coal_int_conv pul 1991-1995",2050,"coal (conv pul) (seawater)","cooling system",6,0.15
"4708","intermediate generation","coal","coal_int_conv pul 1991-1995",2050,"coal (conv pul) (recirculating)","cooling system",10,0.15
"4709","intermediate generation","coal","coal_int_conv pul 1991-1995",2050,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"4710","intermediate generation","coal","coal_int_conv pul 1991-1995",2050,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"4711","intermediate generation","coal","coal_int_conv pul 1996-2000",2050,"coal (conv pul) (once through)","cooling system",6,0.15
"4712","intermediate generation","coal","coal_int_conv pul 1996-2000",2050,"coal (conv pul) (seawater)","cooling system",6,0.15
"4713","intermediate generation","coal","coal_int_conv pul 1996-2000",2050,"coal (conv pul) (recirculating)","cooling system",10,0.15
"4714","intermediate generation","coal","coal_int_conv pul 1996-2000",2050,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"4715","intermediate generation","coal","coal_int_conv pul 1996-2000",2050,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"4716","intermediate generation","coal","coal_int_conv pul 2001-2005",2050,"coal (conv pul) (once through)","cooling system",6,0.15
"4717","intermediate generation","coal","coal_int_conv pul 2001-2005",2050,"coal (conv pul) (seawater)","cooling system",6,0.15
"4718","intermediate generation","coal","coal_int_conv pul 2001-2005",2050,"coal (conv pul) (recirculating)","cooling system",10,0.15
"4719","intermediate generation","coal","coal_int_conv pul 2001-2005",2050,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"4720","intermediate generation","coal","coal_int_conv pul 2001-2005",2050,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"4721","intermediate generation","coal","coal_int_conv pul 2006-2010",2050,"coal (conv pul) (once through)","cooling system",6,0.15
"4722","intermediate generation","coal","coal_int_conv pul 2006-2010",2050,"coal (conv pul) (seawater)","cooling system",6,0.15
"4723","intermediate generation","coal","coal_int_conv pul 2006-2010",2050,"coal (conv pul) (recirculating)","cooling system",10,0.15
"4724","intermediate generation","coal","coal_int_conv pul 2006-2010",2050,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"4725","intermediate generation","coal","coal_int_conv pul 2006-2010",2050,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"4726","intermediate generation","coal","coal_int_conv pul 2011-2015",2050,"coal (conv pul) (once through)","cooling system",6,0.15
"4727","intermediate generation","coal","coal_int_conv pul 2011-2015",2050,"coal (conv pul) (seawater)","cooling system",6,0.15
"4728","intermediate generation","coal","coal_int_conv pul 2011-2015",2050,"coal (conv pul) (recirculating)","cooling system",10,0.15
"4729","intermediate generation","coal","coal_int_conv pul 2011-2015",2050,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"4730","intermediate generation","coal","coal_int_conv pul 2011-2015",2050,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"4731","intermediate generation","coal","coal_int_conv pul before 1950",2050,"coal (conv pul) (once through)","cooling system",6,0.15
"4732","intermediate generation","coal","coal_int_conv pul before 1950",2050,"coal (conv pul) (seawater)","cooling system",6,0.15
"4733","intermediate generation","coal","coal_int_conv pul before 1950",2050,"coal (conv pul) (recirculating)","cooling system",10,0.15
"4734","intermediate generation","coal","coal_int_conv pul before 1950",2050,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"4735","intermediate generation","coal","coal_int_conv pul before 1950",2050,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"4736","intermediate generation","coal","coal_int_conv pul_retire_2020",2050,"coal (conv pul) (once through)","cooling system",6,0.15
"4737","intermediate generation","coal","coal_int_conv pul_retire_2020",2050,"coal (conv pul) (seawater)","cooling system",6,0.15
"4738","intermediate generation","coal","coal_int_conv pul_retire_2020",2050,"coal (conv pul) (recirculating)","cooling system",10,0.15
"4739","intermediate generation","coal","coal_int_conv pul_retire_2020",2050,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"4740","intermediate generation","coal","coal_int_conv pul_retire_2020",2050,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"4741","intermediate generation","biomass","biomass_int_conv",2055,"biomass (conv) (once through)","cooling system",6,0.15
"4742","intermediate generation","biomass","biomass_int_conv",2055,"biomass (conv) (seawater)","cooling system",6,0.15
"4743","intermediate generation","biomass","biomass_int_conv",2055,"biomass (conv) (recirculating)","cooling system",10,0.15
"4744","intermediate generation","biomass","biomass_int_conv",2055,"biomass (conv) (cooling pond)","cooling system",9,0.15
"4745","intermediate generation","biomass","biomass_int_conv",2055,"biomass (conv) (dry cooling)","cooling system",62,0.15
"4746","intermediate generation","biomass","biomass_int_conv_CCS",2055,"biomass (conv CCS) (once through)","cooling system",6,0.15
"4747","intermediate generation","biomass","biomass_int_conv_CCS",2055,"biomass (conv CCS) (seawater)","cooling system",6,0.15
"4748","intermediate generation","biomass","biomass_int_conv_CCS",2055,"biomass (conv CCS) (recirculating)","cooling system",10,0.15
"4749","intermediate generation","biomass","biomass_int_conv_CCS",2055,"biomass (conv CCS) (dry cooling)","cooling system",62,0.15
"4750","intermediate generation","biomass","biomass_int_IGCC",2055,"biomass (IGCC) (once through)","cooling system",6,0.15
"4751","intermediate generation","biomass","biomass_int_IGCC",2055,"biomass (IGCC) (seawater)","cooling system",6,0.15
"4752","intermediate generation","biomass","biomass_int_IGCC",2055,"biomass (IGCC) (recirculating)","cooling system",10,0.15
"4753","intermediate generation","biomass","biomass_int_IGCC",2055,"biomass (IGCC) (dry cooling)","cooling system",62,0.15
"4754","intermediate generation","biomass","biomass_int_IGCC_CCS",2055,"biomass (IGCC CCS) (once through)","cooling system",6,0.15
"4755","intermediate generation","biomass","biomass_int_IGCC_CCS",2055,"biomass (IGCC CCS) (seawater)","cooling system",6,0.15
"4756","intermediate generation","biomass","biomass_int_IGCC_CCS",2055,"biomass (IGCC CCS) (recirculating)","cooling system",10,0.15
"4757","intermediate generation","biomass","biomass_int_IGCC_CCS",2055,"biomass (IGCC CCS) (dry cooling)","cooling system",62,0.15
"4758","intermediate generation","coal","coal_int_conv pul",2055,"coal (conv pul) (once through)","cooling system",6,0.15
"4759","intermediate generation","coal","coal_int_conv pul",2055,"coal (conv pul) (seawater)","cooling system",6,0.15
"4760","intermediate generation","coal","coal_int_conv pul",2055,"coal (conv pul) (recirculating)","cooling system",10,0.15
"4761","intermediate generation","coal","coal_int_conv pul",2055,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"4762","intermediate generation","coal","coal_int_conv pul",2055,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"4763","intermediate generation","coal","coal_int_conv pul_CCS",2055,"coal (conv pul CCS) (once through)","cooling system",6,0.15
"4764","intermediate generation","coal","coal_int_conv pul_CCS",2055,"coal (conv pul CCS) (seawater)","cooling system",6,0.15
"4765","intermediate generation","coal","coal_int_conv pul_CCS",2055,"coal (conv pul CCS) (recirculating)","cooling system",10,0.15
"4766","intermediate generation","coal","coal_int_conv pul_CCS",2055,"coal (conv pul CCS) (dry cooling)","cooling system",62,0.15
"4767","intermediate generation","coal","coal_int_IGCC",2055,"coal (IGCC) (once through)","cooling system",6,0.15
"4768","intermediate generation","coal","coal_int_IGCC",2055,"coal (IGCC) (seawater)","cooling system",6,0.15
"4769","intermediate generation","coal","coal_int_IGCC",2055,"coal (IGCC) (recirculating)","cooling system",10,0.15
"4770","intermediate generation","coal","coal_int_IGCC",2055,"coal (IGCC) (dry cooling)","cooling system",62,0.15
"4771","intermediate generation","coal","coal_int_IGCC_CCS",2055,"coal (IGCC CCS) (once through)","cooling system",6,0.15
"4772","intermediate generation","coal","coal_int_IGCC_CCS",2055,"coal (IGCC CCS) (seawater)","cooling system",6,0.15
"4773","intermediate generation","coal","coal_int_IGCC_CCS",2055,"coal (IGCC CCS) (recirculating)","cooling system",10,0.15
"4774","intermediate generation","coal","coal_int_IGCC_CCS",2055,"coal (IGCC CCS) (dry cooling)","cooling system",62,0.15
"4775","intermediate generation","gas","gas_int_CC",2055,"gas (CC) (once through)","cooling system",6,0.15
"4776","intermediate generation","gas","gas_int_CC",2055,"gas (CC) (seawater)","cooling system",6,0.15
"4777","intermediate generation","gas","gas_int_CC",2055,"gas (CC) (recirculating)","cooling system",10,0.15
"4778","intermediate generation","gas","gas_int_CC",2055,"gas (CC) (cooling pond)","cooling system",9,0.15
"4779","intermediate generation","gas","gas_int_CC",2055,"gas (CC) (dry cooling)","cooling system",62,0.15
"4780","intermediate generation","gas","gas_int_CC_CCS",2055,"gas (CC CCS) (once through)","cooling system",6,0.15
"4781","intermediate generation","gas","gas_int_CC_CCS",2055,"gas (CC CCS) (seawater)","cooling system",6,0.15
"4782","intermediate generation","gas","gas_int_CC_CCS",2055,"gas (CC CCS) (recirculating)","cooling system",10,0.15
"4783","intermediate generation","gas","gas_int_CC_CCS",2055,"gas (CC CCS) (dry cooling)","cooling system",62,0.15
"4784","intermediate generation","refined liquids","refined liquids_int_steam/CT",2055,"refined liquids (steam/CT) (once through)","cooling system",6,0.15
"4785","intermediate generation","refined liquids","refined liquids_int_steam/CT",2055,"refined liquids (steam/CT) (seawater)","cooling system",6,0.15
"4786","intermediate generation","refined liquids","refined liquids_int_steam/CT",2055,"refined liquids (steam/CT) (recirculating)","cooling system",10,0.15
"4787","intermediate generation","refined liquids","refined liquids_int_steam/CT",2055,"refined liquids (steam/CT) (cooling pond)","cooling system",9,0.15
"4788","intermediate generation","refined liquids","refined liquids_int_steam/CT",2055,"refined liquids (steam/CT) (dry cooling)","cooling system",62,0.15
"4789","intermediate generation","refined liquids","refined liquids_int_CC",2055,"refined liquids (CC) (once through)","cooling system",6,0.15
"4790","intermediate generation","refined liquids","refined liquids_int_CC",2055,"refined liquids (CC) (seawater)","cooling system",6,0.15
"4791","intermediate generation","refined liquids","refined liquids_int_CC",2055,"refined liquids (CC) (recirculating)","cooling system",10,0.15
"4792","intermediate generation","refined liquids","refined liquids_int_CC",2055,"refined liquids (CC) (dry cooling)","cooling system",62,0.15
"4793","intermediate generation","refined liquids","refined liquids_int_CC_CCS",2055,"refined liquids (CC CCS) (once through)","cooling system",6,0.15
"4794","intermediate generation","refined liquids","refined liquids_int_CC_CCS",2055,"refined liquids (CC CCS) (seawater)","cooling system",6,0.15
"4795","intermediate generation","refined liquids","refined liquids_int_CC_CCS",2055,"refined liquids (CC CCS) (recirculating)","cooling system",10,0.15
"4796","intermediate generation","refined liquids","refined liquids_int_CC_CCS",2055,"refined liquids (CC CCS) (dry cooling)","cooling system",62,0.15
"4797","intermediate generation","coal","coal_int_conv pul 1951-1955",2055,"coal (conv pul) (once through)","cooling system",6,0.15
"4798","intermediate generation","coal","coal_int_conv pul 1951-1955",2055,"coal (conv pul) (seawater)","cooling system",6,0.15
"4799","intermediate generation","coal","coal_int_conv pul 1951-1955",2055,"coal (conv pul) (recirculating)","cooling system",10,0.15
"4800","intermediate generation","coal","coal_int_conv pul 1951-1955",2055,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"4801","intermediate generation","coal","coal_int_conv pul 1951-1955",2055,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"4802","intermediate generation","coal","coal_int_conv pul 1956-1960",2055,"coal (conv pul) (once through)","cooling system",6,0.15
"4803","intermediate generation","coal","coal_int_conv pul 1956-1960",2055,"coal (conv pul) (seawater)","cooling system",6,0.15
"4804","intermediate generation","coal","coal_int_conv pul 1956-1960",2055,"coal (conv pul) (recirculating)","cooling system",10,0.15
