"","sector.name","subsector.name0","subsector.name","year","technology","input.capital","capital.overnight","fixed.charge.rate"
"1929","base load generation","refined liquids","refined liquids_base_steam/CT",2060,"refined liquids (steam/CT) (cooling pond)","cooling system",9,0.15
"1930","base load generation","refined liquids","refined liquids_base_steam/CT",2060,"refined liquids (steam/CT) (dry cooling)","cooling system",62,0.15
"1931","base load generation","refined liquids","refined liquids_base_CC",2060,"refined liquids (CC) (once through)","cooling system",6,0.15
"1932","base load generation","refined liquids","refined liquids_base_CC",2060,"refined liquids (CC) (seawater)","cooling system",6,0.15
"1933","base load generation","refined liquids","refined liquids_base_CC",2060,"refined liquids (CC) (recirculating)","cooling system",10,0.15
"1934","base load generation","refined liquids","refined liquids_base_CC",2060,"refined liquids (CC) (dry cooling)","cooling system",62,0.15
"1935","base load generation","refined liquids","refined liquids_base_CC_CCS",2060,"refined liquids (CC CCS) (once through)","cooling system",6,0.15
"1936","base load generation","refined liquids","refined liquids_base_CC_CCS",2060,"refined liquids (CC CCS) (seawater)","cooling system",6,0.15
"1937","base load generation","refined liquids","refined liquids_base_CC_CCS",2060,"refined liquids (CC CCS) (recirculating)","cooling system",10,0.15
"1938","base load generation","refined liquids","refined liquids_base_CC_CCS",2060,"refined liquids (CC CCS) (dry cooling)","cooling system",62,0.15
"1939","base load generation","solar","PV_base_storage",2060,"PV_base_storage","capital",1896,0.13
"1940","base load generation","solar","CSP_base_storage",2060,"CSP_base_storage","capital",2270,0.13
"1941","base load generation","wind","wind_base_storage",2060,"wind_base_storage","capital",1681,0.13
"1942","base load generation","coal","coal_base_conv pul 1951-1955",2060,"coal (conv pul) (once through)","cooling system",6,0.15
"1943","base load generation","coal","coal_base_conv pul 1951-1955",2060,"coal (conv pul) (seawater)","cooling system",6,0.15
"1944","base load generation","coal","coal_base_conv pul 1951-1955",2060,"coal (conv pul) (recirculating)","cooling system",10,0.15
"1945","base load generation","coal","coal_base_conv pul 1951-1955",2060,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"1946","base load generation","coal","coal_base_conv pul 1951-1955",2060,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"1947","base load generation","coal","coal_base_conv pul 1956-1960",2060,"coal (conv pul) (once through)","cooling system",6,0.15
"1948","base load generation","coal","coal_base_conv pul 1956-1960",2060,"coal (conv pul) (seawater)","cooling system",6,0.15
"1949","base load generation","coal","coal_base_conv pul 1956-1960",2060,"coal (conv pul) (recirculating)","cooling system",10,0.15
"1950","base load generation","coal","coal_base_conv pul 1956-1960",2060,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"1951","base load generation","coal","coal_base_conv pul 1956-1960",2060,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"1952","base load generation","coal","coal_base_conv pul 1961-1965",2060,"coal (conv pul) (once through)","cooling system",6,0.15
"1953","base load generation","coal","coal_base_conv pul 1961-1965",2060,"coal (conv pul) (seawater)","cooling system",6,0.15
"1954","base load generation","coal","coal_base_conv pul 1961-1965",2060,"coal (conv pul) (recirculating)","cooling system",10,0.15
"1955","base load generation","coal","coal_base_conv pul 1961-1965",2060,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"1956","base load generation","coal","coal_base_conv pul 1961-1965",2060,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"1957","base load generation","coal","coal_base_conv pul 1966-1970",2060,"coal (conv pul) (once through)","cooling system",6,0.15
"1958","base load generation","coal","coal_base_conv pul 1966-1970",2060,"coal (conv pul) (seawater)","cooling system",6,0.15
"1959","base load generation","coal","coal_base_conv pul 1966-1970",2060,"coal (conv pul) (recirculating)","cooling system",10,0.15
"1960","base load generation","coal","coal_base_conv pul 1966-1970",2060,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"1961","base load generation","coal","coal_base_conv pul 1966-1970",2060,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"1962","base load generation","coal","coal_base_conv pul 1971-1975",2060,"coal (conv pul) (once through)","cooling system",6,0.15
"1963","base load generation","coal","coal_base_conv pul 1971-1975",2060,"coal (conv pul) (seawater)","cooling system",6,0.15
"1964","base load generation","coal","coal_base_conv pul 1971-1975",2060,"coal (conv pul) (recirculating)","cooling system",10,0.15
"1965","base load generation","coal","coal_base_conv pul 1971-1975",2060,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"1966","base load generation","coal","coal_base_conv pul 1971-1975",2060,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"1967","base load generation","coal","coal_base_conv pul 1976-1980",2060,"coal (conv pul) (once through)","cooling system",6,0.15
"1968","base load generation","coal","coal_base_conv pul 1976-1980",2060,"coal (conv pul) (seawater)","cooling system",6,0.15
"1969","base load generation","coal","coal_base_conv pul 1976-1980",2060,"coal (conv pul) (recirculating)","cooling system",10,0.15
"1970","base load generation","coal","coal_base_conv pul 1976-1980",2060,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"1971","base load generation","coal","coal_base_conv pul 1976-1980",2060,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"1972","base load generation","coal","coal_base_conv pul 1981-1985",2060,"coal (conv pul) (once through)","cooling system",6,0.15
"1973","base load generation","coal","coal_base_conv pul 1981-1985",2060,"coal (conv pul) (seawater)","cooling system",6,0.15
"1974","base load generation","coal","coal_base_conv pul 1981-1985",2060,"coal (conv pul) (recirculating)","cooling system",10,0.15
"1975","base load generation","coal","coal_base_conv pul 1981-1985",2060,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"1976","base load generation","coal","coal_base_conv pul 1981-1985",2060,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"1977","base load generation","coal","coal_base_conv pul 1986-1990",2060,"coal (conv pul) (once through)","cooling system",6,0.15
"1978","base load generation","coal","coal_base_conv pul 1986-1990",2060,"coal (conv pul) (seawater)","cooling system",6,0.15
"1979","base load generation","coal","coal_base_conv pul 1986-1990",2060,"coal (conv pul) (recirculating)","cooling system",10,0.15
"1980","base load generation","coal","coal_base_conv pul 1986-1990",2060,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"1981","base load generation","coal","coal_base_conv pul 1986-1990",2060,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"1982","base load generation","coal","coal_base_conv pul 1991-1995",2060,"coal (conv pul) (once through)","cooling system",6,0.15
"1983","base load generation","coal","coal_base_conv pul 1991-1995",2060,"coal (conv pul) (seawater)","cooling system",6,0.15
"1984","base load generation","coal","coal_base_conv pul 1991-1995",2060,"coal (conv pul) (recirculating)","cooling system",10,0.15
"1985","base load generation","coal","coal_base_conv pul 1991-1995",2060,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"1986","base load generation","coal","coal_base_conv pul 1991-1995",2060,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"1987","base load generation","coal","coal_base_conv pul 1996-2000",2060,"coal (conv pul) (once through)","cooling system",6,0.15
"1988","base load generation","coal","coal_base_conv pul 1996-2000",2060,"coal (conv pul) (seawater)","cooling system",6,0.15
"1989","base load generation","coal","coal_base_conv pul 1996-2000",2060,"coal (conv pul) (recirculating)","cooling system",10,0.15
"1990","base load generation","coal","coal_base_conv pul 1996-2000",2060,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"1991","base load generation","coal","coal_base_conv pul 1996-2000",2060,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"1992","base load generation","coal","coal_base_conv pul 2001-2005",2060,"coal (conv pul) (once through)","cooling system",6,0.15
"1993","base load generation","coal","coal_base_conv pul 2001-2005",2060,"coal (conv pul) (seawater)","cooling system",6,0.15
"1994","base load generation","coal","coal_base_conv pul 2001-2005",2060,"coal (conv pul) (recirculating)","cooling system",10,0.15
"1995","base load generation","coal","coal_base_conv pul 2001-2005",2060,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"1996","base load generation","coal","coal_base_conv pul 2001-2005",2060,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"1997","base load generation","coal","coal_base_conv pul 2006-2010",2060,"coal (conv pul) (once through)","cooling system",6,0.15
"1998","base load generation","coal","coal_base_conv pul 2006-2010",2060,"coal (conv pul) (seawater)","cooling system",6,0.15
"1999","base load generation","coal","coal_base_conv pul 2006-2010",2060,"coal (conv pul) (recirculating)","cooling system",10,0.15
"2000","base load generation","coal","coal_base_conv pul 2006-2010",2060,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"2001","base load generation","coal","coal_base_conv pul 2006-2010",2060,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"2002","base load generation","coal","coal_base_conv pul 2011-2015",2060,"coal (conv pul) (once through)","cooling system",6,0.15
"2003","base load generation","coal","coal_base_conv pul 2011-2015",2060,"coal (conv pul) (seawater)","cooling system",6,0.15
"2004","base load generation","coal","coal_base_conv pul 2011-2015",2060,"coal (conv pul) (recirculating)","cooling system",10,0.15
"2005","base load generation","coal","coal_base_conv pul 2011-2015",2060,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"2006","base load generation","coal","coal_base_conv pul 2011-2015",2060,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"2007","base load generation","coal","coal_base_conv pul before 1950",2060,"coal (conv pul) (once through)","cooling system",6,0.15
"2008","base load generation","coal","coal_base_conv pul before 1950",2060,"coal (conv pul) (seawater)","cooling system",6,0.15
"2009","base load generation","coal","coal_base_conv pul before 1950",2060,"coal (conv pul) (recirculating)","cooling system",10,0.15
"2010","base load generation","coal","coal_base_conv pul before 1950",2060,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"2011","base load generation","coal","coal_base_conv pul before 1950",2060,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"2012","base load generation","coal","coal_base_conv pul_retire_2020",2060,"coal (conv pul) (once through)","cooling system",6,0.15
"2013","base load generation","coal","coal_base_conv pul_retire_2020",2060,"coal (conv pul) (seawater)","cooling system",6,0.15
"2014","base load generation","coal","coal_base_conv pul_retire_2020",2060,"coal (conv pul) (recirculating)","cooling system",10,0.15
"2015","base load generation","coal","coal_base_conv pul_retire_2020",2060,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"2016","base load generation","coal","coal_base_conv pul_retire_2020",2060,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"2017","base load generation","biomass","biomass_base_conv",2065,"biomass (conv) (once through)","cooling system",6,0.15
"2018","base load generation","biomass","biomass_base_conv",2065,"biomass (conv) (seawater)","cooling system",6,0.15
"2019","base load generation","biomass","biomass_base_conv",2065,"biomass (conv) (recirculating)","cooling system",10,0.15
"2020","base load generation","biomass","biomass_base_conv",2065,"biomass (conv) (cooling pond)","cooling system",9,0.15
"2021","base load generation","biomass","biomass_base_conv",2065,"biomass (conv) (dry cooling)","cooling system",62,0.15
"2022","base load generation","biomass","biomass_base_conv_CCS",2065,"biomass (conv CCS) (once through)","cooling system",6,0.15
"2023","base load generation","biomass","biomass_base_conv_CCS",2065,"biomass (conv CCS) (seawater)","cooling system",6,0.15
"2024","base load generation","biomass","biomass_base_conv_CCS",2065,"biomass (conv CCS) (recirculating)","cooling system",10,0.15
"2025","base load generation","biomass","biomass_base_conv_CCS",2065,"biomass (conv CCS) (dry cooling)","cooling system",62,0.15
"2026","base load generation","biomass","biomass_base_IGCC",2065,"biomass (IGCC) (once through)","cooling system",6,0.15
"2027","base load generation","biomass","biomass_base_IGCC",2065,"biomass (IGCC) (seawater)","cooling system",6,0.15
"2028","base load generation","biomass","biomass_base_IGCC",2065,"biomass (IGCC) (recirculating)","cooling system",10,0.15
"2029","base load generation","biomass","biomass_base_IGCC",2065,"biomass (IGCC) (dry cooling)","cooling system",62,0.15
"2030","base load generation","biomass","biomass_base_IGCC_CCS",2065,"biomass (IGCC CCS) (once through)","cooling system",6,0.15
"2031","base load generation","biomass","biomass_base_IGCC_CCS",2065,"biomass (IGCC CCS) (seawater)","cooling system",6,0.15
"2032","base load generation","biomass","biomass_base_IGCC_CCS",2065,"biomass (IGCC CCS) (recirculating)","cooling system",10,0.15
"2033","base load generation","biomass","biomass_base_IGCC_CCS",2065,"biomass (IGCC CCS) (dry cooling)","cooling system",62,0.15
"2034","base load generation","coal","coal_base_conv pul",2065,"coal (conv pul) (once through)","cooling system",6,0.15
"2035","base load generation","coal","coal_base_conv pul",2065,"coal (conv pul) (seawater)","cooling system",6,0.15
"2036","base load generation","coal","coal_base_conv pul",2065,"coal (conv pul) (recirculating)","cooling system",10,0.15
"2037","base load generation","coal","coal_base_conv pul",2065,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"2038","base load generation","coal","coal_base_conv pul",2065,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"2039","base load generation","coal","coal_base_conv pul_CCS",2065,"coal (conv pul CCS) (once through)","cooling system",6,0.15
"2040","base load generation","coal","coal_base_conv pul_CCS",2065,"coal (conv pul CCS) (seawater)","cooling system",6,0.15
"2041","base load generation","coal","coal_base_conv pul_CCS",2065,"coal (conv pul CCS) (recirculating)","cooling system",10,0.15
"2042","base load generation","coal","coal_base_conv pul_CCS",2065,"coal (conv pul CCS) (dry cooling)","cooling system",62,0.15
"2043","base load generation","coal","coal_base_IGCC",2065,"coal (IGCC) (once through)","cooling system",6,0.15
"2044","base load generation","coal","coal_base_IGCC",2065,"coal (IGCC) (seawater)","cooling system",6,0.15
"2045","base load generation","coal","coal_base_IGCC",2065,"coal (IGCC) (recirculating)","cooling system",10,0.15
"2046","base load generation","coal","coal_base_IGCC",2065,"coal (IGCC) (dry cooling)","cooling system",62,0.15
"2047","base load generation","coal","coal_base_IGCC_CCS",2065,"coal (IGCC CCS) (once through)","cooling system",6,0.15
"2048","base load generation","coal","coal_base_IGCC_CCS",2065,"coal (IGCC CCS) (seawater)","cooling system",6,0.15
"2049","base load generation","coal","coal_base_IGCC_CCS",2065,"coal (IGCC CCS) (recirculating)","cooling system",10,0.15
"2050","base load generation","coal","coal_base_IGCC_CCS",2065,"coal (IGCC CCS) (dry cooling)","cooling system",62,0.15
"2051","base load generation","gas","gas_base_CC",2065,"gas (CC) (once through)","cooling system",6,0.15
"2052","base load generation","gas","gas_base_CC",2065,"gas (CC) (seawater)","cooling system",6,0.15
"2053","base load generation","gas","gas_base_CC",2065,"gas (CC) (recirculating)","cooling system",10,0.15
"2054","base load generation","gas","gas_base_CC",2065,"gas (CC) (cooling pond)","cooling system",9,0.15
"2055","base load generation","gas","gas_base_CC",2065,"gas (CC) (dry cooling)","cooling system",62,0.15
"2056","base load generation","gas","gas_base_CC_CCS",2065,"gas (CC CCS) (once through)","cooling system",6,0.15
"2057","base load generation","gas","gas_base_CC_CCS",2065,"gas (CC CCS) (seawater)","cooling system",6,0.15
"2058","base load generation","gas","gas_base_CC_CCS",2065,"gas (CC CCS) (recirculating)","cooling system",10,0.15
"2059","base load generation","gas","gas_base_CC_CCS",2065,"gas (CC CCS) (dry cooling)","cooling system",62,0.15
"2060","base load generation","geothermal","geo_base",2065,"geothermal (recirculating)","cooling system",10,0.15
"2061","base load generation","geothermal","geo_base",2065,"geothermal (dry_hybrid)","cooling system",62,0.15
"2062","base load generation","nuclear","nuc_base_Gen II",2065,"Gen_II_LWR (once through)","cooling system",6,0.15
"2063","base load generation","nuclear","nuc_base_Gen II",2065,"Gen_II_LWR (seawater)","cooling system",6,0.15
"2064","base load generation","nuclear","nuc_base_Gen II",2065,"Gen_II_LWR (recirculating)","cooling system",10,0.15
"2065","base load generation","nuclear","nuc_base_Gen II",2065,"Gen_II_LWR (cooling pond)","cooling system",9,0.15
"2066","base load generation","nuclear","nuc_base_Gen III",2065,"Gen_III (once through)","cooling system",6,0.15
"2067","base load generation","nuclear","nuc_base_Gen III",2065,"Gen_III (seawater)","cooling system",6,0.15
"2068","base load generation","nuclear","nuc_base_Gen III",2065,"Gen_III (recirculating)","cooling system",10,0.15
"2069","base load generation","nuclear","nuc_base_Gen III",2065,"Gen_III (cooling pond)","cooling system",9,0.15
"2070","base load generation","refined liquids","refined liquids_base_steam/CT",2065,"refined liquids (steam/CT) (once through)","cooling system",6,0.15
"2071","base load generation","refined liquids","refined liquids_base_steam/CT",2065,"refined liquids (steam/CT) (seawater)","cooling system",6,0.15
"2072","base load generation","refined liquids","refined liquids_base_steam/CT",2065,"refined liquids (steam/CT) (recirculating)","cooling system",10,0.15
"2073","base load generation","refined liquids","refined liquids_base_steam/CT",2065,"refined liquids (steam/CT) (cooling pond)","cooling system",9,0.15
"2074","base load generation","refined liquids","refined liquids_base_steam/CT",2065,"refined liquids (steam/CT) (dry cooling)","cooling system",62,0.15
"2075","base load generation","refined liquids","refined liquids_base_CC",2065,"refined liquids (CC) (once through)","cooling system",6,0.15
"2076","base load generation","refined liquids","refined liquids_base_CC",2065,"refined liquids (CC) (seawater)","cooling system",6,0.15
"2077","base load generation","refined liquids","refined liquids_base_CC",2065,"refined liquids (CC) (recirculating)","cooling system",10,0.15
"2078","base load generation","refined liquids","refined liquids_base_CC",2065,"refined liquids (CC) (dry cooling)","cooling system",62,0.15
"2079","base load generation","refined liquids","refined liquids_base_CC_CCS",2065,"refined liquids (CC CCS) (once through)","cooling system",6,0.15
"2080","base load generation","refined liquids","refined liquids_base_CC_CCS",2065,"refined liquids (CC CCS) (seawater)","cooling system",6,0.15
"2081","base load generation","refined liquids","refined liquids_base_CC_CCS",2065,"refined liquids (CC CCS) (recirculating)","cooling system",10,0.15
"2082","base load generation","refined liquids","refined liquids_base_CC_CCS",2065,"refined liquids (CC CCS) (dry cooling)","cooling system",62,0.15
"2083","base load generation","solar","PV_base_storage",2065,"PV_base_storage","capital",1896,0.13
"2084","base load generation","solar","CSP_base_storage",2065,"CSP_base_storage","capital",2270,0.13
"2085","base load generation","wind","wind_base_storage",2065,"wind_base_storage","capital",1681,0.13
"2086","base load generation","coal","coal_base_conv pul 1951-1955",2065,"coal (conv pul) (once through)","cooling system",6,0.15
"2087","base load generation","coal","coal_base_conv pul 1951-1955",2065,"coal (conv pul) (seawater)","cooling system",6,0.15
"2088","base load generation","coal","coal_base_conv pul 1951-1955",2065,"coal (conv pul) (recirculating)","cooling system",10,0.15
"2089","base load generation","coal","coal_base_conv pul 1951-1955",2065,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"2090","base load generation","coal","coal_base_conv pul 1951-1955",2065,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"2091","base load generation","coal","coal_base_conv pul 1956-1960",2065,"coal (conv pul) (once through)","cooling system",6,0.15
"2092","base load generation","coal","coal_base_conv pul 1956-1960",2065,"coal (conv pul) (seawater)","cooling system",6,0.15
"2093","base load generation","coal","coal_base_conv pul 1956-1960",2065,"coal (conv pul) (recirculating)","cooling system",10,0.15
"2094","base load generation","coal","coal_base_conv pul 1956-1960",2065,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"2095","base load generation","coal","coal_base_conv pul 1956-1960",2065,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"2096","base load generation","coal","coal_base_conv pul 1961-1965",2065,"coal (conv pul) (once through)","cooling system",6,0.15
"2097","base load generation","coal","coal_base_conv pul 1961-1965",2065,"coal (conv pul) (seawater)","cooling system",6,0.15
"2098","base load generation","coal","coal_base_conv pul 1961-1965",2065,"coal (conv pul) (recirculating)","cooling system",10,0.15
"2099","base load generation","coal","coal_base_conv pul 1961-1965",2065,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"2100","base load generation","coal","coal_base_conv pul 1961-1965",2065,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"2101","base load generation","coal","coal_base_conv pul 1966-1970",2065,"coal (conv pul) (once through)","cooling system",6,0.15
"2102","base load generation","coal","coal_base_conv pul 1966-1970",2065,"coal (conv pul) (seawater)","cooling system",6,0.15
"2103","base load generation","coal","coal_base_conv pul 1966-1970",2065,"coal (conv pul) (recirculating)","cooling system",10,0.15
"2104","base load generation","coal","coal_base_conv pul 1966-1970",2065,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"2105","base load generation","coal","coal_base_conv pul 1966-1970",2065,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"2106","base load generation","coal","coal_base_conv pul 1971-1975",2065,"coal (conv pul) (once through)","cooling system",6,0.15
"2107","base load generation","coal","coal_base_conv pul 1971-1975",2065,"coal (conv pul) (seawater)","cooling system",6,0.15
"2108","base load generation","coal","coal_base_conv pul 1971-1975",2065,"coal (conv pul) (recirculating)","cooling system",10,0.15
"2109","base load generation","coal","coal_base_conv pul 1971-1975",2065,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"2110","base load generation","coal","coal_base_conv pul 1971-1975",2065,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"2111","base load generation","coal","coal_base_conv pul 1976-1980",2065,"coal (conv pul) (once through)","cooling system",6,0.15
"2112","base load generation","coal","coal_base_conv pul 1976-1980",2065,"coal (conv pul) (seawater)","cooling system",6,0.15
"2113","base load generation","coal","coal_base_conv pul 1976-1980",2065,"coal (conv pul) (recirculating)","cooling system",10,0.15
"2114","base load generation","coal","coal_base_conv pul 1976-1980",2065,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"2115","base load generation","coal","coal_base_conv pul 1976-1980",2065,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"2116","base load generation","coal","coal_base_conv pul 1981-1985",2065,"coal (conv pul) (once through)","cooling system",6,0.15
"2117","base load generation","coal","coal_base_conv pul 1981-1985",2065,"coal (conv pul) (seawater)","cooling system",6,0.15
"2118","base load generation","coal","coal_base_conv pul 1981-1985",2065,"coal (conv pul) (recirculating)","cooling system",10,0.15
"2119","base load generation","coal","coal_base_conv pul 1981-1985",2065,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"2120","base load generation","coal","coal_base_conv pul 1981-1985",2065,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"2121","base load generation","coal","coal_base_conv pul 1986-1990",2065,"coal (conv pul) (once through)","cooling system",6,0.15
"2122","base load generation","coal","coal_base_conv pul 1986-1990",2065,"coal (conv pul) (seawater)","cooling system",6,0.15
"2123","base load generation","coal","coal_base_conv pul 1986-1990",2065,"coal (conv pul) (recirculating)","cooling system",10,0.15
"2124","base load generation","coal","coal_base_conv pul 1986-1990",2065,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"2125","base load generation","coal","coal_base_conv pul 1986-1990",2065,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"2126","base load generation","coal","coal_base_conv pul 1991-1995",2065,"coal (conv pul) (once through)","cooling system",6,0.15
"2127","base load generation","coal","coal_base_conv pul 1991-1995",2065,"coal (conv pul) (seawater)","cooling system",6,0.15
"2128","base load generation","coal","coal_base_conv pul 1991-1995",2065,"coal (conv pul) (recirculating)","cooling system",10,0.15
"2129","base load generation","coal","coal_base_conv pul 1991-1995",2065,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"2130","base load generation","coal","coal_base_conv pul 1991-1995",2065,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"2131","base load generation","coal","coal_base_conv pul 1996-2000",2065,"coal (conv pul) (once through)","cooling system",6,0.15
"2132","base load generation","coal","coal_base_conv pul 1996-2000",2065,"coal (conv pul) (seawater)","cooling system",6,0.15
"2133","base load generation","coal","coal_base_conv pul 1996-2000",2065,"coal (conv pul) (recirculating)","cooling system",10,0.15
"2134","base load generation","coal","coal_base_conv pul 1996-2000",2065,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"2135","base load generation","coal","coal_base_conv pul 1996-2000",2065,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"2136","base load generation","coal","coal_base_conv pul 2001-2005",2065,"coal (conv pul) (once through)","cooling system",6,0.15
"2137","base load generation","coal","coal_base_conv pul 2001-2005",2065,"coal (conv pul) (seawater)","cooling system",6,0.15
"2138","base load generation","coal","coal_base_conv pul 2001-2005",2065,"coal (conv pul) (recirculating)","cooling system",10,0.15
"2139","base load generation","coal","coal_base_conv pul 2001-2005",2065,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"2140","base load generation","coal","coal_base_conv pul 2001-2005",2065,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"2141","base load generation","coal","coal_base_conv pul 2006-2010",2065,"coal (conv pul) (once through)","cooling system",6,0.15
"2142","base load generation","coal","coal_base_conv pul 2006-2010",2065,"coal (conv pul) (seawater)","cooling system",6,0.15
"2143","base load generation","coal","coal_base_conv pul 2006-2010",2065,"coal (conv pul) (recirculating)","cooling system",10,0.15
"2144","base load generation","coal","coal_base_conv pul 2006-2010",2065,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"2145","base load generation","coal","coal_base_conv pul 2006-2010",2065,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"2146","base load generation","coal","coal_base_conv pul 2011-2015",2065,"coal (conv pul) (once through)","cooling system",6,0.15
"2147","base load generation","coal","coal_base_conv pul 2011-2015",2065,"coal (conv pul) (seawater)","cooling system",6,0.15
"2148","base load generation","coal","coal_base_conv pul 2011-2015",2065,"coal (conv pul) (recirculating)","cooling system",10,0.15
"2149","base load generation","coal","coal_base_conv pul 2011-2015",2065,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"2150","base load generation","coal","coal_base_conv pul 2011-2015",2065,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"2151","base load generation","coal","coal_base_conv pul before 1950",2065,"coal (conv pul) (once through)","cooling system",6,0.15
"2152","base load generation","coal","coal_base_conv pul before 1950",2065,"coal (conv pul) (seawater)","cooling system",6,0.15
"2153","base load generation","coal","coal_base_conv pul before 1950",2065,"coal (conv pul) (recirculating)","cooling system",10,0.15
"2154","base load generation","coal","coal_base_conv pul before 1950",2065,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"2155","base load generation","coal","coal_base_conv pul before 1950",2065,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"2156","base load generation","coal","coal_base_conv pul_retire_2020",2065,"coal (conv pul) (once through)","cooling system",6,0.15
"2157","base load generation","coal","coal_base_conv pul_retire_2020",2065,"coal (conv pul) (seawater)","cooling system",6,0.15
"2158","base load generation","coal","coal_base_conv pul_retire_2020",2065,"coal (conv pul) (recirculating)","cooling system",10,0.15
"2159","base load generation","coal","coal_base_conv pul_retire_2020",2065,"coal (conv pul) (cooling pond)","cooling system",9,0.15
"2160","base load generation","coal","coal_base_conv pul_retire_2020",2065,"coal (conv pul) (dry cooling)","cooling system",62,0.15
"2161","base load generation","biomass","biomass_base_conv",2070,"biomass (conv) (once through)","cooling system",6,0.15
"2162","base load generation","biomass","biomass_base_conv",2070,"biomass (conv) (seawater)","cooling system",6,0.15
"2163","base load generation","biomass","biomass_base_conv",2070,"biomass (conv) (recirculating)","cooling system",10,0.15
"2164","base load generation","biomass","biomass_base_conv",2070,"biomass (conv) (cooling pond)","cooling system",9,0.15
"2165","base load generation","biomass","biomass_base_conv",2070,"biomass (conv) (dry cooling)","cooling system",62,0.15
"2166","base load generation","biomass","biomass_base_conv_CCS",2070,"biomass (conv CCS) (once through)","cooling system",6,0.15
"2167","base load generation","biomass","biomass_base_conv_CCS",2070,"biomass (conv CCS) (seawater)","cooling system",6,0.15
"2168","base load generation","biomass","biomass_base_conv_CCS",2070,"biomass (conv CCS) (recirculating)","cooling system",10,0.15
"2169","base load generation","biomass","biomass_base_conv_CCS",2070,"biomass (conv CCS) (dry cooling)","cooling system",62,0.15
"2170","base load generation","biomass","biomass_base_IGCC",2070,"biomass (IGCC) (once through)","cooling system",6,0.15
"2171","base load generation","biomass","biomass_base_IGCC",2070,"biomass (IGCC) (seawater)","cooling system",6,0.15
"2172","base load generation","biomass","biomass_base_IGCC",2070,"biomass (IGCC) (recirculating)","cooling system",10,0.15
"2173","base load generation","biomass","biomass_base_IGCC",2070,"biomass (IGCC) (dry cooling)","cooling system",62,0.15
"2174","base load generation","biomass","biomass_base_IGCC_CCS",2070,"biomass (IGCC CCS) (once through)","cooling system",6,0.15
